Coin Name,Crypto Filter,Date,Close**,High,Low,Market Cap,Open*,Volume
Bitcoin - BTC,False,12/9/2022,17133.15,17280.55,17100.84,329458400093,17232.15,20328426366
Bitcoin - BTC,False,12/8/2022,17233.47,17267.92,16788.78,331370511898,16847.35,20496603770
Bitcoin - BTC,False,12/7/2022,16848.13,17109.38,16750.56,323943465219,17089.51,19675404389
Bitcoin - BTC,False,12/6/2022,17089.5,17091.86,16939.92,328566216152,16975.24,19889922369
Bitcoin - BTC,False,12/5/2022,16974.83,17378.15,16922.43,326346115860,17128.89,22209086834
Bitcoin - BTC,False,12/4/2022,17130.49,17157.77,16903.44,329323845089,16908.17,16824520830
Bitcoin - BTC,False,12/3/2022,16908.24,17116.04,16888.14,325037180855,17090.1,16217776704
Bitcoin - BTC,False,12/2/2022,17088.66,17088.66,16877.88,328491679165,16968.68,19539705127
Bitcoin - BTC,False,12/1/2022,16967.13,17197.5,16888.39,326142124579,17168,22895392882
Bitcoin - BTC,False,11/30/2022,17168.57,17190.94,16445.48,329997633644,16445.48,29523576583
Bitcoin - BTC,False,11/29/2022,16444.98,16522.26,16139.4,316074930083,16217.64,23581685468
Bitcoin - BTC,False,11/28/2022,16217.32,16482.93,16054.53,311686396568,16440.22,27743025156
Bitcoin - BTC,False,11/27/2022,16444.63,16594.41,16437.03,316040534592,16463.88,20443898509
Bitcoin - BTC,False,11/26/2022,16464.28,16666.86,16416.23,316404791285,16521.58,18000008764
Bitcoin - BTC,False,11/25/2022,16521.84,16603.32,16388.4,317499392769,16602.27,18678255976
Bitcoin - BTC,False,11/24/2022,16604.47,16771.48,16501.77,319074189335,16611.64,26129037414
Bitcoin - BTC,False,11/23/2022,16610.71,16638.19,16170.5,319180537510,16195.59,32958875628
Bitcoin - BTC,False,11/22/2022,16189.77,16253.05,15656.61,311078520949,15782.3,30726828760
Bitcoin - BTC,False,11/21/2022,15787.28,16291.22,15599.05,303332140407,16291.22,37429485518
Bitcoin - BTC,False,11/20/2022,16291.83,16746.78,16248.69,313012826680,16712.92,21313378652
Bitcoin - BTC,False,11/19/2022,16711.55,16797.88,16570.41,321061621176,16696.22,16106223492
Bitcoin - BTC,False,11/18/2022,16697.78,16947.06,16564.61,320781106963,16687.91,26862218609
Bitcoin - BTC,False,11/17/2022,16687.52,16726.44,16460.68,320570440521,16670.43,27868914022
Bitcoin - BTC,False,11/16/2022,16669.44,16960.3,16430.11,320208159887,16884.34,33925512989
Bitcoin - BTC,False,11/15/2022,16884.61,17051.96,16542.55,324326299580,16617.48,36599436183
Bitcoin - BTC,False,11/14/2022,16618.2,17109.32,15872.94,319192915033,16352.03,49630243054
Bitcoin - BTC,False,11/13/2022,16353.37,16920.77,16320.64,314093257178,16799.72,27209183682
Bitcoin - BTC,False,11/12/2022,16799.18,17066.68,16651.77,322642084634,17036.88,29717699419
Bitcoin - BTC,False,11/11/2022,17034.29,17650.94,16543.48,327139766936,17583.25,55871616488
Bitcoin - BTC,False,11/10/2022,17586.77,18054.31,15834.02,337735690620,15883.16,83202283721
Bitcoin - BTC,False,11/9/2022,15880.78,18590.46,15682.69,304958504278,18543.76,102905151606
Bitcoin - BTC,False,11/8/2022,18541.27,20664.61,17603.54,356030188153,20600.67,118992465607
Bitcoin - BTC,False,11/7/2022,20602.82,21053.25,20489.97,395596352770,20924.62,53510852236
Bitcoin - BTC,False,11/6/2022,20926.49,21345.38,20920.19,401792318391,21285.06,35082693210
Bitcoin - BTC,False,11/5/2022,21282.69,21446.89,21097.64,408613690153,21144.83,37846047609
Bitcoin - BTC,False,11/4/2022,21147.23,21209.56,20188.02,405992446611,20208.77,64072727950
Bitcoin - BTC,False,11/3/2022,20209.99,20382.1,20086.24,387983112928,20162.69,43228750179
Bitcoin - BTC,False,11/2/2022,20159.5,20742.81,20087.13,386993271474,20482.96,55552169483
Bitcoin - BTC,False,11/1/2022,20485.27,20647.29,20359.85,393230695988,20494.9,39819303159
Bitcoin - BTC,False,10/31/2022,20495.77,20795.32,20287.46,393413045573,20633.7,45668466815
Bitcoin - BTC,False,10/30/2022,20635.6,20917.01,20547.46,396075135322,20817.98,31486345556
Bitcoin - BTC,False,10/29/2022,20818.48,20988.39,20566.48,399567972100,20595.1,40369840645
Bitcoin - BTC,False,10/28/2022,20595.35,20724.98,20086.07,395266756395,20287.96,43994715910
Bitcoin - BTC,False,10/27/2022,20285.84,20854.04,20255.37,389306507854,20772.8,49625110402
Bitcoin - BTC,False,10/26/2022,20770.44,20938.13,20076.12,398588922091,20092.24,58895950537
Bitcoin - BTC,False,10/25/2022,20095.86,20348.41,19261.45,385624152242,19344.96,47761524910
Bitcoin - BTC,False,10/24/2022,19345.57,19589.12,19206.32,371211779873,19567.77,30202235805
Bitcoin - BTC,False,10/23/2022,19567.01,19646.65,19124.2,375444263357,19207.73,22128794335
Bitcoin - BTC,False,10/22/2022,19208.19,19248.07,19132.24,368541303588,19172.38,16104440957
Bitcoin - BTC,False,10/21/2022,19172.47,19237.39,18770.97,367839754255,19053.2,32459287866
Bitcoin - BTC,False,10/20/2022,19053.74,19315.2,18971.46,365543015077,19138.09,24493974420
Bitcoin - BTC,False,10/19/2022,19139.53,19348.42,19127.69,367171621206,19335.03,22425387184
Bitcoin - BTC,False,10/18/2022,19334.42,19667,19144.77,370891718468,19550.47,30580012344
Bitcoin - BTC,False,10/17/2022,19550.76,19635.8,19173.33,375024092834,19268.56,27472552998
Bitcoin - BTC,False,10/16/2022,19268.09,19389.6,19068.91,369584293836,19068.91,17988916650
Bitcoin - BTC,False,10/15/2022,19067.64,19212.54,19019.25,365722351005,19185.44,16192235532
Bitcoin - BTC,False,10/14/2022,19185.66,19889.15,19115.41,367967465553,19382.53,38452356727
Bitcoin - BTC,False,10/13/2022,19382.9,19453.33,18319.82,371731749298,19156.97,44219840004
Bitcoin - BTC,False,10/12/2022,19157.45,19203.2,19029.76,367391447230,19052.65,24950173846
Bitcoin - BTC,False,10/11/2022,19051.42,19241.96,18925.6,365340817941,19139,28711532910
Bitcoin - BTC,False,10/10/2022,19141.48,19515.47,19102.98,367049182259,19446.42,27425022774
Bitcoin - BTC,False,10/9/2022,19446.43,19542.54,19349.26,372876821416,19417.48,16837262532
Bitcoin - BTC,False,10/8/2022,19416.57,19601.7,19299.41,372284398575,19546.33,16437423167
Bitcoin - BTC,False,10/7/2022,19546.85,20041.09,19395.79,374761116006,19957.56,29227315390
Bitcoin - BTC,False,10/6/2022,19955.44,20408.39,19900.09,382574032286,20161.04,34711412966
Bitcoin - BTC,False,10/5/2022,20160.72,20343.75,19801.8,386489739243,20335.9,33223790572
Bitcoin - BTC,False,10/4/2022,20336.84,20380.34,19523.84,389843287588,19623.58,35887278685
Bitcoin - BTC,False,10/3/2022,19623.58,19653.54,19025.23,376151028151,19044.07,30484729489
Bitcoin - BTC,False,10/2/2022,19044.11,19370.31,18970.62,365024821954,19311.85,20765955327
Bitcoin - BTC,False,10/1/2022,19312.09,19471.15,19231.08,370142714487,19431.1,18719537670
Bitcoin - BTC,False,9/30/2022,19431.79,20109.85,19265.66,372414733487,19573.43,43975248085
Bitcoin - BTC,False,9/29/2022,19573.05,19589.27,18924.35,375100872175,19427.78,41037843771
Bitcoin - BTC,False,9/28/2022,19426.72,19688.34,18553.3,372279603227,19104.62,53071298734
Bitcoin - BTC,False,9/27/2022,19110.55,20338.46,18915.67,366202733264,19221.84,58571439619
Bitcoin - BTC,False,9/26/2022,19222.67,19274.87,18721.29,368335944296,18803.9,44148798321
Bitcoin - BTC,False,9/25/2022,18802.1,19134.73,18696.47,360259346858,18936.31,23359966112
Bitcoin - BTC,False,9/24/2022,18937.01,19310.2,18861.97,362826506172,19296.99,26149643168
Bitcoin - BTC,False,9/23/2022,19297.64,19464.67,18617.55,369718966325,19412.4,38896078052
Bitcoin - BTC,False,9/22/2022,19413.55,19456.91,18415.59,371923967755,18534.65,41135767926
Bitcoin - BTC,False,9/21/2022,18547.4,19674.63,18290.32,355314855624,18891.28,46363793975
Bitcoin - BTC,False,9/20/2022,18890.79,19602.46,18813.46,361876433047,19545.59,36791346508
Bitcoin - BTC,False,9/19/2022,19544.13,19639.48,18390.32,374373522207,19418.57,40177002624
Bitcoin - BTC,False,9/18/2022,19419.51,20127.23,19387.49,371970445843,20127.23,31254779144
Bitcoin - BTC,False,9/17/2022,20127.58,20162.53,19777.03,385513277845,19777.03,24957448100
Bitcoin - BTC,False,9/16/2022,19772.58,19870.63,19400.08,378693173324,19704.01,30123362273
Bitcoin - BTC,False,9/15/2022,19701.21,20318.17,19636.73,377311288517,20242.29,36389011503
Bitcoin - BTC,False,9/14/2022,20241.09,20467.2,19793.4,387631908835,20184.56,37872380889
Bitcoin - BTC,False,9/13/2022,20296.71,22673.82,20062.67,388682319976,22371.48,51091116622
Bitcoin - BTC,False,9/12/2022,22370.45,22439.18,21603.9,428373958242,21770.15,50212088965
Bitcoin - BTC,False,9/11/2022,21769.26,21770.55,21406.94,416840289162,21678.54,34493951963
Bitcoin - BTC,False,9/10/2022,21680.54,21760.28,21168.72,415117548315,21376.91,36913738894
Bitcoin - BTC,False,9/9/2022,21381.15,21439.41,19310.96,409363809141,19328.14,48469528171
Bitcoin - BTC,False,9/8/2022,19329.83,19417.35,19076.71,370071738763,19289.94,32194477850
Bitcoin - BTC,False,9/7/2022,19290.32,19427.17,18644.47,369299496559,18837.68,35239757134
Bitcoin - BTC,False,9/6/2022,18837.67,20155.27,18800.17,360616650169,19817.72,43403978910
Bitcoin - BTC,False,9/5/2022,19812.37,20031.16,19673.05,379258182345,19988.79,28813460025
Bitcoin - BTC,False,9/4/2022,19986.71,19999.69,19636.82,382576542382,19832.47,25245861652
Bitcoin - BTC,False,9/3/2022,19832.09,20037.01,19698.36,379595440557,19969.72,23613051457
Bitcoin - BTC,False,9/2/2022,19969.77,20401.57,19814.77,382212933184,20126.07,29123998928
Bitcoin - BTC,False,9/1/2022,20127.14,20198.39,19653.97,385208305832,20050.5,30182031010
Bitcoin - BTC,False,8/31/2022,20049.76,20420.99,19799.58,383710102295,19799.58,33225232872
Bitcoin - BTC,False,8/30/2022,19796.81,20542.64,19617.64,378850670474,20298.61,34483360283
Bitcoin - BTC,False,8/29/2022,20297.99,20357.46,19600.79,388422039679,19615.15,32637854078
Bitcoin - BTC,False,8/28/2022,19616.81,20139.05,19616.81,375367382008,20041.03,24366810591
Bitcoin - BTC,False,8/27/2022,20041.74,20340.77,19890.52,383478483269,20262.48,30116729776
Bitcoin - BTC,False,8/26/2022,20260.02,21804.91,20199.48,387636192941,21596.09,42326789564
Bitcoin - BTC,False,8/25/2022,21600.91,21789.64,21362.44,413267825941,21395.46,31028679593
Bitcoin - BTC,False,8/24/2022,21395.02,21783.08,21195.01,409308514098,21526.46,31962253368
Bitcoin - BTC,False,8/23/2022,21528.09,21646.2,20955.14,411833237128,21401.05,31878280659
Bitcoin - BTC,False,8/22/2022,21398.91,21531.46,20939.18,409340103013,21531.46,31666498758
Bitcoin - BTC,False,8/21/2022,21534.12,21668.85,21103.2,411906673576,21160.39,23102307723
Bitcoin - BTC,False,8/20/2022,21166.06,21350.81,20856.73,404848126556,20872.84,27595671000
Bitcoin - BTC,False,8/19/2022,20877.55,23213.31,20868.85,399309311306,23213.31,40509610260
Bitcoin - BTC,False,8/18/2022,23212.74,23563.83,23177.6,443947256036,23341.04,23747613147
Bitcoin - BTC,False,8/17/2022,23336,24407.06,23243.35,446283604020,23881.32,30931623076
Bitcoin - BTC,False,8/16/2022,23883.29,24228.42,23733.5,456730745423,24126.14,27753685646
Bitcoin - BTC,False,8/15/2022,24136.97,25135.59,23839.77,461560003437,24318.32,35123501685
Bitcoin - BTC,False,8/14/2022,24319.33,24974.91,24206.26,465024405299,24429.06,22994133555
Bitcoin - BTC,False,8/13/2022,24424.07,24860.05,24346.11,467007252129,24402.19,22987346289
Bitcoin - BTC,False,8/12/2022,24402.82,24412.57,23657.27,466578839478,23957.2,27265804688
Bitcoin - BTC,False,8/11/2022,23957.53,24822.63,23901,458043109398,23948.35,37127036580
Bitcoin - BTC,False,8/10/2022,23947.64,24127.41,22771.52,457833729142,23162.9,32837431722
Bitcoin - BTC,False,8/9/2022,23164.32,23898.62,22982,442835162483,23811.48,23555719219
Bitcoin - BTC,False,8/8/2022,23809.49,24203.69,23176.55,455148536624,23179.53,28575544847
Bitcoin - BTC,False,8/7/2022,23175.89,23359.01,22894.56,443014963855,22963.51,15886817043
Bitcoin - BTC,False,8/6/2022,22961.28,23326.56,22961.28,438890198161,23291.42,15978259885
Bitcoin - BTC,False,8/5/2022,23289.31,23422.83,22612.18,445137234252,22626.83,28881249043
Bitcoin - BTC,False,8/4/2022,22630.96,23198.01,22485.7,432532599007,22848.21,25120229769
Bitcoin - BTC,False,8/3/2022,22846.51,23578.65,22747.84,436633304289,22981.3,26288169966
Bitcoin - BTC,False,8/2/2022,22978.12,23415.04,22710.08,439128030642,23308.43,28389250717
Bitcoin - BTC,False,8/1/2022,23314.2,23464.79,22890.8,445527356896,23336.72,25849159141
Bitcoin - BTC,False,7/31/2022,23336.9,24121.64,23275.7,445941074223,23652.07,23553591896
Bitcoin - BTC,False,7/30/2022,23656.21,24572.58,23580.51,452020722099,23796.82,28148218301
Bitcoin - BTC,False,7/29/2022,23804.63,24294.79,23481.17,454837507676,23845.21,35887249746
Bitcoin - BTC,False,7/28/2022,23843.89,24110.47,22722.27,455565748692,22933.64,40212386158
Bitcoin - BTC,False,7/27/2022,22930.55,22986.53,21070.81,438095993233,21244.17,31758955233
Bitcoin - BTC,False,7/26/2022,21239.75,21361.12,20776.82,405770108605,21361.12,28624673855
Bitcoin - BTC,False,7/25/2022,21361.7,22649.12,21361.64,408078695878,22607.16,35574561406
Bitcoin - BTC,False,7/24/2022,22609.16,22974,22306.84,431888879541,22465.51,23565495303
Bitcoin - BTC,False,7/23/2022,22465.48,22977.21,22002.91,429122209145,22706.98,24021799169
Bitcoin - BTC,False,7/22/2022,22714.98,23671.93,22603.42,433866028177,23163.75,31421555646
Bitcoin - BTC,False,7/21/2022,23164.63,23388.32,22431.15,442435421339,23233.2,33631012204
Bitcoin - BTC,False,7/20/2022,23231.73,24196.82,23009.95,443696738856,23393.19,42932549127
Bitcoin - BTC,False,7/19/2022,23389.43,23666.96,21683.41,446690803766,22467.85,48765202697
Bitcoin - BTC,False,7/18/2022,22485.69,22633.03,20781.91,429412153274,20781.91,39974475562
Bitcoin - BTC,False,7/17/2022,20779.34,21600.64,20778.18,396808327005,21195.04,22927802083
Bitcoin - BTC,False,7/16/2022,21190.32,21514.4,20518.9,404639672831,20834.1,24302954056
Bitcoin - BTC,False,7/15/2022,20836.33,21138.24,20397,397861215081,20573.16,25905575359
Bitcoin - BTC,False,7/14/2022,20569.92,20789.89,19689.26,392755738689,20211.47,31158743333
Bitcoin - BTC,False,7/13/2022,20212.07,20223.05,18999.95,385908229968,19325.97,33042430345
Bitcoin - BTC,False,7/12/2022,19323.91,20043.45,19308.53,368936762201,19970.48,25810220018
Bitcoin - BTC,False,7/11/2022,19970.56,20856.35,19924.54,381264246558,20856.35,24150249025
Bitcoin - BTC,False,7/10/2022,20860.45,21591.08,20727.12,398237577323,21591.08,28688807249
Bitcoin - BTC,False,7/9/2022,21592.21,21877.14,21445.96,412185216768,21716.83,29641127858
Bitcoin - BTC,False,7/8/2022,21731.12,22314.94,21257.45,414819851681,21637.16,49899834488
Bitcoin - BTC,False,7/7/2022,21637.59,21771.82,20296.1,413013947459,20547.81,25814972520
Bitcoin - BTC,False,7/6/2022,20548.25,20595.53,19823.51,392200896305,20194.62,24598943708
Bitcoin - BTC,False,7/5/2022,20190.11,20635.47,19341.23,385349780370,20225.35,26715546990
Bitcoin - BTC,False,7/4/2022,20231.26,20258.75,19063.07,386119553712,19297.31,21594638208
Bitcoin - BTC,False,7/3/2022,19297.08,19558.27,18966.95,368272636368,19242.09,16390821947
Bitcoin - BTC,False,7/2/2022,19242.26,19371.75,19027.08,367208487557,19274.84,18100418740
Bitcoin - BTC,False,7/1/2022,19269.37,20632.67,19073.71,367709366219,19820.47,30767551159
Bitcoin - BTC,False,6/30/2022,19784.73,20141.16,18729.66,377526215552,20108.31,26267239923
Bitcoin - BTC,False,6/29/2022,20104.02,20364.16,19937.79,383598071095,20281.17,23552740328
Bitcoin - BTC,False,6/28/2022,20280.64,21164.42,20228.81,386949194398,20731.54,21381535161
Bitcoin - BTC,False,6/27/2022,20735.48,21478.09,20620.2,395606854741,21028.24,20965695707
Bitcoin - BTC,False,6/26/2022,21027.3,21783.72,21016.27,401157940864,21496.49,18027170497
Bitcoin - BTC,False,6/25/2022,21502.34,21520.91,20964.59,410202265385,21233.61,18372538715
Bitcoin - BTC,False,6/24/2022,21231.66,21472.92,20777.51,405018505024,21084.65,24957784918
Bitcoin - BTC,False,6/23/2022,21085.88,21135.76,19950.12,402219959761,19986.61,26188097173
Bitcoin - BTC,False,6/22/2022,19987.03,20835.75,19848.08,381240087224,20719.41,28574793478
Bitcoin - BTC,False,6/21/2022,20710.6,21620.63,20415.06,395025644880,20594.29,28970212744
Bitcoin - BTC,False,6/20/2022,20599.54,20913.32,19689.17,392888024959,20553.37,30818458597
Bitcoin - BTC,False,6/19/2022,20553.27,20683.82,18067.15,391988917194,19010.9,35329942625
Bitcoin - BTC,False,6/18/2022,19017.64,20736.04,17708.62,362685324229,20473.42,42009436760
Bitcoin - BTC,False,6/17/2022,20471.48,21243.31,20326.52,390391528176,20385.72,27132421514
Bitcoin - BTC,False,6/16/2022,20381.65,22868.92,20265.23,388664840557,22576.31,31183975654
Bitcoin - BTC,False,6/15/2022,22572.84,22642.67,20178.38,430432160006,22196.73,54912007015
Bitcoin - BTC,False,6/14/2022,22206.79,23018.95,20950.82,423429131864,22487.99,50913575242
Bitcoin - BTC,False,6/13/2022,22487.39,26795.59,22141.26,428759852105,26737.58,68204556440
Bitcoin - BTC,False,6/12/2022,26762.65,28502.69,26762.65,510252464821,28373.51,34163220274
Bitcoin - BTC,False,6/11/2022,28360.81,29401.92,28236.21,540698499860,29084.67,27246574439
Bitcoin - BTC,False,6/10/2022,29083.8,30245.81,28978.15,554455834486,30110.33,29867476527
Bitcoin - BTC,False,6/9/2022,30112,30609.31,30020.26,574029141739,30215.28,21692004719
Bitcoin - BTC,False,6/8/2022,30214.36,31253.69,29944.4,575953219488,31151.48,30242059107
Bitcoin - BTC,False,6/7/2022,31155.48,31489.68,29311.68,593857882017,31371.74,40770974039
Bitcoin - BTC,False,6/6/2022,31370.67,31693.29,29894.19,597927548347,29910.28,31947336829
Bitcoin - BTC,False,6/5/2022,29906.66,30117.74,29574.45,569996838237,29835.12,17264085441
Bitcoin - BTC,False,6/4/2022,29832.91,29930.56,29500.01,568564420350,29706.14,16588370958
Bitcoin - BTC,False,6/3/2022,29704.39,30633.03,29375.69,566088081691,30467.81,26175547452
Bitcoin - BTC,False,6/2/2022,30467.49,30604.73,29652.7,580603466872,29794.89,29083562061
Bitcoin - BTC,False,6/1/2022,29799.08,31957.28,29501.59,567842680886,31792.55,41135817341
Bitcoin - BTC,False,5/31/2022,31792.31,32249.86,31286.15,605797887876,31723.87,33538210634
Bitcoin - BTC,False,5/30/2022,31726.39,31949.63,29303.57,604513442526,29443.37,39277993274
Bitcoin - BTC,False,5/29/2022,29445.96,29498.01,28841.11,561034743433,29019.87,18093886409
Bitcoin - BTC,False,5/28/2022,29023.49,29135.92,28554.57,552958193308,28842.1,19252320708
Bitcoin - BTC,False,5/27/2022,28627.57,29346.94,28326.61,545388222664,29251.14,36582005748
Bitcoin - BTC,False,5/26/2022,29267.22,29834.16,28261.91,557547946793,29564.78,36774325352
Bitcoin - BTC,False,5/25/2022,29562.36,30157.78,29384.95,563145244692,29653.14,27525063551
Bitcoin - BTC,False,5/24/2022,29655.59,29774.35,28786.59,564895173841,29101.13,26616506245
Bitcoin - BTC,False,5/23/2022,29098.91,30590.59,28975.56,554268758109,30309.4,31483454557
Bitcoin - BTC,False,5/22/2022,30323.72,30425.86,29275.18,577568895836,29432.47,21631532270
Bitcoin - BTC,False,5/21/2022,29432.23,29588.87,29027.39,560565793082,29199.86,17274840442
Bitcoin - BTC,False,5/20/2022,29200.74,30664.98,28793.61,556131920269,30311.12,30749382605
Bitcoin - BTC,False,5/19/2022,30314.33,30430.75,28708.96,577316228899,28720.36,33773447707
Bitcoin - BTC,False,5/18/2022,28720.27,30618.72,28720.27,546936441380,30424.48,31285268319
Bitcoin - BTC,False,5/17/2022,30425.86,30694.49,29570.3,579391415566,29862.41,29101473475
Bitcoin - BTC,False,5/16/2022,29862.92,31305.34,29251.89,568643328349,31304.37,32613897286
Bitcoin - BTC,False,5/15/2022,31305.11,31308.19,29527.74,596074575228,30098.59,25835372065
Bitcoin - BTC,False,5/14/2022,30101.27,30192.8,28702.91,573129618195,29285.64,28579868620
Bitcoin - BTC,False,5/13/2022,29283.1,30924.8,28782.33,557525025253,29030.91,42841124537
Bitcoin - BTC,False,5/12/2022,29047.75,30032.44,26350.49,553017241735,28936.73,66989173272
Bitcoin - BTC,False,5/11/2022,28936.36,32013.4,28170.41,550870071634,31016.18,70388855818
Bitcoin - BTC,False,5/10/2022,31022.91,32596.31,29944.8,590565398299,30273.65,59811038817
Bitcoin - BTC,False,5/9/2022,30296.95,34222.07,30296.95,576716899023,34060.02,63355494961
Bitcoin - BTC,False,5/8/2022,34059.26,35502.94,33878.96,648302121215,35502.94,36763041910
Bitcoin - BTC,False,5/7/2022,35501.95,36129.93,34940.82,675729532874,36042.5,24375896406
Bitcoin - BTC,False,5/6/2022,36040.92,36624.36,35482.13,685953792236,36573.18,37795577489
Bitcoin - BTC,False,5/5/2022,36575.14,39789.28,35856.52,696088266356,39695.75,43106256317
Bitcoin - BTC,False,5/4/2022,39698.37,39902.95,37732.06,755491473700,37748.01,36754404490
Bitcoin - BTC,False,5/3/2022,37750.45,38629.99,37585.62,718385701943,38528.11,27326943244
Bitcoin - BTC,False,5/2/2022,38529.33,39074.97,38156.56,733170725791,38472.19,32922642426
Bitcoin - BTC,False,5/1/2022,38469.09,38627.86,37585.79,731986764312,37713.27,27002760110
Bitcoin - BTC,False,4/30/2022,37714.88,38771.21,37697.94,717596901509,38605.86,23895713731
Bitcoin - BTC,False,4/29/2022,38609.82,39887.27,38235.54,734589762490,39768.62,30882994649
Bitcoin - BTC,False,4/28/2022,39773.83,40269.47,38941.42,756698317682,39241.43,33903704907
Bitcoin - BTC,False,4/27/2022,39241.12,39397.92,37997.31,746531438329,38120.3,30981015184
Bitcoin - BTC,False,4/26/2022,38117.46,40713.89,37884.99,725113482674,40448.42,34569088416
Bitcoin - BTC,False,4/25/2022,40458.31,40491.75,38338.38,769607056243,39472.61,35445730570
Bitcoin - BTC,False,4/24/2022,39469.29,39845.92,39233.54,750755023764,39478.37,17964398167
Bitcoin - BTC,False,4/23/2022,39486.73,39935.86,39352.2,751045477435,39738.72,16138021249
Bitcoin - BTC,False,4/22/2022,39740.32,40777.76,39315.42,755827581233,40525.86,28011716745
Bitcoin - BTC,False,4/21/2022,40527.36,42893.58,40063.83,770762297843,41371.52,35372786395
Bitcoin - BTC,False,4/20/2022,41374.38,42126.3,40961.1,786828424699,41501.74,27819532341
Bitcoin - BTC,False,4/19/2022,41502.75,41672.96,40618.63,789227424713,40828.17,25303206547
Bitcoin - BTC,False,4/18/2022,40826.21,40986.32,38696.19,776330593866,39721.2,33705182072
Bitcoin - BTC,False,4/17/2022,39716.95,40570.73,39620.89,755201997823,40417.78,19087633042
Bitcoin - BTC,False,4/16/2022,40424.48,40633.68,40078.43,768615440640,40552.32,16833150693
Bitcoin - BTC,False,4/15/2022,40553.46,40617.72,39866.83,771033872659,39939.4,21756855753
Bitcoin - BTC,False,4/14/2022,39935.52,41451.48,39695.74,759245303311,41160.22,24342001973
Bitcoin - BTC,False,4/13/2022,41166.73,41430.05,39712.75,782617115810,40123.57,27691105228
Bitcoin - BTC,False,4/12/2022,40127.18,40617.59,39388.33,762819737794,39533.71,30991500854
Bitcoin - BTC,False,4/11/2022,39521.9,42424.59,39373.06,751274786459,42201.04,33949912166
Bitcoin - BTC,False,4/10/2022,42207.67,43376.38,42021.21,802293412897,42781.09,17654475582
Bitcoin - BTC,False,4/9/2022,42782.14,42786.82,42183.25,813175789802,42282.08,16050772496
Bitcoin - BTC,False,4/8/2022,42287.66,43903.02,42183.29,803736501494,43505.14,27215995394
Bitcoin - BTC,False,4/7/2022,43503.85,43860.7,42899.91,826814841543,43207.5,26101973106
Bitcoin - BTC,False,4/6/2022,43206.74,45544.36,43193.95,821131605927,45544.36,39393395788
Bitcoin - BTC,False,4/5/2022,45555.99,47106.14,45544.81,865734982991,46624.51,29640604055
Bitcoin - BTC,False,4/4/2022,46622.67,46791.09,45235.82,885964854050,46445.27,32499785455
Bitcoin - BTC,False,4/3/2022,46453.57,47313.48,45634.1,882703992271,45859.13,25414397610
Bitcoin - BTC,False,4/2/2022,45868.95,47028.28,45782.51,871556728553,46285.5,29336594194
Bitcoin - BTC,False,4/1/2022,46281.64,46616.24,44403.14,879359612625,45554.16,38162644287
Bitcoin - BTC,False,3/31/2022,45538.68,47512.03,45390.54,865202119216,47062.15,33327427106
Bitcoin - BTC,False,3/30/2022,47062.66,47655.15,46746.21,894116777852,47456.9,29333883962
Bitcoin - BTC,False,3/29/2022,47465.73,48022.29,47100.44,901733146417,47100.44,31397059069
Bitcoin - BTC,False,3/28/2022,47128.01,48086.84,46690.2,895273041065,46821.85,36362175703
Bitcoin - BTC,False,3/27/2022,46820.49,46827.55,44437.29,889385706663,44505.36,28160889722
Bitcoin - BTC,False,3/26/2022,44500.83,44736,44166.28,845283757076,44349.86,16950455995
Bitcoin - BTC,False,3/25/2022,44348.73,44999.49,43706.29,842351457245,43964.55,30574413034
Bitcoin - BTC,False,3/24/2022,43960.93,44131.85,42726.16,834943671214,42886.65,31042992291
Bitcoin - BTC,False,3/23/2022,42892.96,42893.51,41877.51,814620088889,42364.38,25242943069
Bitcoin - BTC,False,3/22/2022,42358.81,43124.71,40948.28,804437952236,41074.1,32004652376
Bitcoin - BTC,False,3/21/2022,41078,41454.41,40668.04,780074755650,41246.13,24615543271
Bitcoin - BTC,False,3/20/2022,41247.82,42241.16,41004.76,783260570384,42191.41,20127946682
Bitcoin - BTC,False,3/19/2022,42190.65,42316.55,41602.67,801124017583,41794.65,19664853187
Bitcoin - BTC,False,3/18/2022,41801.15,42195.74,40302.4,793688176484,40944.84,34421564942
Bitcoin - BTC,False,3/17/2022,40951.38,41287.54,40662.87,777515183730,41140.84,22009601093
Bitcoin - BTC,False,3/16/2022,41143.93,41465.45,39022.35,781131586213,39335.57,39616916192
Bitcoin - BTC,False,3/15/2022,39338.79,39794.63,38310.21,746821744421,39664.25,23934000868
Bitcoin - BTC,False,3/14/2022,39666.76,39742.5,37680.73,753013859090,37846.32,24322159070
Bitcoin - BTC,False,3/13/2022,37849.66,39209.35,37728.14,718481905386,38884.72,17300745310
Bitcoin - BTC,False,3/12/2022,38904.01,39308.6,38772.54,738459914964,38794.46,14616450657
Bitcoin - BTC,False,3/11/2022,38794.97,40081.68,38347.43,736353069777,39439.97,26364890465
Bitcoin - BTC,False,3/10/2022,39437.46,42004.73,38832.94,748513363763,41974.07,31078064711
Bitcoin - BTC,False,3/9/2022,41982.93,42465.67,38706.09,796787661849,38742.82,32284121034
Bitcoin - BTC,False,3/8/2022,38737.27,39304.44,37957.39,735156346355,38059.9,25776583476
Bitcoin - BTC,False,3/7/2022,38062.04,39430.23,37260.2,722305696828,38429.3,28546143503
Bitcoin - BTC,False,3/6/2022,38419.98,39640.18,38211.65,729062407067,39404.2,19745229902
