,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,AAPL,AMZN,BAC,BTC-USD,C,CL=F,ETH-USD,GLD,GOOG,IEF,JPM,META,NFLX,SLV,TSLA,UUP,VIXY,WFC,^DJI,^GSPC,^IXIC,AAPL,AMZN,BAC,BTC-USD,C,CL=F,ETH-USD,GLD,GOOG,IEF,JPM,META,NFLX,SLV,TSLA,UUP,VIXY,WFC,^DJI,^GSPC,^IXIC,AAPL,AMZN,BAC,BTC-USD,C,CL=F,ETH-USD,GLD,GOOG,IEF,JPM,META,NFLX,SLV,TSLA,UUP,VIXY,WFC,^DJI,^GSPC,^IXIC,AAPL,AMZN,BAC,BTC-USD,C,CL=F,ETH-USD,GLD,GOOG,IEF,JPM,META,NFLX,SLV,TSLA,UUP,VIXY,WFC,^DJI,^GSPC,^IXIC,AAPL,AMZN,BAC,BTC-USD,C,CL=F,ETH-USD,GLD,GOOG,IEF,JPM,META,NFLX,SLV,TSLA,UUP,VIXY,WFC,^DJI,^GSPC,^IXIC,AAPL,AMZN,BAC,BTC-USD,C,CL=F,ETH-USD,GLD,GOOG,IEF,JPM,META,NFLX,SLV,TSLA,UUP,VIXY,WFC,^DJI,^GSPC,^IXIC
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-01,,,,7424.29248046875,,,151.18572998046875,,,,,,,,,,,,,,,,,,7424.29248046875,,,151.18572998046875,,,,,,,,,,,,,,,,,,7571.6162109375,,,152.49192810058594,,,,,,,,,,,,,,,,,,7291.341796875,,,147.06793212890625,,,,,,,,,,,,,,,,,,7571.6162109375,,,152.49192810058594,,,,,,,,,,,,,,,,,,18720708479.0,,,7102780298.0,,,,,,,,,,,,,,
2019-12-02,64.59928894042969,89.08000183105469,30.845579147338867,7321.98828125,66.16828155517578,55.959999084472656,149.0591583251953,137.7899932861328,64.49600219726562,106.1054458618164,118.16161346435547,199.6999969482422,309.989990234375,15.800000190734863,22.32466697692871,26.044763565063477,57.2400016784668,49.3729133605957,27783.0390625,3113.8701171875,8567.990234375,66.04000091552734,89.08000183105469,33.43000030517578,7321.98828125,74.5199966430664,55.959999084472656,149.0591583251953,137.7899932861328,64.49600219726562,111.01000213623047,131.47000122070312,199.6999969482422,309.989990234375,15.800000190734863,22.32466697692871,26.799999237060547,57.2400016784668,53.619998931884766,27783.0390625,3113.8701171875,8567.990234375,67.0625,90.27749633789062,33.75,7474.81884765625,75.93000030517578,56.66999816894531,152.11695861816406,138.08999633789062,65.29149627685547,111.12000274658203,132.74000549316406,202.17999267578125,314.3900146484375,15.869999885559082,22.42533302307129,26.889999389648438,57.91999816894531,54.439998626708984,28109.83984375,3144.31005859375,8672.83984375,65.86250305175781,88.13400268554688,33.34000015258789,7233.3994140625,74.43000030517578,55.41999816894531,147.60679626464844,137.3000030517578,64.05000305175781,110.80999755859375,131.35000610351562,198.0500030517578,303.75,15.770000457763672,21.91266632080078,26.790000915527344,54.119998931884766,53.54999923706055,27782.349609375,3110.780029296875,8540.16015625,66.81749725341797,90.22000122070312,33.45000076293945,7424.0361328125,75.41999816894531,55.470001220703125,151.17547607421875,137.32000732421875,65.05000305175781,110.87000274658203,132.30999755859375,202.1300048828125,314.3900146484375,15.800000190734863,21.959999084472656,26.8799991607666,54.119998931884766,54.310001373291016,28109.740234375,3143.85009765625,8672.83984375,94487200.0,78512000.0,47158800.0,17082040706.0,11085300.0,616423.0,6670561362.0,8274700.0,30218000.0,6826400.0,8615600.0,11503400.0,6218800.0,9176400.0,91117500.0,704800.0,1048750.0,20252700.0,236610000.0,3285750000.0,2240300000.0
2019-12-03,63.44745635986328,88.49800109863281,30.30118179321289,7320.1455078125,65.11166381835938,56.099998474121094,147.9564208984375,139.11000061035156,64.76399993896484,107.05171203613281,116.6427001953125,198.82000732421875,306.1600036621094,16.049999237060547,22.413333892822266,26.01561164855957,60.52000045776367,48.415287017822266,27502.810546875,3093.199951171875,8520.6396484375,64.86250305175781,88.49800109863281,32.84000015258789,7320.1455078125,73.33000183105469,56.099998474121094,147.9564208984375,139.11000061035156,64.76399993896484,112.0,129.77999877929688,198.82000732421875,306.1600036621094,16.049999237060547,22.413333892822266,26.770000457763672,60.52000045776367,52.58000183105469,27502.810546875,3093.199951171875,8520.6396484375,64.88249969482422,88.64350128173828,32.900001525878906,7418.85888671875,73.47000122070312,56.79999923706055,150.3104248046875,139.57000732421875,64.92304992675781,112.16999816894531,129.9600067138672,198.92999267578125,307.3599853515625,16.079999923706055,22.527332305908203,26.790000915527344,62.599998474121094,53.04999923706055,27524.740234375,3094.969970703125,8523.98046875,64.07250213623047,87.36150360107422,32.54999923706055,7229.35693359375,72.5,55.349998474121094,146.00167846679688,138.97000122070312,63.95000076293945,111.56999969482422,128.58999633789062,195.0800018310547,301.8800048828125,16.0,22.145999908447266,26.75,60.279998779296875,52.16999816894531,27325.130859375,3070.330078125,8435.400390625,64.57749938964844,88.0,32.869998931884766,7323.9755859375,73.37999725341797,55.959999084472656,149.05824279785156,139.0399932861328,63.97850036621094,111.58000183105469,129.77000427246094,197.60000610351562,302.2200012207031,16.020000457763672,22.174667358398438,26.770000457763672,61.47999954223633,53.0099983215332,27501.98046875,3087.409912109375,8460.7197265625,114430400.0,67618000.0,58745100.0,14797485769.0,13559400.0,560554.0,6204379850.0,8481700.0,22876000.0,6561900.0,10361300.0,11595300.0,4992800.0,13075000.0,98605500.0,499700.0,1493900.0,25560700.0,275350000.0,3671580000.0,2318760000.0
2019-12-04,64.00746154785156,88.03450012207031,30.587217330932617,7252.03466796875,65.91079711914062,58.43000030517578,146.74774169921875,138.9199981689453,66.0270004272461,106.6407241821289,118.94355010986328,198.7100067138672,304.32000732421875,15.760000228881836,22.20199966430664,25.9864559173584,57.720001220703125,49.023014068603516,27649.779296875,3112.760009765625,8566.669921875,65.43499755859375,88.03450012207031,33.150001525878906,7252.03466796875,74.2300033569336,58.43000030517578,146.74774169921875,138.9199981689453,66.0270004272461,111.56999969482422,132.33999633789062,198.7100067138672,304.32000732421875,15.760000228881836,22.20199966430664,26.739999771118164,57.720001220703125,53.2400016784668,27649.779296875,3112.760009765625,8566.669921875,65.82749938964844,89.45449829101562,33.29999923706055,7539.78466796875,74.58999633789062,58.65999984741211,150.68081665039062,139.1699981689453,66.29000091552734,111.86000061035156,132.47000122070312,200.02999877929688,308.42999267578125,15.949999809265137,22.52400016784668,26.760000228881836,59.08000183105469,53.47999954223633,27727.44921875,3119.3798828125,8584.8798828125,65.16999816894531,88.01100158691406,32.849998474121094,7170.9228515625,73.41999816894531,56.279998779296875,145.00088500976562,138.58999633789062,65.24349975585938,111.38999938964844,129.99000549316406,198.0500030517578,303.2699890136719,15.699999809265137,22.190000534057617,26.68000030517578,57.040000915527344,52.540000915527344,27612.080078125,3102.530029296875,8552.3798828125,65.26750183105469,88.70050048828125,33.08000183105469,7320.125,73.83000183105469,56.43000030517578,147.9183807373047,139.16000366210938,65.35050201416016,111.7699966430664,130.3800048828125,200.0,308.42999267578125,15.949999809265137,22.516666412353516,26.700000762939453,58.68000030517578,52.599998474121094,27634.630859375,3103.5,8557.4501953125,67181600.0,53402000.0,46637900.0,21664240918.0,8266400.0,760541.0,7865937094.0,6322300.0,30750000.0,2072200.0,10318200.0,8456300.0,3512100.0,15133700.0,82995000.0,317000.0,651175.0,18867400.0,218200000.0,3702980000.0,2158870000.0
2019-12-05,64.94651794433594,87.02400207519531,30.69854164123535,7448.3076171875,66.33699035644531,58.43000030517578,149.24899291992188,139.0,66.40650177001953,106.39216613769531,119.59069061279297,199.36000061035156,302.8599853515625,15.850000381469727,22.024667739868164,25.928146362304688,57.0,49.01380157470703,27677.7890625,3117.429931640625,8570.7001953125,66.3949966430664,87.02400207519531,33.09000015258789,7448.3076171875,74.70999908447266,58.43000030517578,149.24899291992188,139.0,66.40650177001953,111.30999755859375,133.05999755859375,199.36000061035156,302.8599853515625,15.850000381469727,22.024667739868164,26.68000030517578,57.0,53.22999954223633,27677.7890625,3117.429931640625,8570.7001953125,66.47250366210938,88.17500305175781,33.220001220703125,7743.431640625,74.8499984741211,59.119998931884766,153.1553955078125,139.4499969482422,66.46790313720703,111.41999816894531,133.30999755859375,201.2899932861328,306.4800109863281,15.899999618530273,22.294666290283203,26.719999313354492,58.79999923706055,53.529998779296875,27745.19921875,3119.449951171875,8588.8896484375,65.68250274658203,87.0,33.0,7232.6767578125,74.3499984741211,58.099998474121094,145.45907592773438,138.7899932861328,65.8219985961914,111.13999938964844,132.17999267578125,198.2100067138672,298.80999755859375,15.739999771118164,21.816667556762695,26.68000030517578,56.79999923706055,53.099998474121094,27562.80078125,3103.760009765625,8541.919921875,65.94750213623047,88.17500305175781,33.15999984741211,7253.24169921875,74.6500015258789,58.36000061035156,146.68649291992188,138.8000030517578,66.4000015258789,111.1500015258789,132.67999267578125,199.86000061035156,305.2699890136719,15.739999771118164,22.18866729736328,26.719999313354492,56.84000015258789,53.40999984741211,27736.05078125,3119.2099609375,8587.9296875,74424400.0,56476000.0,38304500.0,18816085231.0,9581200.0,649461.0,6745910228.0,5671500.0,24254000.0,3062000.0,9587400.0,9740400.0,4615500.0,9086900.0,55869000.0,270800.0,530150.0,13499700.0,208600000.0,3360480000.0,2133380000.0
2019-12-06,66.2010269165039,87.58000183105469,31.236629486083984,7546.99658203125,67.31371307373047,59.20000076293945,149.19444274902344,137.6199951171875,67.03099822998047,106.06719970703125,121.3702621459961,201.0500030517578,307.3500061035156,15.479999542236328,22.392667770385742,26.02532958984375,55.08000183105469,50.063507080078125,28015.060546875,3145.909912109375,8656.5302734375,67.67749786376953,87.58000183105469,33.66999816894531,7546.99658203125,75.80999755859375,59.20000076293945,149.19444274902344,137.6199951171875,67.03099822998047,110.97000122070312,135.0399932861328,201.0500030517578,307.3500061035156,15.479999542236328,22.392667770385742,26.780000686645508,55.08000183105469,54.369998931884766,28015.060546875,3145.909912109375,8656.5302734375,67.75,87.72000122070312,33.79999923706055,7546.99658203125,76.22000122070312,59.849998474121094,149.67051696777344,137.8300018310547,67.19999694824219,111.19000244140625,135.77999877929688,201.57000732421875,307.8500061035156,15.609999656677246,22.590667724609375,26.81999969482422,55.84000015258789,54.40999984741211,28035.849609375,3150.60009765625,8665.4404296875,66.82499694824219,87.00650024414062,33.56999969482422,7392.17529296875,75.5999984741211,57.70000076293945,147.6065216064453,137.39999389648438,66.6719970703125,110.83000183105469,134.64999389648438,200.05999755859375,302.6000061035156,15.4399995803833,22.31800079345703,26.75,54.599998474121094,53.689998626708984,27839.6796875,3134.6201171875,8630.580078125,66.87000274658203,87.55999755859375,33.68000030517578,7450.5615234375,75.93000030517578,58.31999969482422,149.396484375,137.75999450683594,66.6719970703125,110.87999725341797,134.69000244140625,200.5,304.70001220703125,15.609999656677246,22.333332061767578,26.760000228881836,54.7599983215332,53.86000061035156,27839.6796875,3134.6201171875,8634.25,106075600.0,62348000.0,50908500.0,18104466307.0,9877800.0,679609.0,6458766441.0,8714500.0,26296000.0,2717400.0,10170600.0,12270600.0,4457800.0,19251900.0,114186000.0,313400.0,613350.0,18325700.0,223310000.0,3483310000.0,2057020000.0
2019-12-07,,,,7556.23779296875,,,148.76815795898438,,,,,,,,,,,,,,,,,,7556.23779296875,,,148.76815795898438,,,,,,,,,,,,,,,,,,7589.95166015625,,,149.79971313476562,,,,,,,,,,,,,,,,,,7525.71142578125,,,148.37477111816406,,,,,,,,,,,,,,,,,,7547.265625,,,149.19760131835938,,,,,,,,,,,,,,,,,,15453520564.0,,,5911233284.0,,,,,,,,,,,,,,
2019-12-08,,,,7564.34521484375,,,151.2647247314453,,,,,,,,,,,,,,,,,,7564.34521484375,,,151.2647247314453,,,,,,,,,,,,,,,,,,7634.6064453125,,,152.39292907714844,,,,,,,,,,,,,,,,,,7476.09130859375,,,148.31333923339844,,,,,,,,,,,,,,,,,,7551.3388671875,,,148.74368286132812,,,,,,,,,,,,,,,,,,15409908086.0,,,6441727252.0,,,,,,,,,,,,,,
2019-12-09,65.27422332763672,87.47550201416016,31.08819007873535,7400.8994140625,66.88751220703125,59.02000045776367,148.2251739501953,137.5800018310547,67.1780014038086,106.15322875976562,120.8040542602539,201.33999633789062,302.5,15.5,22.635332107543945,25.996173858642578,57.880001068115234,49.649147033691406,27909.599609375,3135.9599609375,8621.830078125,66.7300033569336,87.47550201416016,33.5099983215332,7400.8994140625,75.33000183105469,59.02000045776367,148.2251739501953,137.5800018310547,67.1780014038086,111.05999755859375,134.41000366210938,201.33999633789062,302.5,15.5,22.635332107543945,26.75,57.880001068115234,53.91999816894531,27909.599609375,3135.9599609375,8621.830078125,67.69999694824219,88.34449768066406,33.70000076293945,7618.091796875,75.91999816894531,59.25,151.9139404296875,137.80999755859375,67.97250366210938,111.22000122070312,135.4600067138672,203.13999938964844,311.489990234375,15.539999961853027,22.963333129882812,26.780000686645508,57.91999816894531,54.54999923706055,28010.419921875,3148.8701171875,8678.849609375,66.22750091552734,87.28050231933594,33.439998626708984,7365.9853515625,75.08000183105469,58.22999954223633,147.62136840820312,137.4499969482422,66.89199829101562,111.04000091552734,134.41000366210938,200.2100067138672,302.44000244140625,15.479999542236328,22.338666915893555,26.739999771118164,55.0,53.90999984741211,27906.140625,3135.4599609375,8619.76953125,67.5,87.53299713134766,33.5,7561.79541015625,75.18000030517578,59.11000061035156,151.22439575195312,137.8000030517578,66.9020004272461,111.20999908447266,134.6300048828125,200.64999389648438,307.3500061035156,15.5,22.439332962036133,26.739999771118164,55.279998779296875,54.16999816894531,27987.05078125,3141.860107421875,8650.8603515625,128042400.0,48856000.0,32974500.0,17872021272.0,8817100.0,511561.0,6744206747.0,2711600.0,27086000.0,1928500.0,8498200.0,11954800.0,5748400.0,6661200.0,135346500.0,212200.0,523725.0,15070800.0,217000000.0,3400470000.0,2123870000.0
