Date,Open,High,Low,Close,Adj Close,Volume
2019-12-02,8424.5,8457.25,8276.5,8316.0,8316.0,559474
2019-12-03,8313.75,8337.5,8168.25,8251.25,8251.25,614317
2019-12-04,8258.75,8319.25,8220.5,8295.25,8295.25,413647
2019-12-05,8296.25,8340.0,8273.25,8309.25,8309.25,370987
2019-12-06,8311.0,8409.5,8307.75,8400.25,8400.25,302782
2019-12-09,8401.5,8427.25,8347.0,8356.0,8356.0,292419
2019-12-10,8354.5,8398.0,8297.0,8363.75,8363.75,403364
2019-12-11,8366.25,8411.0,8345.0,8405.5,8405.5,304183
2019-12-12,8407.5,8497.0,8381.0,8465.25,8465.25,554338
2019-12-13,8485.0,8523.75,8435.5,8494.0,8494.0,335038
2019-12-16,8507.0,8587.75,8503.25,8576.0,8576.0,192050
2019-12-17,8576.0,8596.75,8563.25,8576.25,8576.25,145053
2019-12-18,8569.75,8612.0,8567.75,8590.25,8590.25,98301
2019-12-19,8598.0,8655.5,8580.25,8642.5,8642.5,65776
2019-12-20,8651.0,8707.4599609375,8638.25,8707.4599609375,8707.4599609375,307870
2019-12-23,8710.75,8743.25,8707.5,8726.5,8726.5,194915
2019-12-24,8728.25,8736.0,8707.0,8729.5,8729.5,106029
2019-12-26,8730.25,8805.0,8729.0,8804.25,8804.25,170684
2019-12-27,8801.0,8843.5,8769.0,8783.25,8783.25,322888
2019-12-30,8783.5,8809.75,8691.25,8733.75,8733.75,404047
2019-12-31,8731.75,8772.25,8692.25,8752.25,8752.25,284519
2020-01-02,8776.75,8901.5,8769.5,8891.75,8891.75,416637
2020-01-03,8895.5,8907.25,8735.25,8810.0,8810.0,599887
2020-01-06,8772.25,8873.0,8723.0,8847.5,8847.5,469514
2020-01-07,8853.25,8894.75,8825.75,8853.0,8853.0,510004
2020-01-08,8841.5,8972.25,8678.0,8944.5,8944.5,723085
2020-01-09,8948.75,9022.25,8932.5,9009.0,9009.0,457262
2020-01-10,9010.0,9055.5,8966.25,8978.25,8978.25,472166
2020-01-13,8979.0,9095.5,8979.0,9088.25,9088.25,380440
2020-01-14,9087.75,9114.75,9035.0,9062.5,9062.5,553343
2020-01-15,9062.0,9096.0,9023.0,9060.0,9060.0,497100
2020-01-16,9061.75,9140.25,9061.5,9133.5,9133.5,397881
2020-01-17,9137.0,9189.25,9130.0,9174.5,9174.5,438669
