Date,Open,High,Low,Close,Adj Close,Volume
2019-12-02,151.00100708007812,152.61500549316406,147.67300415039062,149.2310028076172,149.2310028076172,0
2019-12-03,149.49400329589844,151.0330047607422,147.22900390625,149.49899291992188,149.49899291992188,0
2019-12-04,149.31700134277344,152.68800354003906,145.82899475097656,146.83099365234375,146.83099365234375,0
2019-12-05,147.70700073242188,156.0500030517578,146.85000610351562,150.0030059814453,150.0030059814453,0
2019-12-06,151.23800659179688,152.50799560546875,149.9530029296875,151.77999877929688,151.77999877929688,0
2019-12-09,153.35499572753906,154.28700256347656,149.8489990234375,150.4550018310547,150.4550018310547,0
2019-12-10,149.8159942626953,150.40699768066406,147.05499267578125,147.63800048828125,147.63800048828125,0
2019-12-11,147.89700317382812,148.89300537109375,146.14199829101562,146.6219940185547,146.6219940185547,0
2019-12-12,146.593994140625,147.52499389648438,145.552001953125,146.66799926757812,146.66799926757812,0
2019-12-13,147.1179962158203,148.1199951171875,146.63800048828125,147.59500122070312,147.59500122070312,0
2019-12-16,145.63400268554688,145.66900634765625,139.1909942626953,139.64700317382812,139.64700317382812,0
2019-12-17,139.64100646972656,140.1739959716797,131.14500427246094,131.6719970703125,131.6719970703125,0
2019-12-18,132.14700317382812,142.8280029296875,129.9709930419922,142.23599243164062,142.23599243164062,0
2019-12-19,142.1929931640625,145.45700073242188,139.03599548339844,142.25999450683594,142.25999450683594,0
2019-12-20,142.15199279785156,143.40499877929688,140.76199340820312,143.07200622558594,143.07200622558594,0
2019-12-23,146.54299926757812,150.343994140625,144.3780059814453,144.4810028076172,144.4810028076172,0
2019-12-24,144.3679962158203,148.10899353027344,143.25999450683594,144.0919952392578,144.0919952392578,0
2019-12-26,142.3489990234375,145.5780029296875,141.5760040283203,142.94700622558594,142.94700622558594,0
2019-12-27,142.26100158691406,145.0919952392578,141.677001953125,143.50799560546875,143.50799560546875,0
2019-12-30,147.78599548339844,148.8260040283203,144.45599365234375,145.03799438476562,145.03799438476562,0
2019-12-31,145.08299255371094,145.6269989013672,141.9739990234375,142.3090057373047,142.3090057373047,0
2020-01-02,143.41400146484375,143.41400146484375,138.1490020751953,138.80599975585938,138.80599975585938,0
2020-01-03,138.73800659179688,146.947998046875,137.3070068359375,145.08900451660156,145.08900451660156,0
2020-01-06,147.9530029296875,153.31300354003906,147.42999267578125,152.8070068359375,152.8070068359375,0
2020-01-07,153.7220001220703,161.4510040283203,153.7220001220703,159.30799865722656,159.30799865722656,0
2020-01-08,158.58999633789062,165.1490020751953,156.8699951171875,157.78799438476562,157.78799438476562,0
2020-01-09,158.15699768066406,159.6199951171875,154.72900390625,155.21600341796875,155.21600341796875,0
2020-01-10,155.32200622558594,161.2209930419922,152.78399658203125,160.03700256347656,160.03700256347656,0
2020-01-13,163.0850067138672,163.8979949951172,161.0780029296875,162.88800048828125,162.88800048828125,0
2020-01-14,162.71600341796875,181.51800537109375,162.58099365234375,179.28399658203125,179.28399658203125,0
2020-01-15,180.0970001220703,183.79800415039062,177.5070037841797,181.5709991455078,181.5709991455078,0
2020-01-16,181.76400756835938,182.4929962158203,175.6790008544922,178.8820037841797,178.8820037841797,0
2020-01-17,178.9550018310547,185.55599975585938,178.21499633789062,184.07400512695312,184.07400512695312,0
2020-01-21,180.37399291992188,181.12600708007812,176.8159942626953,180.76100158691406,180.76100158691406,0
2020-01-22,180.1719970703125,182.39199829101562,178.91099548339844,179.47900390625,179.47900390625,0
2020-01-23,179.56700134277344,179.91799926757812,171.22900390625,173.08799743652344,173.08799743652344,0
2020-01-24,173.5659942626953,175.0590057373047,168.94900512695312,174.84500122070312,174.84500122070312,0
2020-01-27,177.16099548339844,185.3679962158203,176.7429962158203,184.125,184.125,0
2020-01-28,183.8489990234375,188.9530029296875,183.10299682617188,186.66600036621094,186.66600036621094,0
2020-01-29,186.88299560546875,193.48500061035156,186.88299560546875,192.36700439453125,192.36700439453125,0
2020-01-30,192.11900329589844,197.20799255371094,189.06700134277344,197.03700256347656,197.03700256347656,0
2020-01-31,196.83200073242188,197.5500030517578,189.73899841308594,192.66099548339844,192.66099548339844,0
2020-02-03,196.2969970703125,198.72300720214844,193.43800354003906,194.21099853515625,194.21099853515625,0
2020-02-04,194.29800415039062,195.27499389648438,190.30499267578125,192.44400024414062,192.44400024414062,0
2020-02-05,192.58399963378906,204.80099487304688,192.5800018310547,204.697998046875,204.697998046875,0
2020-02-06,203.91000366210938,208.12100219726562,201.66600036621094,206.47999572753906,206.47999572753906,0
2020-02-07,206.1820068359375,209.51199340820312,205.4219970703125,207.16600036621094,207.16600036621094,0
2020-02-10,215.54400634765625,217.1959991455078,209.00100708007812,211.12600708007812,211.12600708007812,0
2020-02-11,211.0240020751953,219.2220001220703,208.447998046875,218.25999450683594,218.25999450683594,0
2020-02-12,219.04200744628906,227.61599731445312,218.7220001220703,226.70899963378906,226.70899963378906,0
2020-02-13,226.57400512695312,230.29800415039062,221.78399658203125,223.75,223.75,0
2020-02-14,224.2729949951172,229.73800659179688,222.74200439453125,229.16700744628906,229.16700744628906,0
2020-02-18,209.78500366210938,221.84800720214844,209.06900024414062,220.24000549316406,220.24000549316406,0
2020-02-19,220.24000549316406,222.43600463867188,209.21400451660156,209.21400451660156,209.21400451660156,0
2020-02-20,209.34300231933594,210.20799255371094,204.61199951171875,207.3769989013672,207.3769989013672,0
2020-02-21,207.74600219726562,210.80799865722656,206.4949951171875,208.7550048828125,208.7550048828125,0
2020-02-24,214.02099609375,216.31199645996094,205.40199279785156,206.94400024414062,206.94400024414062,0
2020-02-25,207.33900451660156,208.4980010986328,198.9499969482422,200.3509979248047,200.3509979248047,0
2020-02-26,201.1580047607422,201.19700622558594,183.3000030517578,184.68699645996094,184.68699645996094,0
2020-02-27,185.58999633789062,190.62899780273438,180.07000732421875,186.16700744628906,186.16700744628906,0
2020-02-28,184.90199279785156,189.36700439453125,179.4010009765625,183.63299560546875,183.63299560546875,0
2020-03-02,180.81500244140625,189.89300537109375,180.5570068359375,189.78799438476562,189.78799438476562,0
2020-03-03,190.05799865722656,190.13699340820312,185.1840057373047,186.06399536132812,186.06399536132812,0
2020-03-04,186.2989959716797,188.2050018310547,184.70700073242188,185.23800659179688,185.23800659179688,0
2020-03-05,185.5780029296875,194.4149932861328,185.322998046875,193.6320037841797,193.6320037841797,0
2020-03-06,193.46600341796875,195.90499877929688,191.7220001220703,194.6179962158203,194.6179962158203,0
2020-03-09,173.7519989013672,173.7830047607422,160.7570037841797,164.55099487304688,164.55099487304688,0
2020-03-10,164.8419952392578,171.13499450683594,164.61599731445312,167.63299560546875,167.63299560546875,0
2020-03-11,167.64999389648438,167.94500732421875,159.06100463867188,163.80299377441406,163.80299377441406,0
2020-03-12,163.61399841308594,165.7949981689453,115.85700225830078,118.45500183105469,118.45500183105469,0
2020-03-13,120.12200164794922,121.26300048828125,84.7760009765625,114.65599822998047,114.65599822998047,0
2020-03-16,113.04299926757812,113.04299926757812,95.10399627685547,103.37999725341797,103.37999725341797,0
2020-03-17,102.38500213623047,110.80899810791016,102.14099884033203,108.13999938964844,108.13999938964844,0
2020-03-18,107.55899810791016,109.52100372314453,104.54199981689453,107.73899841308594,107.73899841308594,0
2020-03-19,107.4280014038086,129.81700134277344,107.3759994506836,128.73599243164062,128.73599243164062,0
2020-03-20,129.66600036621094,140.80499267578125,119.85700225830078,126.93199920654297,126.93199920654297,0
2020-03-23,122.5250015258789,130.5,118.41200256347656,130.02099609375,130.02099609375,0
2020-03-24,129.5590057373047,137.72999572753906,129.30999755859375,136.0399932861328,136.0399932861328,0
2020-03-25,136.32400512695312,139.2899932861328,132.55299377441406,133.56900024414062,133.56900024414062,0
2020-03-26,134.52999877929688,136.35800170898438,133.67599487304688,136.21299743652344,136.21299743652344,0
2020-03-27,135.7519989013672,138.35400390625,134.82000732421875,136.3769989013672,136.3769989013672,0
2020-03-30,122.177001953125,131.5330047607422,121.28299713134766,131.49000549316406,131.49000549316406,0
2020-03-31,132.33399963378906,132.7790069580078,130.2550048828125,131.8249969482422,131.8249969482422,0
2020-04-01,131.73500061035156,132.04800415039062,127.13500213623047,129.63299560546875,129.63299560546875,0
2020-04-02,129.86199951171875,144.16099548339844,129.44000244140625,137.4239959716797,137.4239959716797,0
2020-04-03,138.0760040283203,142.78700256347656,136.4029998779297,137.41900634765625,137.41900634765625,0
2020-04-06,138.4320068359375,150.2779998779297,138.38299560546875,148.69700622558594,148.69700622558594,0
2020-04-07,149.05299377441406,154.52499389648438,147.9709930419922,148.1020050048828,148.1020050048828,0
2020-04-08,148.27200317382812,153.5709991455078,148.11500549316406,152.6820068359375,152.6820068359375,0
2020-04-09,153.10699462890625,153.6699981689453,149.9499969482422,151.69700622558594,151.69700622558594,0
2020-04-13,147.22799682617188,147.50900268554688,138.5,141.31300354003906,141.31300354003906,0
2020-04-14,141.77699279785156,144.52499389648438,141.05799865722656,142.70799255371094,142.70799255371094,0
2020-04-15,142.35000610351562,143.9669952392578,139.52999877929688,139.98699951171875,139.98699951171875,0
2020-04-16,139.89100646972656,147.4010009765625,135.9219970703125,147.28199768066406,147.28199768066406,0
2020-04-17,147.218994140625,148.93299865722656,146.8419952392578,148.02999877929688,148.02999877929688,0
2020-04-20,151.48399353027344,152.46200561523438,142.96200561523438,144.5659942626953,144.5659942626953,0
2020-04-21,144.6300048828125,145.2570037841797,142.9980010986328,144.43600463867188,144.43600463867188,0
2020-04-22,144.468994140625,150.12899780273438,143.74400329589844,149.3249969482422,149.3249969482422,0
2020-04-23,149.36000061035156,156.43699645996094,148.61700439453125,155.89199829101562,155.89199829101562,0
2020-04-24,155.99899291992188,158.41299438476562,154.41200256347656,158.08299255371094,158.08299255371094,0
2020-04-27,160.47799682617188,163.02999877929688,160.1230010986328,161.51600646972656,161.51600646972656,0
2020-04-28,161.64700317382812,163.52499389648438,161.64700317382812,163.3520050048828,163.3520050048828,0
2020-04-29,163.00599670410156,182.76100158691406,163.00599670410156,181.88600158691406,181.88600158691406,0
2020-04-30,182.88099670410156,193.73300170898438,175.6719970703125,181.16000366210938,181.16000366210938,0
