,Date,Open,High,Low,Close,Adj Close,Volume,avgvol_last_30,hi_to_lo_last_30,return_last_30,avgvol_last_15,hi_to_lo_last_15,return_last_15,avgvol_last_5,hi_to_lo_last_5,return_last_5,avgvol_last_1,hi_to_lo_last_1,return_last_1,return_next_1,return_next_5,return_next_15,return_next_30
30,2019-11-30,1.7719999551773071,1.7960000038146973,1.7640000581741333,1.7760000228881836,1.7760000228881836,0.0,0.0,0.14902423212579707,0.050266137737417615,0.0,0.05523587697464394,-0.03162484667403809,0.0,0.020689662732257696,0.006802700860719435,0.0,0.01814055815490523,0.005093414344379266,0.0,0.00281531259413903,0.024211701734065505,0.0551801402695955
31,2019-12-01,1.7719999551773071,1.7960000038146973,1.7640000581741333,1.7760000228881836,1.7760000228881836,0.0,0.0,0.12442124339838911,0.027777764363666968,0.0,0.05523587697464394,-0.03162484667403809,0.0,0.020689662732257696,0.020689662732257696,0.0,0.01814055815490523,0.0,0.0,0.011824339744322954,0.024211701734065505,0.06700448001391845
32,2019-12-02,1.8329999446868896,1.8539999723434448,1.8209999799728396,1.8359999656677248,1.8359999656677248,0.0,0.0,0.12442124339838911,0.027777764363666968,0.0,0.05523587697464394,-0.03162484667403809,0.0,0.005093414344379266,0.005093414344379266,0.0,0.01814055815490523,0.0,0.03378375112966925,0.03716215309157467,0.06531527903296563,0.08051802073919445
33,2019-12-03,1.787999987602234,1.787999987602234,1.6929999589920044,1.7089999914169312,1.7089999914169312,0.0,0.0,0.12442124339838911,0.06249995257153684,0.0,0.056386610122048264,0.015486724350864733,0.0,0.039049240116659334,0.039049240116659334,0.0,0.018121907047520924,0.03378375112966925,-0.06917210055862155,0.003267996772258863,0.028867153321069372,0.045207007324748805
34,2019-12-04,1.7330000400543213,1.7910000085830688,1.7330000400543213,1.781000018119812,1.781000018119812,0.0,0.0,0.1369221584261473,-0.043113113862758734,0.0,0.07431244873529708,-0.043113113862758734,0.0,0.07431244873529708,-0.03772524245934128,0.0,0.05611342640952688,-0.06917210055862155,0.04212991636306884,0.07782329835016144,0.1258045842354536,0.10122877643905448
35,2019-12-05,1.7719999551773071,1.8220000267028809,1.7719999551773071,1.7970000505447388,1.7970000505447388,0.0,0.0,0.1369221584261473,-0.0455520019206368,0.0,0.07431244873529708,0.024741071323849395,0.0,0.07431244873529708,0.00281531259413903,0.0,0.0334679556769828,0.04212991636306884,0.008983735127536807,0.02695113844870356,0.0713082386067947,0.003930359018082363
36,2019-12-06,1.7949999570846558,1.8639999628067017,1.7899999618530271,1.8420000076293943,1.8420000076293943,0.0,0.0,0.1369221584261473,-0.009371532440665464,0.0,0.07431244873529708,0.01410840632043353,0.0,0.07431244873529708,0.011824339744322954,0.0,0.02821674536700014,0.008983735127536807,0.025041711641028863,0.02003332951005654,0.06677796404735492,-0.005008382130972322
37,2019-12-07,1.7949999570846558,1.8639999628067017,1.7899999618530271,1.8420000076293943,1.8420000076293943,0.0,0.0,0.1369221584261473,-0.043613702730282755,0.0,0.07782329835016144,0.03833143017342944,0.0,0.07782329835016144,0.003267996772258863,0.0,0.04134078353670412,0.025041711641028863,0.0,-0.028230209316497223,0.0407166380961308,-0.029315971663136264
38,2019-12-08,1.7949999570846558,1.8639999628067017,1.7899999618530271,1.8420000076293943,1.8420000076293943,0.0,0.0,0.1369221584261473,-0.047077062794065094,0.0,0.07782329835016144,0.03833143017342944,0.0,0.07782329835016144,0.07782329835016144,0.0,0.04134078353670412,0.0,0.0,0.029858820477800307,0.0407166380961308,-0.016829542883503135
39,2019-12-09,1.8279999494552608,1.8329999446868896,1.807000041007996,1.8289999961853027,1.8289999961853027,0.0,0.0,0.1369221584261473,-0.047077062794065094,0.0,0.07782329835016144,0.03833143017342944,0.0,0.034250414873088886,0.034250414873088886,0.0,0.04134078353670412,0.0,-0.007057552329124195,-0.01248642877963324,0.05048856393319734,-0.008143314675763569
