,Date,Open,High,Low,Close,Adj Close,Volume,avgvol_last_30,hi_to_lo_last_30,return_last_30,avgvol_last_15,hi_to_lo_last_15,return_last_15,avgvol_last_5,hi_to_lo_last_5,return_last_5,avgvol_last_1,hi_to_lo_last_1,return_last_1,return_next_1,return_next_5,return_next_15,return_next_30
30,2019-11-30,1.1011276245117188,1.102669596672058,1.0982855558395386,1.101176142692566,1.101176142692566,0.0,0.0,0.014695164620420753,-0.012795573483306288,0.0,0.006828654807323531,-0.0007927816522049769,0.0,0.0016092656263202443,-0.0009799493770329404,0.0,0.003991713092473814,0.000627739250439241,0.0,0.00667324504307798,0.01582815822961936,0.008114786353423442
31,2019-12-01,1.1011276245117188,1.102669596672058,1.0982855558395386,1.101176142692566,1.101176142692566,0.0,0.0,0.014695164620420753,-0.013026783325512215,0.0,0.006828654807323531,-0.0007927816522049769,0.0,0.0016092656263202443,-0.0002422189856609025,0.0,0.003991713092473814,0.0,0.0,0.006472429548132652,0.01582815822961936,0.01548736729803557
32,2019-12-02,1.101770520210266,1.1089179515838623,1.1003763675689695,1.1019041538238523,1.1019041538238523,0.0,0.0,0.014695164620420753,-0.013026783325512215,0.0,0.006828654807323531,-0.0007927816522049769,0.0,0.0016092656263202443,-0.0009799493770329404,0.0,0.003991713092473814,0.0,0.0006611214165122004,0.008506674273478287,0.010234445324327934,0.01730293423373741
33,2019-12-03,1.1076037883758545,1.1092623472213743,1.1066476106643677,1.1079105138778689,1.1079105138778689,0.0,0.0,0.014695164620420753,-0.012374274194444701,0.0,0.006828654807323531,-0.0032615930941830573,0.0,0.0012892756788138726,0.0012892756788138726,0.0,0.007762420446890905,0.0006611214165122004,0.005450891561823434,0.007840369420828441,0.010702614891725526,0.01831233430144308
34,2019-12-04,1.1081806421279907,1.1113457679748535,1.1067945957183838,1.1085245609283447,1.1085245609283447,0.0,0.0,0.014695164620420753,-0.007832864445390553,0.0,0.006828654807323531,0.0006093775015030278,0.0,0.0061156166794862354,0.0061156166794862354,0.0,0.0023627544412596624,0.005450891561823434,0.0005542388512287388,0.0023765236860981975,0.0065235774240255395,0.012791716480196724
35,2019-12-05,1.1082665920257568,1.1104941368103027,1.1079963445663452,1.108303427696228,1.108303427696228,0.0,0.0,0.011239836473654341,-0.003890929708640356,0.0,0.007305173351358496,0.0004732866329932861,0.0,0.00667324504307798,0.00667324504307798,0.0,0.004112029706393461,0.0005542388512287388,-0.00019948428741312085,-0.002377680644044977,0.0027678310455192534,0.0077753705837351195
36,2019-12-06,1.1104201078414917,1.1112345457077026,1.1042280197143557,1.1105434894561768,1.1105434894561768,0.0,0.0,0.007305173351358496,0.0007979797001198552,0.0,0.007305173351358496,0.00037681760424712607,0.0,0.00667324504307798,0.006472429548132652,0.0,0.0022543325672568226,-0.00019948428741312085,0.002021162890928796,-0.001627707840371695,0.0038718429346369376,0.00797644604680392
37,2019-12-07,1.1104201078414917,1.1112345457077026,1.1042280197143557,1.1105434894561768,1.1105434894561768,0.0,0.0,0.009139753497249714,0.0031650169999057898,0.0,0.009139753497249714,0.003575999661306062,0.0,0.007840369420828441,0.007840369420828441,0.0,0.0063451804050032035,0.002021162890928796,0.0,-0.0011425609983088947,0.0018469470628432738,0.005943270837407866
38,2019-12-08,1.1104201078414917,1.1112345457077026,1.1042280197143557,1.1105434894561768,1.1105434894561768,0.0,0.0,0.009139753497249714,0.007780404829428544,0.0,0.009139753497249714,0.003575999661306062,0.0,0.0023765236860981975,0.0023765236860981975,0.0,0.0063451804050032035,0.0,0.0,0.002739398410075422,0.0018469470628432738,0.005089892414206432
39,2019-12-09,1.105780005455017,1.108033299446106,1.1053999662399292,1.105888843536377,1.105888843536377,0.0,0.0,0.009139753497249714,0.007780404829428544,0.0,0.009139753497249714,0.003575999661306062,0.0,0.002021162890928796,0.0018212754132767017,0.0,0.0063451804050032035,0.0,-0.004191322504694672,0.007259727816293804,-0.0023046584586330354,0.008334662599933873
