,Date,Ticker,Open,High,Low,Close,Adj Close,Volume,avgvol_last_50,hi_to_lo_last_50,return_last_50,avgvol_last_15,hi_to_lo_last_15,return_last_15,avgvol_last_5,hi_to_lo_last_5,return_last_5,avgvol_last_1,hi_to_lo_last_1,return_last_1,return_next_1,return_next_5,return_next_15,return_next_50
50,2014-08-20,CL=F,94.6999969482422,96.47000122070312,94.6999969482422,96.06999969482422,96.06999969482422,207152.0,242001.24,0.11494488352132404,-0.10309467779097226,250307.93333333332,0.038103284782079694,-0.029780180512200327,215165.6,0.030376746562391865,-0.029481203514866383,109041.0,0.029598990582400342,-0.020018672667412196,0.016828919151111954,-0.008784947095302753,0.011219279434074636,-0.07588913572803824
51,2014-08-21,CL=F,93.48999786376952,94.4499969482422,92.5,93.95999908447266,93.95999908447266,226343.0,241710.58,0.10700669582708144,-0.08049390689028213,247968.93333333332,0.038103284782079694,-0.008770104108333121,202646.0,0.030376746562391865,-0.013148421154183576,207152.0,0.018690647618798906,0.016828919151111954,-0.021963158291393614,-0.028312701460845968,-0.016862732921079537,-0.10721352226997793
52,2014-08-22,CL=F,93.88999938964844,94.04000091552734,92.91999816894533,93.6500015258789,93.6500015258789,191457.0,241436.1,0.11313322006167015,-0.0970593764278539,245485.26666666666,0.043848475805943865,-0.034723622155123035,193964.6,0.03607917648658909,-0.03482279859048598,226343.0,0.021081048089104826,-0.021963158291393614,-0.003299250336465609,-0.0010642664441832261,-0.007130674494185141,-0.0866326039693801
53,2014-08-23,CL=F,93.88999938964844,94.04000091552734,92.91999816894533,93.6500015258789,93.6500015258789,191457.0,241866.48,0.11681788183408193,-0.10003840358398275,239147.0,0.04730379319803424,-0.04096262096770098,178306.0,0.029471458529210848,-0.028627756782413583,191457.0,0.012053409047056318,-0.003299250336465609,0.0,0.002455907354955933,-0.003844106828466809,-0.08360920131849625
54,2014-08-24,CL=F,93.88999938964844,94.04000091552734,92.91999816894533,93.6500015258789,93.6500015258789,191457.0,242296.86,0.11681788183408193,-0.10003840358398275,234177.06666666668,0.04730379319803424,-0.04096262096770098,185090.0,0.025840876983612038,-0.008784947095302753,191457.0,0.012053409047056318,0.0,0.0,0.009610267071167078,-0.003844106828466809,-0.08360920131849625
55,2014-08-25,CL=F,93.33999633789062,93.9499969482422,93.0500030517578,93.3499984741211,93.3499984741211,137420.0,242727.24,0.11681788183408193,-0.10003840358398275,229207.13333333333,0.04730379319803424,-0.04096262096770098,201573.2,0.025840876983612038,-0.02518994667047647,191457.0,0.012053409047056318,0.0,-0.003203449512757417,0.024666284260074667,-0.010571253044731277,-0.08446346538417893
56,2014-08-26,CL=F,93.36000061035156,94.3499984741211,93.3499984741211,93.86000061035156,93.86000061035156,176280.0,242076.88,0.12040704925009216,-0.09832899087420355,220634.73333333334,0.050669560088368426,-0.048225971335941975,187626.8,0.006534554047375574,-0.00649213086734024,137420.0,0.009672153325817723,-0.003203449512757417,0.00546333309659186,0.027959299978725927,-0.006427407433621246,-0.12329943571901958
57,2014-08-27,CL=F,93.87999725341795,94.23999786376952,93.36000061035156,93.87999725341795,93.87999725341795,174908.0,241817.48,0.12040704925009216,-0.09226306358554237,216287.2,0.04542043849036559,-0.036048085007923,177614.2,0.00546333309659186,0.002242382072088045,176280.0,0.010712372965675288,0.00546333309659186,0.000213047548863754,0.022373731733062563,-0.023332648915034282,-0.12870234127957614
58,2014-08-28,CL=F,93.75,94.70999908447266,93.4499969482422,94.5500030517578,94.5500030517578,262292.0,240328.08,0.12040704925009216,-0.08221726060061818,211774.93333333332,0.04542043849036559,-0.0380161822286309,174304.4,0.005677544595180661,0.002455907354955933,174908.0,0.009425848839597961,0.000213047548863754,0.007136832317232056,0.022155963910394982,-0.011184442406074413,-0.11908820443397194
59,2014-08-29,CL=F,94.55999755859376,96.0,94.4800033569336,95.95999908447266,95.95999908447266,234972.0,240554.18,0.12040704925009216,-0.08141452665473858,212347.53333333333,0.04284949186270093,-0.010776300058222277,188471.4,0.012854896596161902,0.009610267071167078,262292.0,0.013483169367338954,0.007136832317232056,0.014912702138602851,-0.017662673129959172,-0.024114292280279392,-0.12480172047480886
60,2014-08-30,CL=F,94.55999755859376,96.0,94.4800033569336,95.95999908447266,95.95999908447266,234972.0,240492.1,0.12040704925009216,-0.04829914368881927,204637.73333333334,0.04284949186270093,-0.014278370944381114,197174.4,0.027959299978725927,0.027959299978725927,234972.0,0.016088024863039507,0.014912702138602851,0.0,-0.00437680463685286,-0.0384535481097491,-0.13766151740835286
61,2014-08-31,CL=F,94.55999755859376,96.0,94.4800033569336,95.95999908447266,95.95999908447266,234972.0,239740.54,0.12040704925009216,-0.04829914368881927,202319.2,0.04284949186270093,-0.014278370944381114,216684.8,0.022373731733062563,0.022373731733062563,234972.0,0.016088024863039507,0.0,0.0,-0.015735745629814057,-0.0384535481097491,-0.13766151740835286
62,2014-09-01,CL=F,94.55999755859376,96.0,94.4800033569336,95.95999908447266,95.95999908447266,234972.0,238988.98,0.12040704925009216,-0.04829914368881927,200000.66666666666,0.04284949186270093,-0.014278370944381114,228423.2,0.022155963910394982,0.022155963910394982,234972.0,0.016088024863039507,0.0,0.0,-0.027824074556263123,-0.03167987645405501,-0.13807836730319423
63,2014-09-02,CL=F,95.80999755859376,95.91000366210938,92.68000030517578,92.87999725341795,92.87999725341795,320356.0,238237.42,0.12040704925009216,-0.04905365571298059,197682.13333333333,0.03277991685063175,-0.004667612908862306,240436.0,0.014912702138602851,0.014912702138602851,234972.0,0.016088024863039507,0.0,-0.03209672634889671,-0.027824074556263123,-0.011254708642754241,-0.1370362823190847
64,2014-09-03,CL=F,93.27999877929688,95.83000183105467,93.05999755859376,95.54000091552734,95.54000091552734,294395.0,239591.04,0.12607665192455353,-0.0708283502991196,208536.73333333334,0.03434541920476719,-0.016934865015520995,252048.8,0.03316108873960322,-0.03209672634889671,320356.0,0.03485113666700346,-0.03209672634889671,0.028639144495791857,0.0044143375778824545,0.01658054436980194,-0.13307494590711466
65,2014-09-04,CL=F,95.06999969482422,95.38999938964844,94.16000366210938,94.4499969482422,94.4499969482422,254140.0,238855.02,0.12607665192455353,-0.05592881623909152,220893.66666666666,0.03434541920476719,-0.005516797970026688,263933.4,0.03316108873960322,-0.00437680463685286,294395.0,0.029765789223418215,0.028639144495791857,-0.011408875411764718,-0.03014441308164051,-0.025853058373811466,-0.1407787779856594
66,2014-09-05,CL=F,94.56999969482422,94.98999786376952,92.86000061035156,93.29000091552734,93.29000091552734,261386.0,239133.78,0.12607665192455353,-0.08469818089331682,224026.2,0.03316108873960322,0.005214962415325486,267767.0,0.03316108873960322,-0.015735745629814057,254140.0,0.01306282582520768,-0.011408875411764718,-0.012281588885074579,-0.017998909509481353,-0.021598659100547368,-0.14229746158040357
67,2014-09-06,CL=F,94.56999969482422,94.98999786376952,92.86000061035156,93.29000091552734,93.29000091552734,261386.0,237504.06,0.12607665192455353,-0.09541352273782289,226362.4,0.03316108873960322,-0.003844106828466809,273049.8,0.03316108873960322,-0.027824074556263123,261386.0,0.022937726032929984,-0.012281588885074579,0.0,-0.01736523454479222,-0.009432921479063938,-0.13163252930414504
68,2014-09-07,CL=F,94.56999969482422,94.98999786376952,92.86000061035156,93.29000091552734,93.29000091552734,261386.0,239281.2,0.12607665192455353,-0.09541352273782289,231024.33333333334,0.03316108873960322,-0.003844106828466809,278332.6,0.028639144495791857,0.0044143375778824545,261386.0,0.022937726032929984,0.0,0.0,-0.004930850894611871,-0.009432921479063938,-0.13163252930414504
69,2014-09-08,CL=F,93.48999786376952,93.62000274658205,91.8000030517578,92.66000366210938,92.66000366210938,277990.0,241058.34,0.12607665192455353,-0.09541352273782289,235686.26666666666,0.03316108873960322,-0.003844106828466809,266538.6,0.024118340421470652,-0.02355034517939103,261386.0,0.022937726032929984,0.0,-0.0067531058766783225,-0.010933693455363325,-0.01897314026252017,-0.13173974482705553
70,2014-09-09,CL=F,93.11000061035156,93.94000244140624,92.5199966430664,92.75,92.75,275876.0,243167.56,0.12875018567109842,-0.11406437607321418,241455.13333333333,0.03561402214483955,-0.007391481770650521,263257.6,0.019317863321699713,-0.01895175589167808,277990.0,0.019825704077570894,-0.0067531058766783225,0.0009712533383745559,-0.0042090114788377875,-0.01187142305246236,-0.1213037454018614
71,2014-09-10,CL=F,92.79000091552734,93.02999877929688,91.22000122070312,91.66999816894533,91.66999816894533,295306.0,246145.36,0.12691554114026937,-0.11176018361984619,250685.53333333333,0.03561402214483955,-0.011826130440373617,267604.8,0.0067990203811700844,-0.0057884115149308135,275876.0,0.015348096085844976,0.0009712533383745559,-0.011644224593581387,-0.00517523834968836,0.0005391164610004662,-0.11374666363081198
72,2014-09-11,CL=F,91.70999908447266,93.44000244140624,90.43000030517578,92.83000183105467,92.83000183105467,403175.0,247003.58,0.12490460135642922,-0.11103572801268402,258620.6,0.04679830916567673,-0.023540681179474277,274388.8,0.017672114966080787,-0.01736523454479222,295306.0,0.019842112852142213,-0.011644224593581387,0.012654125507578717,0.013635868058994527,0.009381483882726638,-0.11508667648187298
73,2014-09-12,CL=F,93.0500030517578,93.66999816894533,91.95999908447266,92.2699966430664,92.2699966430664,297768.0,249854.04,0.1136685761653613,-0.09052608887426195,273838.4,0.04679830916567673,-0.01819144542768103,302746.6,0.017672114966080787,-0.004930850894611871,403175.0,0.033285437643177485,0.012654125507578717,-0.006032588354435764,0.022083328470618335,0.007648379515976078,-0.13239255276429307
