,Date,Open,High,Low,Close,Adj Close,Volume,avgvol_last_30,hi_to_lo_last_30,return_last_30,avgvol_last_15,hi_to_lo_last_15,return_last_15,avgvol_last_5,hi_to_lo_last_5,return_last_5,avgvol_last_1,hi_to_lo_last_1,return_last_1,return_next_1,return_next_5,return_next_15,return_next_30
30,2019-11-30,315.7799987792969,316.6199951171875,313.3399963378906,314.6600036621094,314.6600036621094,2411700.0,5588240.0,0.11592670348049805,0.09481228785632734,5856460.0,0.07084023313886467,0.06653562337400509,4760080.0,0.011008360424044739,-0.002820422010104129,2411700.0,0.010467858612469794,-0.004019843139664081,0.0,-0.03286085367555647,-0.05135703131645053,0.045858998626582936
31,2019-12-01,315.7799987792969,316.6199951171875,313.3399963378906,314.6600036621094,314.6600036621094,2411700.0,5498963.333333333,0.11592670348049805,0.09710263359221316,5594986.666666667,0.07084023313886467,0.06653562337400509,3667640.0,0.011008360424044739,0.006944265402251126,2411700.0,0.010467858612469794,0.0,0.0,-0.03750085226344202,-0.05135703131645053,0.027489969477572762
32,2019-12-02,314.3900146484375,314.3900146484375,303.75,309.989990234375,309.989990234375,6218800.0,5392876.666666667,0.11592670348049805,0.09710263359221316,5333513.333333333,0.07084023313886467,0.06653562337400509,3085780.0,0.004036067497906748,-0.004019843139664081,2411700.0,0.010467858612469794,0.0,-0.014841458632756988,-0.023231416365339652,-0.03321048778176705,0.028316289195995825
33,2019-12-03,302.2200012207031,307.3599853515625,301.8800048828125,306.1600036621094,306.1600036621094,4992800.0,5413693.333333333,0.11592670348049805,0.08082003023986561,5325846.666666667,0.04415502207145927,0.024523193742086224,3510160.0,0.019161916928076117,-0.01880164143675367,6218800.0,0.035028854809670884,-0.014841458632756988,-0.01235519433827481,-0.008516352830823193,0.017710316219573086,0.04380792128022026
34,2019-12-04,308.42999267578125,308.42999267578125,303.2699890136719,304.32000732421875,304.32000732421875,3512100.0,5393643.333333333,0.11592670348049805,0.04541425587582726,5084260.0,0.04405150794248702,0.01176469757695875,3689340.0,0.027763260707891035,-0.027013283865360727,4992800.0,0.018152843448102196,-0.01235519433827481,-0.006009917415343735,0.0038868644733869306,0.047818081904051235,0.07724717015154403
35,2019-12-05,305.2699890136719,306.4800109863281,298.8099975585937,302.8599853515625,302.8599853515625,4615500.0,5325173.333333333,0.11592670348049805,0.05655663859306581,4923866.666666667,0.03815058186165654,-0.002752642311607545,3909420.0,0.03397737936722156,-0.03286085367555647,3512100.0,0.017014554189457742,-0.006009917415343735,-0.004797653580169481,-0.0059805707164029,0.09167978846280733,0.07091215185623523
36,2019-12-06,304.70001220703125,307.8500061035156,302.6000061035156,307.3500061035156,307.3500061035156,4457800.0,5343610.0,0.11592670348049805,0.049447275355186227,4890780.0,0.04315527952313336,-0.028329484489973966,4350180.0,0.038961958929137896,-0.03750085226344202,4615500.0,0.025668530137551437,-0.004797653580169481,0.014825401073506272,-0.03216004327236799,0.11239519973365897,0.07607478590536432
37,2019-12-07,304.70001220703125,307.8500061035156,302.6000061035156,307.3500061035156,307.3500061035156,4457800.0,5377593.333333333,0.11592670348049805,0.06140138249673566,4688740.0,0.04315527952313336,-0.010081180018221336,4759400.0,0.02354224799468274,-0.008516352830823193,4457800.0,0.017349636133860535,0.014825401073506272,0.0,-0.0273955206133899,0.09614441908622018,0.06035460362646328
38,2019-12-08,304.70001220703125,307.8500061035156,302.6000061035156,307.3500061035156,307.3500061035156,4457800.0,5328570.0,0.11592670348049805,0.05412078877423743,4587920.0,0.04315527952313336,-0.010081180018221336,4407200.0,0.014825401073506272,0.0038868644733869306,4457800.0,0.017349636133860535,0.0,0.0,-0.028989762437513944,0.09614441908622018,0.09266302229764056
39,2019-12-09,307.3500061035156,311.489990234375,302.44000244140625,302.5,302.5,5748400.0,5326863.333333333,0.11592670348049805,0.05412078877423743,4487100.0,0.04315527952313336,-0.010081180018221336,4300200.0,0.014825401073506272,0.00995662035479894,4457800.0,0.017349636133860535,0.0,-0.015780074856683535,-0.028794553205686135,0.08378070437170382,0.07613467848314692
40,2019-12-10,296.1199951171875,298.94000244140625,292.0199890136719,293.1199951171875,293.1199951171875,10476100.0,5368176.666666667,0.11592670348049805,0.03748668381939346,4472320.0,0.04439667000258263,-0.04135632482271179,4747460.0,0.016033078028150793,-0.0011886197218976546,5748400.0,0.029923249966651078,-0.015780074856683535,-0.0310082806043388,-0.013223140495867813,0.1014876436596075,0.12152069344008254
41,2019-12-11,294.489990234375,299.42999267578125,294.20001220703125,298.92999267578125,298.92999267578125,5589800.0,5567080.0,0.11592670348049805,-0.003603227904631745,4645800.0,0.07781795148254722,-0.06198596986309712,5919580.0,0.04854670859502108,-0.04629904247190886,10476100.0,0.023697053928080303,-0.0310082806043388,0.019821225625604066,0.0183542746057348,0.13673586844125052,0.14512830667834398
42,2019-12-12,295.6700134277344,299.1700134277344,295.0599975585937,298.44000244140625,298.44000244140625,4766600.0,5621930.0,0.11592670348049805,0.023697759250480566,4663720.0,0.07781795148254722,-0.05380938940306945,6145980.0,0.04854670859502108,-0.0273955206133899,5589800.0,0.01777695530845058,0.019821225625604066,-0.0016391471126366852,0.017662994375487573,0.11273546660666534,0.10075936123898943
43,2019-12-13,298.5,301.79998779296875,297.25,298.5,298.5,3879700.0,5588390.0,0.11592670348049805,0.05414862732872927,4708366.666666667,0.07781795148254722,-0.05536033501043336,6207740.0,0.04854670859502108,-0.028989762437513944,4766600.0,0.013929424195580742,-0.0016391471126366852,0.0002010372540641736,0.05709693206515576,0.10270068906899299,0.10256663014728473
44,2019-12-14,298.5,301.79998779296875,297.25,298.5,298.5,3879700.0,5412416.666666667,0.09084316691583427,0.030660883338594846,4693886.666666667,0.0734852923844731,-0.05135703131645053,6092120.0,0.03200056304266252,-0.013223140495867813,3879700.0,0.015306939589465829,0.0002010372540641736,0.0,0.07470682677711471,0.10247904970817623,0.10234501773188853
45,2019-12-15,298.5,301.79998779296875,297.25,298.5,298.5,3879700.0,5324106.666666667,0.07781795148254722,0.011761519964276435,4791753.333333333,0.0734852923844731,-0.05135703131645053,5718380.0,0.019821225625604066,0.0183542746057348,3879700.0,0.015306939589465829,0.0,0.0,0.11296482821006082,0.10247904970817623,0.13541043024366628
46,2019-12-16,300.8500061035156,305.7099914550781,298.6300048828125,304.2099914550781,304.2099914550781,4658900.0,5242303.333333333,0.07781795148254722,0.011761519964276435,4889620.0,0.0734852923844731,-0.05135703131645053,4399100.0,0.001641838327190115,-0.0014384393882068691,3879700.0,0.015306939589465829,0.0,0.01912894959825162,0.12864319563311355,0.08311556971053169,0.13463987417556522
47,2019-12-17,307.3599853515625,316.79998779296875,306.6000061035156,315.4800109863281,315.4800109863281,10427100.0,5186473.333333333,0.07781795148254722,0.03111545508512359,5039433.333333333,0.05755320482467585,-0.018645759416059726,4212920.0,0.01933383248381637,0.01933383248381637,4658900.0,0.02370822240398751,0.01912894959825162,0.03704684214132459,0.10745867446708601,0.06364030246521168,0.11459194914144799
48,2019-12-18,316.260009765625,325.3599853515625,315.6000061035156,320.79998779296875,320.79998779296875,11207400.0,5322916.666666667,0.07781795148254722,0.042667823477545275,5319986.666666667,0.07628280650114383,0.03044162272255746,5345020.0,0.056884458915672065,0.056884458915672065,10427100.0,0.03326804137769446,0.03704684214132459,0.016863118490480833,0.06789648207247123,0.025643451426915265,0.07334849538807142
49,2019-12-19,324.5,332.8299865722656,324.17999267578125,332.2200012207031,332.2200012207031,9822300.0,5409276.666666667,0.09443229099643968,0.06014534475332156,5734293.333333333,0.09443229099643968,0.054153457124468396,6810560.0,0.07470682677711471,0.07470682677711471,11207400.0,0.030925155447701913,0.016863118490480833,0.035598546952266164,0.03834170442202378,0.028086066422918998,0.05882177790774601
50,2019-12-20,335.0,338.0,330.6000061035156,336.8999938964844,336.8999938964844,9914900.0,5539420.0,0.1333924902935526,0.08867478448635802,6154973.333333333,0.1333924902935526,0.0969425387611349,7999080.0,0.11296482821006082,0.11296482821006082,9822300.0,0.026682688913302055,0.035598546952266164,0.014087028651451394,0.002949885565971977,-0.019023560595378464,0.022424935824625347
51,2019-12-21,335.0,338.0,330.6000061035156,336.8999938964844,336.8999938964844,9914900.0,5699523.333333333,0.14935862277765777,0.08088161717608267,6508266.666666667,0.14935862277765777,0.09614441908622018,9206120.0,0.10745867446708601,0.10745867446708601,9914900.0,0.022383526194392545,0.014087028651451394,0.0,-0.010982433233851507,-0.03265063876308605,0.00822208246195788
52,2019-12-22,335.0,338.0,330.6000061035156,336.8999938964844,336.8999938964844,9914900.0,5780406.666666667,0.14935862277765777,0.08509398987144334,6872073.333333333,0.14935862277765777,0.09614441908622018,10257320.0,0.06789648207247123,0.06789648207247123,9914900.0,0.022383526194392545,0.0,0.0,-0.01267435170979514,-0.03265063876308605,0.00822208246195788
53,2019-12-23,337.760009765625,337.95001220703125,331.0199890136719,333.1000061035156,333.1000061035156,5765300.0,5911900.0,0.14935862277765777,0.08509398987144334,7235880.0,0.14935862277765777,0.09614441908622018,10154880.0,0.050187053354584066,0.050187053354584066,9914900.0,0.022383526194392545,0.0,-0.011279275339305395,-0.02318194627511172,-0.0031760384197202507,0.003591544900561461
