,Date,Ticker,Open,High,Low,Close,Adj Close,Volume,avgvol_last_30,hi_to_lo_last_30,return_last_30,avgvol_last_15,hi_to_lo_last_15,return_last_15,avgvol_last_5,hi_to_lo_last_5,return_last_5,avgvol_last_1,hi_to_lo_last_1,return_last_1,return_next_1,return_next_5,return_next_15,return_next_30
30,2019-11-30,GOOG,65.35600280761719,65.51024627685547,65.19850158691406,65.24800109863281,65.24800109863281,11740000.0,26369733.333333332,0.05932813667581427,0.03559213524112903,25666266.666666668,0.0305171077400066,-0.022406656269103875,18736400.0,0.006582527554943152,-0.0013239876480757307,11740000.0,0.0047814701619457445,-0.0061157647739154,0.0,0.011939052775512549,0.03285160074862725,0.03596273514163517
31,2019-12-01,GOOG,65.35600280761719,65.51024627685547,65.19850158691406,65.24800109863281,65.24800109863281,11740000.0,25790600.0,0.047992517594165784,0.024510509479840348,24072133.333333332,0.0305171077400066,-0.022406656269103875,16939600.0,0.006582527554943152,-0.006539481239489331,11740000.0,0.0047814701619457445,0.0,0.0,0.017755343487618314,0.03285160074862725,0.02389342327213173
32,2019-12-02,GOOG,65.05000305175781,65.29149627685547,64.05000305175781,64.49600219726562,64.49600219726562,30218000.0,25068533.333333332,0.047992517594165784,0.024510509479840348,22478000.0,0.0305171077400066,-0.022406656269103875,15008800.0,0.006153397505620273,-0.0061157647739154,11740000.0,0.0047814701619457445,0.0,-0.011525240447296192,0.027326463666716316,0.04307413332684762,0.02456775378832976
33,2019-12-03,GOOG,63.97850036621094,64.92304992675781,63.95000076293945,64.76399993896484,64.76399993896484,22876000.0,24962400.0,0.047992517594165784,0.012702779517303364,22115733.333333332,0.02386196682604602,-0.023305843560160522,17070000.0,0.017884764160206013,-0.017570519561673104,30218000.0,0.019383187602573848,-0.011525240447296192,0.004155261296344026,0.039304700234928935,0.050545683387708484,0.03651382484663368
34,2019-12-04,GOOG,65.35050201416016,66.29000091552734,65.24349975585938,66.0270004272461,66.0270004272461,30750000.0,24611533.333333332,0.03484708326137209,0.003027842443958706,21657600.0,0.019799683449220673,-0.015340681514984467,17662800.0,0.011659620375649826,-0.007417869536513799,22876000.0,0.015215780331659712,0.004155261296344026,0.01950158250681766,0.03500398822111195,0.04426837082080537,0.055655917180709835
35,2019-12-05,GOOG,66.4000015258789,66.46790313720703,65.8219985961914,66.40650177001953,66.40650177001953,24254000.0,24635866.666666668,0.03484708326137209,0.022066034536025514,22015333.333333332,0.023737877974169708,0.013422418763820776,21464800.0,0.023737877974169708,0.011939052775512549,30750000.0,0.016039929856368262,0.01950158250681766,0.0057476689887132615,0.017432277236806515,0.026882964762797945,0.03038146048012491
36,2019-12-06,GOOG,66.6719970703125,67.19999694824219,66.6719970703125,67.03099822998047,67.03099822998047,26296000.0,24589200.0,0.03484708326137209,0.02812363423317432,21887466.666666668,0.029621984427972814,0.020578700167098063,23967600.0,0.029621984427972814,0.017755343487618314,24254000.0,0.009812897736183324,0.0057476689887132615,0.009404146330787011,0.01244606954040739,0.01615802697439217,0.024493013755807258
37,2019-12-07,GOOG,66.6719970703125,67.19999694824219,66.6719970703125,67.03099822998047,67.03099822998047,26296000.0,24697066.666666668,0.039304700234928935,0.02426535179117595,22313200.0,0.039304700234928935,0.03495607328893158,26878800.0,0.039304700234928935,0.039304700234928935,26296000.0,0.007919364967766906,0.009404146330787011,0.0,0.0032820818205379076,0.0066909578964537975,0.0149482915043182
38,2019-12-08,GOOG,66.6719970703125,67.19999694824219,66.6719970703125,67.03099822998047,67.03099822998047,26296000.0,24220266.666666668,0.039304700234928935,0.022304942150479734,22218666.666666668,0.039304700234928935,0.03495607328893158,26094400.0,0.03500398822111195,0.03500398822111195,26296000.0,0.007919364967766906,0.0,0.0,0.007198134917965504,0.0066909578964537975,0.039974108476469095
39,2019-12-09,GOOG,66.9020004272461,67.97250366210938,66.89199829101562,67.1780014038086,67.1780014038086,27086000.0,24262533.333333332,0.039304700234928935,0.022304942150479734,22124133.333333332,0.039304700234928935,0.03495607328893158,26778400.0,0.015205867239731052,0.015205867239731052,26296000.0,0.007919364967766906,0.0,0.0021930625786559244,0.005378170695798934,0.006131537999521264,0.039325113104687004
