,Date,Ticker,Open,High,Low,Close,Adj Close,Volume,avgvol_last_50,vol_hi_lo_last_50,hi_to_lo_last_50,return_last_50,avgvol_last_15,vol_hi_lo_last_15,hi_to_lo_last_15,return_last_15,avgvol_last_5,vol_hi_lo_last_5,hi_to_lo_last_5,return_last_5,avgvol_last_1,hi_to_lo_last_1,return_last_1,return_next_1,return_next_5,return_next_15,return_next_50
360,2014-11-06,WFC,53.54999923706055,54.119998931884766,53.47999954223633,54.060001373291016,42.65475845336914,15328100.0,18007406.0,3.587306033835903,0.12610308543545834,0.02616711005133765,15324766.666666666,0.9402218834377238,0.0740289997794139,0.0740289997794139,17206100.0,0.4722673263876791,0.01495640351103944,0.01495640351103944,14496900.0,0.007905103717330109,0.011526696677311321,0.009901044647140811,0.005604194484424951,-0.0009341528372668328,0.033813117409726035
361,2014-11-07,WFC,54.20000076293945,54.25,53.63999938964844,53.84000015258789,42.48117446899414,13312700.0,17975586.0,3.587306033835903,0.1372526823616378,0.022117549712611595,15008093.333333334,0.9402218834377238,0.0754455355650363,0.0754455355650363,16046460.0,0.4722673263876791,0.025005532177103662,0.025005532177103662,15328100.0,0.011967079190847718,0.009901044647140811,-0.004069510429059564,-0.008878712330489424,-0.004624524971138078,0.022567520881684233
362,2014-11-08,WFC,54.20000076293945,54.25,53.63999938964844,53.84000015258789,42.48117446899414,13312700.0,17914074.0,3.587306033835903,0.1372526823616378,0.01566900612017963,14935973.333333334,0.9402218834377238,0.06284252602358942,0.05851727727948841,14483740.0,0.1513892749029122,0.021541867662888237,0.015478494800637677,13312700.0,0.011372121873463037,-0.004069510429059564,0.0,-0.005572195505013644,-0.000557282408652493,0.026745873923610386
363,2014-11-09,WFC,54.20000076293945,54.25,53.63999938964844,53.84000015258789,42.48117446899414,13312700.0,17729252.0,3.587306033835903,0.1372526823616378,0.01566900612017963,15097580.0,0.9402218834377238,0.06284252602358942,0.05851727727948841,14276380.0,0.1513892749029122,0.021541867662888237,0.017384692378713096,13312700.0,0.011372121873463037,0.0,0.0,-0.008358248358841025,-0.000557282408652493,0.026745873923610386
364,2014-11-10,WFC,53.68000030517578,53.9900016784668,53.619998931884766,53.83000183105469,42.47327423095703,11837300.0,17544430.0,3.587306033835903,0.1372526823616378,0.01566900612017963,15259186.666666666,0.9402218834377238,0.06284252602358942,0.05851727727948841,13952620.0,0.1513892749029122,0.009901044647140811,0.0057912418136312205,13312700.0,0.011372121873463037,0.0,-0.00018597033005463004,-0.009101321502830606,0.004829122361023952,0.03473245101441824
365,2014-11-11,WFC,53.880001068115234,54.09999847412109,53.52999877929688,53.58000183105469,42.27603912353516,12520500.0,17330100.0,3.587306033835903,0.1372526823616378,0.024310143289714814,15322433.333333334,0.8127161182375906,0.0605640456891785,0.056051638442503826,13420700.0,0.2948983298556258,0.004272903977810882,-0.004254723950916528,11837300.0,0.006900461655213075,-0.00018597033005463004,-0.004643746237913304,-0.008917009471970605,0.0009292162807026383,0.029537599489281252
366,2014-11-12,WFC,53.29999923706055,53.66999816894531,53.209999084472656,53.540000915527344,42.24446105957031,10687900.0,17311596.0,3.587306033835903,0.1372526823616378,0.03520878039785802,15380166.666666666,0.7847228675458087,0.05093748637183215,0.041606514753008916,12859180.0,0.12463990943880776,0.004852283934631441,-0.004828852968947417,12520500.0,0.010648229176583701,-0.004643746237913304,-0.0007469494451118885,-0.004293199764311306,0.013064216176806198,0.023142709934030448
367,2014-11-13,WFC,53.56999969482422,53.66999816894531,53.119998931884766,53.38999938964844,42.12610626220703,13494400.0,17113424.0,3.587306033835903,0.1372526823616378,0.03384026751441671,15208213.333333334,0.9766558444596225,0.04308104224437126,0.033047614587719654,12334220.0,0.2455861301097504,0.005603418850344211,-0.005572195505013644,10687900.0,0.008644974485761514,-0.0007469494451118885,-0.002801664274906579,-0.0018675955822090584,0.013821489575887247,0.02390751708576344
368,2014-11-14,WFC,53.38999938964844,53.68999862670898,53.22999954223633,53.34999847412109,42.094539642333984,9488400.0,17018408.0,3.587306033835903,0.1372526823616378,0.04538219650648978,15004713.333333334,0.9766558444596225,0.03731487352560969,0.02445865769651645,12370560.0,0.2625866634231233,0.00842869750593711,-0.008358248358841025,13494400.0,0.010353901508277641,-0.002801664274906579,-0.0007493362827450945,-0.002247465522833725,0.020416085836720166,0.024536575126599347
369,2014-11-15,WFC,53.38999938964844,53.68999862670898,53.22999954223633,53.34999847412109,42.094539642333984,9488400.0,16874478.0,3.8323742675266645,0.1372526823616378,0.03533516522128788,14696766.666666666,1.226539774883015,0.025005532177103662,0.011543320659284984,11605700.0,0.4221997386282197,0.008997237927794277,-0.008917009471970605,9488400.0,0.008641726252649251,-0.0007493362827450945,0.0,0.00018767845198519595,0.02118129403159874,0.025304873269015093
370,2014-11-16,WFC,53.38999938964844,53.68999862670898,53.22999954223633,53.34999847412109,42.094539642333984,9488400.0,16849178.0,3.8323742675266645,0.1372526823616378,0.03533516522128788,13920906.666666666,1.226539774883015,0.025005532177103662,0.011543320659284984,11135920.0,0.4221997386282197,0.004311710800102064,-0.004293199764311306,9488400.0,0.008641726252649251,0.0,0.0,0.002436829345188851,0.02118129403159874,0.025304873269015093
371,2014-11-17,WFC,53.09999847412109,53.4900016784668,52.869998931884766,53.43999862670898,42.165565490722656,9657900.0,16823878.0,3.8323742675266645,0.1372526823616378,0.03533516522128788,13145046.666666666,1.226539774883015,0.025005532177103662,0.011543320659284984,10529500.0,0.4221997386282197,0.0035615407250007003,-0.0035489011689584515,9488400.0,0.008641726252649251,0.0,0.0016872936250678094,0.008622515378803763,0.008810193830789181,-0.002811280027759322
372,2014-11-18,WFC,53.09999847412109,53.5,53.02999877929688,53.27000045776367,42.03142929077149,12580400.0,16801968.0,3.8323742675266645,0.1372526823616378,0.0406935766597365,12380486.666666666,0.615456768264407,0.021541867662888237,0.007934114632085265,10323500.0,0.4221997386282197,0.0016872936250678094,0.0009366929919898404,9657900.0,0.011726929432716915,0.0016872936250678094,-0.0031811787270036307,0.006923539709321469,0.014595804929682599,-0.025261977029796157
373,2014-11-19,WFC,53.2599983215332,53.40999984741211,52.91999816894531,53.36000061035156,42.10243988037109,12490600.0,16853670.0,3.8323742675266645,0.1372526823616378,0.03378293619544959,12262546.666666666,0.615456768264407,0.021541867662888237,0.006613712868040134,10140700.0,0.32587159057375326,0.003191330921040514,-0.0014992526845221121,12580400.0,0.008862931011165864,-0.0031811787270036307,0.0016894640700497732,0.010136965936719422,0.02102504681535322,-0.01633239359257943
374,2014-11-20,WFC,53.15999984741211,53.560001373291016,53.08000183105469,53.47999954223633,42.19711685180664,10245900.0,16770084.0,3.8323742675266645,0.1372526823616378,0.04785264727316618,12099820.0,0.615456768264407,0.014830072950541062,-0.0031757403136399853,10741140.0,0.32587159057375326,0.003191330921040514,0.00018767845198519595,12490600.0,0.00925929129669445,0.0016894640700497732,0.0022487288552532902,0.013868112627982265,0.021364419109638044,0.003748062635692717
375,2014-11-21,WFC,54.0,54.09000015258789,53.70000076293945,53.810001373291016,42.45750045776367,14587500.0,16644462.0,3.8323742675266645,0.1372526823616378,0.04734820689881114,11816420.0,0.615456768264407,0.014830072950541062,-0.010728969478582373,10892640.0,0.32587159057375326,0.003941992071907263,0.002436829345188851,10245900.0,0.009042945095670607,0.0022487288552532902,0.006170649214529922,0.007479758348633014,0.02898292227764565,-0.014958793482496957
