Date,BTC-USD_Close,CL=F_Close,COIN_Close,ES=F_Close,ETH-USD_Close,EURUSD=X_Close,GLD_Close,NQ=F_Close,SLV_Close,XLF_Close,^CMC200_Close,^TNX_Close,^VIX_Close,^CMC200_Open,^TNX_Open,^VIX_Open,BTC-USD_Volume,CL=F_Volume,COIN_Volume,ES=F_Volume,ETH-USD_Volume,EURUSD=X_Volume,GLD_Volume,NQ=F_Volume,SLV_Volume,XLF_Volume
2019-12-11,7217.42724609375,58.7599983215332,,3143.0,143.60800170898438,1.1092746257781982,138.9199981689453,8405.5,15.75,30.229999542236328,146.6219940185547,1.7899999618530273,14.989999771118164,147.89700317382812,1.8300000429153442,15.569999694824219,16350490689.0,589650.0,,1225764.0,7037180049.0,0.0,6097500.0,304183.0,12812500.0,24490200.0
2019-12-12,7243.13427734375,59.18000030517578,,3168.0,145.60400390625,1.1135857105255127,138.42999267578125,8465.25,15.850000381469727,30.81999969482422,146.66799926757812,1.8969999551773071,13.9399995803833,146.593994140625,1.7929999828338623,14.9399995803833,18927080224.0,530851.0,,2379008.0,7890383413.0,0.0,8815100.0,554338.0,15770000.0,68427500.0
2019-12-13,7269.6845703125,60.06999969482422,,3172.0,144.9447479248047,1.1186057329177856,139.0500030517578,8494.0,15.84000015258789,30.709999084472656,147.59500122070312,1.819000005722046,12.630000114440918,147.1179962158203,1.878000020980835,13.180000305175781,17125736940.0,512288.0,,1834941.0,7264810247.0,0.0,6964300.0,335038.0,11151500.0,48135700.0
2019-12-14,7124.673828125,60.06999969482422,,3172.0,142.86923217773438,1.1186057329177856,139.0500030517578,8494.0,15.84000015258789,30.709999084472656,147.59500122070312,1.819000005722046,12.630000114440918,147.1179962158203,1.878000020980835,13.180000305175781,17137029730.0,512288.0,,1834941.0,7048066973.0,0.0,6964300.0,335038.0,11151500.0,48135700.0
2019-12-15,7152.3017578125,60.06999969482422,,3172.0,143.114990234375,1.1186057329177856,139.0500030517578,8494.0,15.84000015258789,30.709999084472656,147.59500122070312,1.819000005722046,12.630000114440918,147.1179962158203,1.878000020980835,13.180000305175781,16881129804.0,512288.0,,1834941.0,7235153411.0,0.0,6964300.0,335038.0,11151500.0,48135700.0
2019-12-16,6932.48046875,60.209999084472656,,3194.25,133.61402893066406,1.1124460697174072,139.0399932861328,8576.0,15.90999984741211,30.81999969482422,139.64700317382812,1.8919999599456787,12.140000343322754,145.63400268554688,1.8489999771118164,12.470000267028809,20213265950.0,347395.0,,1413219.0,8992282119.0,0.0,4646100.0,192050.0,9578700.0,45914900.0
2019-12-17,6640.51513671875,60.939998626708984,,3192.0,122.60388946533203,1.1136974096298218,139.00999450683594,8576.25,15.880000114440918,30.940000534057617,131.6719970703125,1.8890000581741333,12.289999961853027,139.64100646972656,1.8609999418258667,12.229999542236328,22363804217.0,163744.0,,1032120.0,9057166141.0,0.0,4287500.0,145053.0,5861100.0,30911900.0
2019-12-18,7276.802734375,60.93000030517578,,3194.75,133.09219360351562,1.115138053894043,139.02000427246094,8590.25,15.899999618530273,30.809999465942383,142.23599243164062,1.9240000247955322,12.579999923706055,132.14700317382812,1.8910000324249268,12.239999771118164,31836522778.0,131071.0,,582632.0,11864518321.0,0.0,3607600.0,98301.0,4444100.0,39079700.0
2019-12-19,7202.84423828125,61.220001220703125,,3207.0,129.32113647460938,1.1115927696228027,139.3800048828125,8642.5,15.9399995803833,30.799999237060547,142.25999450683594,1.9079999923706055,12.5,142.1929931640625,1.9470000267028809,12.550000190734863,25904604416.0,426341.0,,433420.0,9564699140.0,0.0,4975000.0,65776.0,8032800.0,36946900.0
2019-12-20,7218.81640625,60.439998626708984,,3231.02001953125,129.06605529785156,1.1125946044921875,139.52000427246094,8707.4599609375,16.040000915527344,30.68000030517578,143.07200622558594,1.9170000553131104,12.510000228881836,142.15199279785156,1.934999942779541,12.550000190734863,22633815180.0,552517.0,,1320006.0,8173594150.0,0.0,4463900.0,307870.0,11676700.0,97416000.0
2019-12-21,7191.15869140625,60.439998626708984,,3231.02001953125,128.13095092773438,1.1125946044921875,139.52000427246094,8707.4599609375,16.040000915527344,30.68000030517578,143.07200622558594,1.9170000553131104,12.510000228881836,142.15199279785156,1.934999942779541,12.550000190734863,19312552168.0,552517.0,,1320006.0,7449064703.0,0.0,4463900.0,307870.0,11676700.0,97416000.0
2019-12-22,7511.5888671875,60.439998626708984,,3231.02001953125,132.3725128173828,1.1125946044921875,139.52000427246094,8707.4599609375,16.040000915527344,30.68000030517578,143.07200622558594,1.9170000553131104,12.510000228881836,142.15199279785156,1.934999942779541,12.550000190734863,23134537956.0,552517.0,,1320006.0,9121058481.0,0.0,4463900.0,307870.0,11676700.0,97416000.0
2019-12-23,7355.62841796875,60.52000045776367,,3227.25,128.6140899658203,1.1079840660095215,139.9499969482422,8726.5,16.280000686645508,30.610000610351562,144.4810028076172,1.934999942779541,12.609999656677246,146.54299926757812,1.9119999408721924,12.8100004196167,27831788041.0,314711.0,,665895.0,9622497693.0,0.0,5180900.0,194915.0,12807100.0,38293100.0
2019-12-24,7322.5322265625,61.11000061035156,,3225.75,129.0638885498047,1.109385371208191,141.27000427246094,8729.5,16.579999923706055,30.68000030517578,144.0919952392578,1.909999966621399,12.670000076293945,144.3679962158203,1.934999942779541,12.649999618530273,22991622105.0,204535.0,,297971.0,7961819689.0,0.0,5303700.0,106029.0,11735300.0,12315900.0
2019-12-25,7275.15576171875,61.11000061035156,,3225.75,126.45463562011719,1.1090162992477417,141.27000427246094,8729.5,16.579999923706055,30.68000030517578,144.0919952392578,1.909999966621399,12.670000076293945,144.3679962158203,1.934999942779541,12.649999618530273,21559505149.0,204535.0,,297971.0,8418019054.0,0.0,5303700.0,106029.0,11735300.0,12315900.0
2019-12-26,7238.966796875,61.68000030517578,,3244.5,126.36122131347656,1.1095454692840576,142.3800048828125,8804.25,16.729999542236328,30.850000381469727,142.94700622558594,1.9049999713897705,12.649999618530273,142.3489990234375,1.9119999408721924,12.739999771118164,22787010034.0,265091.0,,464639.0,8600871980.0,0.0,8342500.0,170684.0,16455000.0,15891300.0
2019-12-27,7290.08837890625,61.720001220703125,,3237.5,127.21460723876953,1.110111951828003,142.3300018310547,8783.25,16.579999923706055,30.770000457763672,143.50799560546875,1.8739999532699585,13.430000305175781,142.26100158691406,1.8930000066757202,12.609999656677246,22777360996.0,351899.0,,984389.0,8299390176.0,0.0,5119900.0,322888.0,12694400.0,19417400.0
2019-12-28,7317.990234375,61.720001220703125,,3237.5,128.3227081298828,1.110111951828003,142.3300018310547,8783.25,16.579999923706055,30.770000457763672,143.50799560546875,1.8739999532699585,13.430000305175781,142.26100158691406,1.8930000066757202,12.609999656677246,21365673026.0,351899.0,,984389.0,8069298610.0,0.0,5119900.0,322888.0,12694400.0,19417400.0
2019-12-29,7422.65283203125,61.720001220703125,,3237.5,134.7579803466797,1.110111951828003,142.3300018310547,8783.25,16.579999923706055,30.770000457763672,143.50799560546875,1.8739999532699585,13.430000305175781,142.26100158691406,1.8930000066757202,12.609999656677246,22445257702.0,351899.0,,984389.0,9708776786.0,0.0,5119900.0,322888.0,12694400.0,19417400.0
2019-12-30,7292.9951171875,61.68000030517578,,3223.5,132.63348388671875,1.1182304620742798,142.6300048828125,8733.75,16.739999771118164,30.68000030517578,145.03799438476562,1.8949999809265137,14.819999694824219,147.78599548339844,1.9229999780654907,13.739999771118164,22874131672.0,427149.0,,1124598.0,9796951716.0,0.0,4810600.0,404047.0,10850400.0,18819300.0
2019-12-31,7193.59912109375,61.060001373291016,,3231.0,129.61085510253906,1.120229721069336,142.89999389648438,8752.25,16.68000030517578,30.780000686645508,142.3090057373047,1.9190000295639038,13.779999732971191,145.08299255371094,1.8980000019073486,14.84000015258789,21167946112.0,494535.0,,1157924.0,8936866397.0,0.0,5313500.0,284519.0,11183800.0,15788100.0
2020-01-01,7200.17431640625,61.060001373291016,,3231.0,130.802001953125,1.1220825910568237,142.89999389648438,8752.25,16.68000030517578,30.780000686645508,142.3090057373047,1.9190000295639038,13.779999732971191,145.08299255371094,1.8980000019073486,14.84000015258789,18565664997.0,494535.0,,1157924.0,7935230330.0,0.0,5313500.0,284519.0,11183800.0,15788100.0
2020-01-02,6985.47021484375,61.18000030517578,,3259.0,127.4101791381836,1.1220825910568237,143.9499969482422,8891.75,16.809999465942383,31.079999923706055,138.80599975585938,1.8819999694824219,12.470000267028809,143.41400146484375,1.902999997138977,13.460000038146973,20802083465.0,486873.0,,1416241.0,8032709256.0,0.0,7733800.0,416637.0,13485100.0,28843300.0
2020-01-03,7344.88427734375,63.04999923706055,,3235.5,134.1717071533203,1.1171437501907349,145.86000061035156,8810.0,16.84000015258789,30.75,145.08900451660156,1.7879999876022339,14.020000457763672,138.73800659179688,1.8279999494552612,15.010000228881836,28111481032.0,885861.0,,1755057.0,10476845358.0,0.0,12272800.0,599887.0,13524500.0,51363600.0
2020-01-04,7410.65673828125,63.04999923706055,,3235.5,135.06936645507812,1.1171437501907349,145.86000061035156,8810.0,16.84000015258789,30.75,145.08900451660156,1.7879999876022339,14.020000457763672,138.73800659179688,1.8279999494552612,15.010000228881836,18444271275.0,885861.0,,1755057.0,7430904515.0,0.0,12272800.0,599887.0,13524500.0,51363600.0
2020-01-05,7411.3173828125,63.04999923706055,,3235.5,136.2767791748047,1.1171437501907349,145.86000061035156,8810.0,16.84000015258789,30.75,145.08900451660156,1.7879999876022339,14.020000457763672,138.73800659179688,1.8279999494552612,15.010000228881836,19725074095.0,885861.0,,1755057.0,7526675353.0,0.0,12272800.0,599887.0,13524500.0,51363600.0
2020-01-06,7769.21923828125,63.27000045776367,,3243.5,144.3041534423828,1.1161960363388062,147.38999938964844,8847.5,16.940000534057617,30.729999542236328,152.8070068359375,1.8109999895095825,13.850000381469727,147.9530029296875,1.784999966621399,15.449999809265137,23276261598.0,724236.0,,1502748.0,9093747121.0,0.0,14403300.0,469514.0,18059200.0,27956100.0
2020-01-07,8163.6923828125,62.70000076293945,,3235.25,143.5439910888672,1.1197994947433472,147.97000122070312,8853.0,17.170000076293945,30.530000686645508,159.30799865722656,1.8270000219345093,13.789999961853027,153.7220001220703,1.7970000505447388,13.84000015258789,28767291327.0,582649.0,,1293494.0,9257954672.0,0.0,7978500.0,510004.0,15375800.0,39627500.0
2020-01-08,8079.86279296875,59.61000061035156,,3260.25,141.2581329345703,1.1154738664627075,146.86000061035156,8944.5,16.93000030517578,30.729999542236328,157.78799438476562,1.8739999532699585,13.449999809265137,158.58999633789062,1.8229999542236328,15.15999984741211,31672559265.0,1205710.0,,2279138.0,9387194957.0,0.0,22248500.0,723085.0,29922400.0,47966600.0
2020-01-09,7879.0712890625,59.560001373291016,,3276.0,138.9792022705078,1.1113210916519165,146.02999877929688,9009.0,16.719999313354492,30.920000076293945,155.21600341796875,1.8580000400543213,12.539999961853027,158.15699768066406,1.86899995803833,12.949999809265137,24045990466.0,750933.0,,1297679.0,7697325348.0,0.0,10292300.0,457262.0,14782900.0,27705300.0
2020-01-10,8166.55419921875,59.040000915527344,,3264.75,143.96377563476562,1.1111111640930176,146.91000366210938,8978.25,16.889999389648438,30.690000534057617,160.03700256347656,1.8250000476837158,12.5600004196167,155.32200622558594,1.8530000448226929,12.420000076293945,28714583844.0,596186.0,,1533121.0,9084816203.0,0.0,6183300.0,472166.0,9397800.0,33458200.0
2020-01-11,8037.53759765625,59.040000915527344,,3264.75,142.92710876464844,1.1111111640930176,146.91000366210938,8978.25,16.889999389648438,30.690000534057617,160.03700256347656,1.8250000476837158,12.5600004196167,155.32200622558594,1.8530000448226929,12.420000076293945,25521165085.0,596186.0,,1533121.0,9332208590.0,0.0,6183300.0,472166.0,9397800.0,33458200.0
2020-01-12,8192.494140625,59.040000915527344,,3264.75,145.87393188476562,1.1111111640930176,146.91000366210938,8978.25,16.889999389648438,30.690000534057617,160.03700256347656,1.8250000476837158,12.5600004196167,155.32200622558594,1.8530000448226929,12.420000076293945,22903438381.0,596186.0,,1533121.0,8528167453.0,0.0,6183300.0,472166.0,9397800.0,33458200.0
2020-01-13,8144.1943359375,58.08000183105469,,3289.75,144.22659301757812,1.1116669178009033,145.82000732421875,9088.25,16.780000686645508,30.899999618530273,162.88800048828125,1.8480000495910645,12.319999694824219,163.0850067138672,1.8339999914169312,12.84000015258789,22482910688.0,584002.0,,1008998.0,8378529470.0,0.0,7593800.0,380440.0,10629200.0,27542700.0
2020-01-14,8827.7646484375,58.22999954223633,,3288.0,165.95535278320312,1.1135733127593994,145.69000244140625,9062.5,16.6200008392334,30.84000015258789,179.28399658203125,1.8179999589920044,12.390000343322754,162.71600341796875,1.8420000076293945,12.720000267028809,44841784107.0,507714.0,,1694799.0,16712318373.0,0.0,6589700.0,553343.0,12168600.0,37575400.0
2020-01-15,8807.0107421875,57.810001373291016,,3293.75,166.23068237304688,1.113089919090271,146.5399932861328,9060.0,16.809999465942383,30.670000076293945,181.5709991455078,1.7879999876022339,12.420000076293945,180.0970001220703,1.7949999570846558,12.789999961853027,40102834650.0,433169.0,,1468347.0,15173694057.0,0.0,6510000.0,497100.0,10948900.0,41457300.0
2020-01-16,8723.7861328125,58.52000045776367,,3316.5,164.39100646972656,1.1154004335403442,146.30999755859375,9133.5,16.770000457763672,30.940000534057617,178.8820037841797,1.809000015258789,12.319999694824219,181.76400756835938,1.781000018119812,12.199999809265137,31313981931.0,182871.0,,1335246.0,13735193018.0,0.0,6069100.0,397881.0,8376500.0,34444000.0
2020-01-17,8929.0380859375,58.540000915527344,,3325.0,170.7799530029297,1.1139578819274902,146.5800018310547,9174.5,16.81999969482422,31.030000686645508,184.07400512695312,1.8359999656677246,12.100000381469727,178.9550018310547,1.8179999589920044,12.210000038146973,36372139320.0,122561.0,,1312253.0,14997091826.0,0.0,11121100.0,438669.0,12339200.0,38819400.0
2020-01-18,8942.80859375,58.540000915527344,,3325.0,175.3656768798828,1.1139578819274902,146.5800018310547,9174.5,16.81999969482422,31.030000686645508,184.07400512695312,1.8359999656677246,12.100000381469727,178.9550018310547,1.8179999589920044,12.210000038146973,32337772627.0,122561.0,,1312253.0,14929342256.0,0.0,11121100.0,438669.0,12339200.0,38819400.0
2020-01-19,8706.2451171875,58.540000915527344,,3325.0,166.9698486328125,1.1139578819274902,146.5800018310547,9174.5,16.81999969482422,31.030000686645508,184.07400512695312,1.8359999656677246,12.100000381469727,178.9550018310547,1.8179999589920044,12.210000038146973,34217320471.0,122561.0,,1312253.0,13713374132.0,0.0,11121100.0,438669.0,12339200.0,38819400.0
2020-01-20,8657.642578125,58.540000915527344,,3325.0,167.12051391601562,1.1094592809677124,146.5800018310547,9174.5,16.81999969482422,31.030000686645508,184.07400512695312,1.8359999656677246,12.100000381469727,178.9550018310547,1.8179999589920044,12.210000038146973,26422375678.0,122561.0,,1312253.0,11144529787.0,0.0,11121100.0,438669.0,12339200.0,38819400.0
2020-01-21,8745.89453125,58.34000015258789,,3319.5,169.69715881347656,1.109693169593811,146.74000549316406,9169.75,16.639999389648438,30.770000457763672,180.76100158691406,1.7690000534057617,12.850000381469727,180.37399291992188,1.7970000505447388,13.229999542236328,24097418512.0,648335.0,,1573187.0,9789369362.0,0.0,6086100.0,532160.0,13645100.0,41276500.0
2020-01-22,8680.8759765625,56.7400016784668,,3319.75,168.29415893554688,1.108561396598816,146.7899932861328,9195.75,16.65999984741211,30.860000610351562,179.47900390625,1.7690000534057617,12.90999984741211,180.1719970703125,1.784999966621399,12.449999809265137,22600204051.0,620119.0,,1505107.0,9209827928.0,0.0,4778200.0,519015.0,7441800.0,27391000.0
2020-01-23,8406.515625,55.59000015258789,,3326.0,162.92855834960938,1.1096439361572266,147.1199951171875,9248.25,16.610000610351562,30.780000686645508,173.08799743652344,1.7400000095367432,12.979999542236328,179.56700134277344,1.7400000095367432,13.260000228881836,25770680779.0,703995.0,,1717046.0,10396868698.0,0.0,8419800.0,616950.0,10803400.0,43072300.0
2020-01-24,8445.4345703125,54.189998626708984,,3293.5,163.05117797851562,1.1055220365524292,147.97999572753906,9144.5,16.90999984741211,30.389999389648438,174.84500122070312,1.680999994277954,14.5600004196167,173.5659942626953,1.7339999675750732,12.75,24397913026.0,586195.0,,2515168.0,10657671162.0,0.0,9919900.0,758796.0,16075000.0,58924900.0
2020-01-25,8367.84765625,54.189998626708984,,3293.5,161.283935546875,1.1055220365524292,147.97999572753906,9144.5,16.90999984741211,30.389999389648438,174.84500122070312,1.680999994277954,14.5600004196167,173.5659942626953,1.7339999675750732,12.75,19647331549.0,586195.0,,2515168.0,8256956802.0,0.0,9919900.0,758796.0,16075000.0,58924900.0
2020-01-26,8596.830078125,54.189998626708984,,3293.5,168.0771026611328,1.1055220365524292,147.97999572753906,9144.5,16.90999984741211,30.389999389648438,174.84500122070312,1.680999994277954,14.5600004196167,173.5659942626953,1.7339999675750732,12.75,22177678796.0,586195.0,,2515168.0,9261861590.0,0.0,9919900.0,758796.0,16075000.0,58924900.0
2020-01-27,8909.8193359375,53.13999938964844,,3239.5,170.93089294433594,1.1025358438491821,148.99000549316406,8954.5,16.889999389648438,29.920000076293945,184.125,1.6050000190734863,18.229999542236328,177.16099548339844,1.6119999885559082,17.420000076293945,28647338393.0,712880.0,,2581636.0,11004476145.0,0.0,9988100.0,792705.0,11885600.0,50289300.0
2020-01-28,9358.58984375,53.47999954223633,,3278.25,176.3703155517578,1.101976990699768,147.66000366210938,9105.25,16.31999969482422,30.270000457763672,186.66600036621094,1.6410000324249268,16.280000686645508,183.8489990234375,1.6239999532699585,16.940000534057617,34398744403.0,633963.0,,1910878.0,11772875064.0,0.0,7543100.0,632550.0,27626300.0,34257900.0
2020-01-29,9316.6298828125,53.33000183105469,,3272.5,175.0503387451172,1.1022562980651855,148.4600067138672,9098.5,16.40999984741211,30.219999313354492,192.36700439453125,1.593999981880188,16.389999389648438,186.88299560546875,1.6369999647140503,15.680000305175781,30682598115.0,624979.0,,1665382.0,10725267311.0,0.0,5013100.0,578408.0,9593700.0,41167500.0
2020-01-30,9508.9931640625,52.13999938964844,,3289.75,184.6904754638672,1.1016855239868164,148.47000122070312,9216.25,16.68000030517578,30.600000381469727,197.03700256347656,1.5579999685287476,15.489999771118164,192.11900329589844,1.5700000524520874,17.81999969482422,32378792851.0,720123.0,,2421276.0,12604789338.0,0.0,9119500.0,846585.0,22673800.0,51210000.0
2020-01-31,9350.529296875,51.560001373291016,,3224.0,180.16017150878906,1.1029127836227417,149.3300018310547,8997.75,16.81999969482422,29.959999084472656,192.66099548339844,1.5199999809265137,18.84000015258789,196.83200073242188,1.5499999523162842,16.25,29432489719.0,827907.0,,3152069.0,11728616394.0,0.0,14788300.0,898384.0,17223400.0,58958800.0
2020-02-01,9392.875,51.560001373291016,,3224.0,183.6739501953125,1.1029127836227417,149.3300018310547,8997.75,16.81999969482422,29.959999084472656,192.66099548339844,1.5199999809265137,18.84000015258789,196.83200073242188,1.5499999523162842,16.25,25922656496.0,827907.0,,3152069.0,11569697182.0,0.0,14788300.0,898384.0,17223400.0,58958800.0
2020-02-02,9344.365234375,51.560001373291016,,3224.0,188.61753845214844,1.1029127836227417,149.3300018310547,8997.75,16.81999969482422,29.959999084472656,192.66099548339844,1.5199999809265137,18.84000015258789,196.83200073242188,1.5499999523162842,16.25,30835736946.0,827907.0,,3152069.0,14054425389.0,0.0,14788300.0,898384.0,17223400.0,58958800.0
2020-02-03,9293.521484375,50.11000061035156,,3245.5,189.8650665283203,1.1089794635772705,148.36000061035156,9114.25,16.5,30.170000076293945,194.21099853515625,1.5199999809265137,17.969999313354492,196.2969970703125,1.5549999475479126,18.639999389648438,30934096509.0,876044.0,,1919477.0,12392875241.0,0.0,9105300.0,680726.0,17729200.0,40168200.0
2020-02-04,9180.962890625,49.61000061035156,,3299.5,189.25059509277344,1.1062926054000854,146.42999267578125,9355.0,16.450000762939453,30.459999084472656,192.44400024414062,1.6030000448226929,16.049999237060547,194.29800415039062,1.5770000219345093,16.450000762939453,29893183716.0,859357.0,,1698403.0,11714191695.0,0.0,10525600.0,563913.0,13522300.0,79273300.0
2020-02-05,9613.423828125,50.75,,3335.0,204.23023986816406,1.1047282218933105,146.61000061035156,9381.5,16.459999084472656,31.06999969482422,204.697998046875,1.6490000486373901,15.149999618530273,192.58399963378906,1.652999997138977,16.290000915527344,35222060874.0,887946.0,,2046111.0,14865434435.0,0.0,6160700.0,729548.0,8713900.0,51086900.0
2020-02-06,9729.8017578125,50.95000076293945,,3345.25,212.33908081054688,1.1002310514450073,147.39999389648438,9455.5,16.6299991607666,31.030000686645508,206.47999572753906,1.6440000534057617,14.960000038146973,203.91000366210938,1.6369999647140503,15.130000114440918,37628823716.0,750659.0,,1462323.0,16425589683.0,0.0,4819800.0,545054.0,10583500.0,37044400.0
2020-02-07,9795.943359375,50.31999969482422,,3325.5,222.72605895996094,1.0982975959777832,147.7899932861328,9409.5,16.540000915527344,30.920000076293945,207.16600036621094,1.5779999494552612,15.470000267028809,206.1820068359375,1.6160000562667847,15.069999694824219,34522718159.0,768345.0,,1698940.0,16673443564.0,0.0,6379300.0,592695.0,11066400.0,27982500.0
2020-02-08,9865.119140625,50.31999969482422,,3325.5,223.14651489257812,1.0982975959777832,147.7899932861328,9409.5,16.540000915527344,30.920000076293945,207.16600036621094,1.5779999494552612,15.470000267028809,206.1820068359375,1.6160000562667847,15.069999694824219,35172043762.0,768345.0,,1698940.0,16741203125.0,0.0,6379300.0,592695.0,11066400.0,27982500.0
2020-02-09,10116.673828125,50.31999969482422,,3325.5,228.5785675048828,1.0982975959777832,147.7899932861328,9409.5,16.540000915527344,30.920000076293945,207.16600036621094,1.5779999494552612,15.470000267028809,206.1820068359375,1.6160000562667847,15.069999694824219,35807884663.0,768345.0,,1698940.0,15031356241.0,0.0,6379300.0,592695.0,11066400.0,27982500.0
2020-02-10,9856.611328125,49.56999969482422,,3353.0,223.522705078125,1.0949305295944214,148.1699981689453,9527.5,16.610000610351562,31.010000228881836,211.12600708007812,1.5470000505447388,15.039999961853027,215.54400634765625,1.5700000524520874,15.880000114440918,39386548075.0,715894.0,,1399815.0,16210008511.0,0.0,5793600.0,500147.0,7382700.0,17723700.0
2020-02-11,10208.236328125,49.939998626708984,,3357.5,235.8511962890625,1.0913456678390503,147.66000366210938,9527.25,16.479999542236328,31.1200008392334,218.25999450683594,1.590000033378601,15.180000305175781,211.0240020751953,1.5950000286102295,14.90999984741211,37648059389.0,725733.0,,1486164.0,16964695963.0,0.0,5179400.0,589570.0,10832400.0,27997400.0
2020-02-12,10326.0546875,51.16999816894531,,3380.5,265.4061279296875,1.091941475868225,147.5399932861328,9625.75,16.329999923706055,31.139999389648438,226.70899963378906,1.6299999952316284,13.739999771118164,219.04200744628906,1.625,14.859999656677246,43444303830.0,795256.0,,1229231.0,24545049386.0,0.0,5040600.0,454472.0,10358700.0,26964200.0
2020-02-13,10214.3798828125,51.41999816894531,,3377.5,268.0992431640625,1.0875948667526245,148.3800048828125,9613.0,16.459999084472656,31.1299991607666,223.75,1.6169999837875366,14.149999618530273,226.57400512695312,1.6019999980926514,14.430000305175781,49356071373.0,745400.0,,1772784.0,25801317504.0,0.0,7082100.0,613580.0,7589200.0,22758700.0
2020-02-14,10312.1162109375,52.04999923706055,,3381.0,284.2174987792969,1.0845986604690552,149.0,9632.25,16.559999465942383,31.170000076293945,229.16700744628906,1.5880000591278076,13.680000305175781,224.2729949951172,1.5989999771118164,14.119999885559082,43338264162.0,607343.0,,1334897.0,23558253463.0,0.0,5345400.0,489387.0,8611200.0,22080200.0
2020-02-15,9889.4248046875,52.04999923706055,,3381.0,264.72857666015625,1.0845986604690552,149.0,9632.25,16.559999465942383,31.170000076293945,229.16700744628906,1.5880000591278076,13.680000305175781,224.2729949951172,1.5989999771118164,14.119999885559082,43865054831.0,607343.0,,1334897.0,23682452994.0,0.0,5345400.0,489387.0,8611200.0,22080200.0
