,date,vader_prediction
1233,2022-11-11 07:30:42+00:00,neutral
1234,2022-11-11 04:39:30+00:00,positive
1235,2022-11-11 01:58:16+00:00,neutral
1236,2022-11-11 01:56:34+00:00,negative
1237,2022-11-11 01:51:49+00:00,positive
1238,2022-11-10 23:07:09+00:00,negative
1239,2022-11-10 19:15:51+00:00,neutral
1240,2022-11-10 19:04:26+00:00,neutral
1241,2022-11-10 18:33:42+00:00,neutral
1242,2022-11-10 18:29:12+00:00,positive
1243,2022-11-12 07:47:20+00:00,neutral
1244,2022-11-12 07:04:19+00:00,neutral
1245,2022-11-12 06:55:42+00:00,negative
1246,2022-11-12 06:14:13+00:00,neutral
1247,2022-11-12 00:27:43+00:00,neutral
1248,2022-11-12 00:22:13+00:00,neutral
1249,2022-11-11 23:15:38+00:00,neutral
1250,2022-11-11 23:09:22+00:00,positive
1251,2022-11-11 18:38:31+00:00,negative
1252,2022-11-11 18:24:51+00:00,positive
1253,2022-11-11 18:05:52+00:00,positive
1254,2022-11-11 17:53:18+00:00,positive
1255,2022-11-11 17:52:04+00:00,neutral
1256,2022-11-11 17:51:16+00:00,positive
1257,2022-11-11 17:30:16+00:00,negative
1258,2022-11-11 16:21:48+00:00,neutral
1259,2022-11-11 16:14:45+00:00,positive
1260,2022-11-11 16:11:25+00:00,positive
1261,2022-11-11 16:00:38+00:00,positive
1262,2022-11-11 15:35:48+00:00,neutral
1263,2022-11-13 19:30:46+00:00,positive
1264,2022-11-13 18:56:21+00:00,neutral
1265,2022-11-13 18:11:54+00:00,positive
1266,2022-11-13 18:00:58+00:00,positive
1267,2022-11-13 17:58:00+00:00,positive
1268,2022-11-13 17:55:00+00:00,negative
1269,2022-11-13 17:52:01+00:00,neutral
1270,2022-11-13 17:49:33+00:00,neutral
1271,2022-11-13 17:48:57+00:00,neutral
1272,2022-11-13 17:45:23+00:00,negative
1273,2022-11-13 17:42:04+00:00,neutral
1274,2022-11-13 17:30:51+00:00,positive
1275,2022-11-13 17:16:52+00:00,positive
1276,2022-11-13 17:15:02+00:00,positive
1277,2022-11-13 15:36:38+00:00,neutral
1278,2022-11-13 15:20:22+00:00,positive
1279,2022-11-13 05:51:44+00:00,neutral
1280,2022-11-13 05:32:32+00:00,positive
1281,2022-11-13 05:20:17+00:00,neutral
1282,2022-11-13 05:19:37+00:00,negative
1283,2022-11-13 05:15:23+00:00,negative
1284,2022-11-13 01:30:48+00:00,neutral
1285,2022-11-13 00:39:10+00:00,positive
1286,2022-11-13 00:38:08+00:00,neutral
1287,2022-11-13 00:32:01+00:00,neutral
1288,2022-11-13 00:25:25+00:00,positive
1289,2022-11-12 23:54:32+00:00,neutral
1290,2022-11-12 23:31:02+00:00,neutral
1291,2022-11-12 23:27:59+00:00,neutral
1292,2022-11-12 23:13:07+00:00,neutral
1293,2022-11-12 22:42:23+00:00,positive
1294,2022-11-12 17:57:48+00:00,positive
1295,2022-11-14 16:01:11+00:00,neutral
1296,2022-11-14 15:34:42+00:00,neutral
1297,2022-11-14 15:33:05+00:00,neutral
1298,2022-11-14 15:29:53+00:00,negative
1299,2022-11-14 15:27:45+00:00,neutral
1300,2022-11-14 15:22:42+00:00,neutral
1301,2022-11-14 14:54:03+00:00,negative
1302,2022-11-14 14:48:09+00:00,neutral
1303,2022-11-14 14:19:19+00:00,positive
1304,2022-11-14 14:17:47+00:00,neutral
1305,2022-11-14 14:16:36+00:00,negative
1306,2022-11-14 14:08:03+00:00,neutral
1307,2022-11-14 14:07:06+00:00,positive
1308,2022-11-14 14:03:46+00:00,neutral
1309,2022-11-14 14:02:42+00:00,positive
1310,2022-11-14 14:02:01+00:00,positive
1311,2022-11-14 13:58:36+00:00,positive
1312,2022-11-14 13:57:28+00:00,positive
1313,2022-11-14 13:48:44+00:00,neutral
1314,2022-11-14 10:05:37+00:00,negative
1315,2022-11-14 10:00:09+00:00,neutral
1316,2022-11-14 08:00:51+00:00,neutral
1317,2022-11-14 07:59:56+00:00,positive
1318,2022-11-14 07:44:40+00:00,positive
1319,2022-11-14 07:40:45+00:00,neutral
1320,2022-11-14 06:40:25+00:00,neutral
1321,2022-11-14 06:36:16+00:00,neutral
1322,2022-11-14 06:27:44+00:00,neutral
1323,2022-11-14 04:40:49+00:00,neutral
1324,2022-11-14 04:36:27+00:00,positive
1325,2022-11-14 04:33:09+00:00,neutral
1326,2022-11-14 03:54:02+00:00,negative
1327,2022-11-14 02:05:14+00:00,positive
1328,2022-11-14 01:06:39+00:00,neutral
1329,2022-11-13 23:36:10+00:00,positive
1330,2022-11-13 23:34:51+00:00,positive
1331,2022-11-13 23:24:23+00:00,neutral
1332,2022-11-13 21:28:42+00:00,neutral
1333,2022-11-13 20:34:46+00:00,positive
1334,2022-11-13 20:20:54+00:00,neutral
1335,2022-11-13 20:05:37+00:00,negative
1336,2022-11-15 23:26:28+00:00,negative
1337,2022-11-15 23:18:02+00:00,positive
1338,2022-11-15 22:54:56+00:00,positive
1339,2022-11-15 20:40:54+00:00,positive
1340,2022-11-15 19:36:37+00:00,negative
1341,2022-11-15 19:29:21+00:00,neutral
1342,2022-11-15 19:28:37+00:00,positive
1343,2022-11-15 18:22:20+00:00,positive
1344,2022-11-15 18:18:29+00:00,negative
1345,2022-11-15 18:14:09+00:00,positive
1346,2022-11-15 17:47:05+00:00,negative
1347,2022-11-15 17:37:55+00:00,negative
1348,2022-11-15 17:32:41+00:00,positive
1349,2022-11-15 17:15:42+00:00,positive
1350,2022-11-15 17:10:29+00:00,negative
1351,2022-11-15 17:09:10+00:00,negative
1352,2022-11-15 17:04:47+00:00,neutral
1353,2022-11-15 16:44:31+00:00,neutral
1354,2022-11-15 16:33:15+00:00,positive
1355,2022-11-15 10:25:50+00:00,negative
1356,2022-11-15 10:25:06+00:00,positive
1357,2022-11-15 10:23:22+00:00,neutral
1358,2022-11-15 10:17:39+00:00,positive
1359,2022-11-15 10:14:19+00:00,negative
1360,2022-11-15 09:39:59+00:00,negative
1361,2022-11-15 09:35:35+00:00,neutral
1362,2022-11-15 09:19:19+00:00,neutral
1363,2022-11-15 08:58:48+00:00,negative
1364,2022-11-15 08:30:43+00:00,positive
1365,2022-11-15 03:27:51+00:00,neutral
1366,2022-11-14 20:42:32+00:00,positive
1367,2022-11-14 20:35:10+00:00,negative
1368,2022-11-14 20:34:15+00:00,negative
1369,2022-11-14 18:56:24+00:00,neutral
1370,2022-11-14 18:49:43+00:00,positive
1371,2022-11-16 18:56:33+00:00,positive
1372,2022-11-16 17:25:25+00:00,neutral
1373,2022-11-16 17:19:54+00:00,positive
1374,2022-11-16 13:55:43+00:00,positive
1375,2022-11-16 13:53:57+00:00,neutral
1376,2022-11-16 13:45:50+00:00,neutral
1377,2022-11-16 08:25:44+00:00,positive
1378,2022-11-16 07:17:56+00:00,neutral
1379,2022-11-16 07:09:17+00:00,positive
1380,2022-11-16 07:07:09+00:00,positive
1381,2022-11-16 06:36:21+00:00,negative
1382,2022-11-16 06:33:50+00:00,neutral
1383,2022-11-16 05:52:20+00:00,neutral
1384,2022-11-16 05:43:18+00:00,positive
1385,2022-11-16 01:34:35+00:00,neutral
1386,2022-11-16 01:24:51+00:00,negative
1387,2022-11-16 00:03:07+00:00,neutral
1388,2022-11-15 23:02:52+00:00,neutral
1389,2022-11-15 22:57:09+00:00,positive
1390,2022-11-15 20:43:17+00:00,negative
1391,2022-11-15 19:50:14+00:00,negative
1392,2022-11-15 17:24:45+00:00,positive
1393,2022-11-15 17:15:03+00:00,neutral
1394,2022-11-15 16:53:12+00:00,negative
1395,2022-11-17 15:31:43+00:00,neutral
1396,2022-11-17 15:26:13+00:00,positive
1397,2022-11-17 15:21:51+00:00,neutral
1398,2022-11-17 15:15:23+00:00,positive
1399,2022-11-17 15:11:47+00:00,positive
1400,2022-11-17 08:45:55+00:00,positive
1401,2022-11-17 08:37:59+00:00,positive
1402,2022-11-17 08:35:22+00:00,positive
1403,2022-11-17 07:43:09+00:00,positive
1404,2022-11-17 06:50:26+00:00,negative
1405,2022-11-17 03:34:42+00:00,neutral
1406,2022-11-17 03:32:28+00:00,positive
1407,2022-11-17 03:30:38+00:00,neutral
1408,2022-11-17 03:16:59+00:00,neutral
1409,2022-11-16 22:26:02+00:00,negative
1410,2022-11-16 20:23:08+00:00,positive
1411,2022-11-18 22:07:39+00:00,positive
1412,2022-11-18 21:52:14+00:00,neutral
1413,2022-11-18 21:11:12+00:00,positive
1414,2022-11-18 18:38:38+00:00,neutral
1415,2022-11-18 18:37:03+00:00,neutral
1416,2022-11-18 18:33:48+00:00,neutral
1417,2022-11-18 18:31:47+00:00,positive
1418,2022-11-18 18:22:01+00:00,positive
1419,2022-11-18 18:19:37+00:00,neutral
1420,2022-11-18 17:38:07+00:00,neutral
1421,2022-11-18 16:40:26+00:00,neutral
1422,2022-11-18 15:56:43+00:00,neutral
1423,2022-11-18 15:20:01+00:00,neutral
1424,2022-11-18 09:47:40+00:00,positive
1425,2022-11-18 09:25:02+00:00,negative
1426,2022-11-18 08:56:22+00:00,negative
1427,2022-11-18 04:12:21+00:00,neutral
1428,2022-11-18 04:07:05+00:00,positive
1429,2022-11-18 03:58:03+00:00,positive
1430,2022-11-18 03:46:11+00:00,positive
1431,2022-11-18 03:34:58+00:00,positive
1432,2022-11-18 01:29:38+00:00,positive
1433,2022-11-18 01:25:55+00:00,neutral
1434,2022-11-17 23:28:28+00:00,positive
1435,2022-11-17 20:28:52+00:00,positive
1436,2022-11-17 17:53:14+00:00,negative
1437,2022-11-17 17:50:20+00:00,negative
1438,2022-11-19 14:12:19+00:00,neutral
1439,2022-11-19 13:23:21+00:00,positive
1440,2022-11-19 13:02:19+00:00,positive
1441,2022-11-19 12:45:54+00:00,positive
1442,2022-11-19 12:19:23+00:00,neutral
1443,2022-11-19 11:43:12+00:00,positive
1444,2022-11-19 09:37:51+00:00,neutral
1445,2022-11-19 09:28:36+00:00,neutral
1446,2022-11-19 09:21:31+00:00,positive
1447,2022-11-19 09:05:35+00:00,neutral
1448,2022-11-19 09:02:30+00:00,neutral
1449,2022-11-19 06:06:34+00:00,neutral
1450,2022-11-19 02:09:59+00:00,positive
1451,2022-11-19 02:07:59+00:00,positive
1452,2022-11-19 00:47:45+00:00,neutral
1453,2022-11-19 00:41:18+00:00,negative
1454,2022-11-19 00:15:53+00:00,neutral
1455,2022-11-19 00:13:23+00:00,neutral
1456,2022-11-20 14:44:38+00:00,negative
1457,2022-11-20 14:40:09+00:00,positive
1458,2022-11-20 14:33:09+00:00,positive
1459,2022-11-20 05:14:30+00:00,negative
1460,2022-11-20 04:50:20+00:00,positive
1461,2022-11-20 03:54:40+00:00,positive
1462,2022-11-20 03:52:22+00:00,positive
1463,2022-11-20 03:49:18+00:00,neutral
1464,2022-11-20 03:40:54+00:00,positive
1465,2022-11-20 03:35:25+00:00,neutral
1466,2022-11-20 03:29:41+00:00,neutral
1467,2022-11-20 02:59:45+00:00,negative
1468,2022-11-20 02:35:09+00:00,neutral
1469,2022-11-20 00:53:25+00:00,neutral
1470,2022-11-20 00:30:26+00:00,neutral
1471,2022-11-19 23:07:08+00:00,neutral
1472,2022-11-19 23:05:34+00:00,neutral
1473,2022-11-19 22:49:44+00:00,positive
1474,2022-11-19 22:48:54+00:00,positive
1475,2022-11-19 21:19:48+00:00,positive
1476,2022-11-19 21:16:47+00:00,positive
1477,2022-11-19 21:14:12+00:00,neutral
1478,2022-11-21 04:44:17+00:00,negative
1479,2022-11-21 04:34:48+00:00,negative
1480,2022-11-21 04:32:33+00:00,neutral
1481,2022-11-21 04:32:12+00:00,positive
1482,2022-11-21 04:29:47+00:00,neutral
1483,2022-11-21 03:12:01+00:00,negative
1484,2022-11-21 02:37:00+00:00,neutral
1485,2022-11-21 01:55:54+00:00,positive
1486,2022-11-21 01:19:15+00:00,neutral
1487,2022-11-21 00:38:35+00:00,neutral
1488,2022-11-20 23:08:35+00:00,negative
1489,2022-11-20 22:30:51+00:00,positive
1490,2022-11-20 22:21:31+00:00,neutral
1491,2022-11-20 21:55:25+00:00,negative
1492,2022-11-20 21:51:23+00:00,positive
1493,2022-11-20 21:49:04+00:00,positive
1494,2022-11-20 21:45:54+00:00,neutral
1495,2022-11-20 21:09:46+00:00,negative
1496,2022-11-20 20:13:05+00:00,neutral
1497,2022-11-20 20:12:22+00:00,positive
1498,2022-11-22 17:35:49+00:00,positive
1499,2022-11-22 17:34:07+00:00,positive
1500,2022-11-22 17:24:14+00:00,positive
1501,2022-11-22 09:02:55+00:00,negative
1502,2022-11-22 08:26:46+00:00,neutral
1503,2022-11-22 08:24:41+00:00,neutral
1504,2022-11-22 07:54:03+00:00,neutral
1505,2022-11-22 07:50:39+00:00,neutral
1506,2022-11-22 07:50:25+00:00,positive
1507,2022-11-22 07:49:08+00:00,neutral
1508,2022-11-22 07:45:40+00:00,neutral
1509,2022-11-22 07:45:13+00:00,neutral
1510,2022-11-22 07:40:08+00:00,positive
1511,2022-11-22 07:39:09+00:00,positive
1512,2022-11-22 07:34:10+00:00,positive
1513,2022-11-22 07:17:26+00:00,neutral
1514,2022-11-22 01:40:21+00:00,neutral
1515,2022-11-22 01:36:50+00:00,positive
1516,2022-11-22 01:31:08+00:00,negative
1517,2022-11-22 01:28:00+00:00,positive
1518,2022-11-22 01:11:15+00:00,positive
1519,2022-11-21 23:47:39+00:00,positive
1520,2022-11-21 23:45:42+00:00,positive
1521,2022-11-21 23:29:28+00:00,neutral
1522,2022-11-21 23:02:29+00:00,positive
1523,2022-11-21 20:38:02+00:00,positive
1524,2022-11-21 20:32:56+00:00,neutral
1525,2022-11-21 20:28:53+00:00,positive
1526,2022-11-21 20:22:43+00:00,neutral
1527,2022-11-21 20:10:52+00:00,positive
1528,2022-11-21 20:02:17+00:00,positive
1529,2022-11-21 19:22:25+00:00,negative
1530,2022-11-21 18:38:16+00:00,negative
1531,2022-11-21 18:33:16+00:00,neutral
1532,2022-11-21 18:30:41+00:00,positive
1533,2022-11-21 18:20:47+00:00,positive
1534,2022-11-21 18:14:32+00:00,neutral
1535,2022-11-21 18:10:14+00:00,positive
1536,2022-11-21 17:56:15+00:00,positive
1537,2022-11-21 17:52:59+00:00,positive
1538,2022-11-21 17:48:00+00:00,positive
1539,2022-11-21 17:44:49+00:00,positive
1540,2022-11-21 17:43:04+00:00,positive
1541,2022-11-21 17:31:11+00:00,negative
1542,2022-11-21 16:58:28+00:00,neutral
1543,2022-11-21 16:40:14+00:00,negative
1544,2022-11-21 16:30:05+00:00,neutral
1545,2022-11-23 10:06:41+00:00,positive
1546,2022-11-23 10:00:42+00:00,positive
1547,2022-11-23 09:19:15+00:00,positive
1548,2022-11-23 09:11:38+00:00,positive
1549,2022-11-23 09:08:25+00:00,neutral
1550,2022-11-23 09:06:22+00:00,positive
1551,2022-11-23 08:50:48+00:00,positive
1552,2022-11-23 08:32:05+00:00,negative
1553,2022-11-23 08:22:12+00:00,positive
1554,2022-11-23 08:15:01+00:00,neutral
1555,2022-11-23 07:55:14+00:00,positive
1556,2022-11-23 07:48:16+00:00,positive
1557,2022-11-23 07:19:17+00:00,positive
1558,2022-11-23 05:52:53+00:00,positive
1559,2022-11-23 03:06:02+00:00,neutral
1560,2022-11-23 03:00:12+00:00,neutral
1561,2022-11-23 02:51:47+00:00,neutral
1562,2022-11-23 02:50:38+00:00,positive
1563,2022-11-23 00:15:08+00:00,positive
1564,2022-11-23 00:07:54+00:00,negative
1565,2022-11-22 23:24:22+00:00,negative
1566,2022-11-22 17:59:56+00:00,neutral
1567,2022-11-22 17:57:47+00:00,neutral
1568,2022-11-22 17:54:48+00:00,negative
1569,2022-11-24 07:42:00+00:00,positive
1570,2022-11-24 07:34:46+00:00,neutral
1571,2022-11-24 06:59:57+00:00,neutral
1572,2022-11-24 06:50:56+00:00,positive
1573,2022-11-24 06:47:47+00:00,positive
1574,2022-11-24 05:39:13+00:00,positive
1575,2022-11-24 05:13:58+00:00,neutral
1576,2022-11-24 04:38:00+00:00,positive
1577,2022-11-24 04:27:04+00:00,negative
1578,2022-11-24 04:24:10+00:00,positive
1579,2022-11-24 04:19:42+00:00,positive
1580,2022-11-24 04:07:18+00:00,positive
1581,2022-11-24 03:50:59+00:00,neutral
1582,2022-11-24 02:36:58+00:00,negative
1583,2022-11-24 02:31:00+00:00,neutral
1584,2022-11-24 02:17:03+00:00,neutral
1585,2022-11-24 01:50:23+00:00,positive
1586,2022-11-24 01:35:20+00:00,positive
1587,2022-11-24 01:26:07+00:00,positive
1588,2022-11-24 01:19:55+00:00,neutral
1589,2022-11-24 01:18:28+00:00,negative
1590,2022-11-24 00:53:57+00:00,positive
1591,2022-11-23 23:43:39+00:00,negative
1592,2022-11-23 23:25:38+00:00,positive
1593,2022-11-23 23:22:54+00:00,positive
1594,2022-11-23 23:21:02+00:00,neutral
1595,2022-11-23 23:07:00+00:00,neutral
1596,2022-11-23 22:59:27+00:00,neutral
1597,2022-11-23 22:55:45+00:00,neutral
1598,2022-11-23 22:41:39+00:00,positive
1599,2022-11-23 21:50:48+00:00,positive
1600,2022-11-23 21:45:31+00:00,negative
1601,2022-11-23 20:53:02+00:00,neutral
1602,2022-11-23 20:27:04+00:00,positive
1603,2022-11-23 20:18:44+00:00,positive
1604,2022-11-23 20:09:18+00:00,negative
1605,2022-11-23 20:07:51+00:00,neutral
1606,2022-11-23 20:06:02+00:00,negative
1607,2022-11-23 19:51:48+00:00,positive
1608,2022-11-23 19:42:49+00:00,neutral
1609,2022-11-23 19:36:58+00:00,positive
1610,2022-11-23 19:32:32+00:00,positive
1611,2022-11-23 19:15:33+00:00,positive
1612,2022-11-23 19:08:05+00:00,neutral
1613,2022-11-23 19:05:04+00:00,neutral
1614,2022-11-23 17:46:29+00:00,negative
1615,2022-11-23 17:41:55+00:00,neutral
1616,2022-11-23 17:30:50+00:00,negative
1617,2022-11-23 17:19:11+00:00,neutral
1618,2022-11-23 17:17:10+00:00,positive
1619,2022-11-23 17:15:54+00:00,neutral
1620,2022-11-23 17:07:48+00:00,neutral
1621,2022-11-23 17:04:03+00:00,neutral
1622,2022-11-23 17:02:59+00:00,negative
1623,2022-11-23 16:57:46+00:00,neutral
1624,2022-11-23 16:42:13+00:00,negative
1625,2022-11-23 16:30:45+00:00,positive
1626,2022-11-23 16:22:25+00:00,positive
1627,2022-11-23 16:00:14+00:00,neutral
1628,2022-11-23 15:54:49+00:00,positive
1629,2022-11-25 14:52:11+00:00,neutral
1630,2022-11-25 14:18:50+00:00,negative
1631,2022-11-25 14:02:05+00:00,neutral
1632,2022-11-25 10:23:57+00:00,negative
1633,2022-11-25 10:12:34+00:00,neutral
1634,2022-11-25 10:09:53+00:00,negative
1635,2022-11-25 09:56:18+00:00,neutral
1636,2022-11-25 09:26:55+00:00,negative
1637,2022-11-25 09:22:25+00:00,negative
1638,2022-11-25 08:56:38+00:00,neutral
1639,2022-11-25 08:12:43+00:00,negative
1640,2022-11-25 08:10:21+00:00,negative
1641,2022-11-25 07:58:51+00:00,positive
1642,2022-11-25 06:16:19+00:00,neutral
1643,2022-11-25 03:04:16+00:00,neutral
1644,2022-11-25 02:52:45+00:00,positive
1645,2022-11-25 01:54:21+00:00,neutral
1646,2022-11-25 01:45:17+00:00,negative
1647,2022-11-25 01:42:19+00:00,positive
1648,2022-11-25 01:41:12+00:00,positive
1649,2022-11-25 00:04:43+00:00,neutral
1650,2022-11-24 21:18:59+00:00,negative
1651,2022-11-24 20:54:43+00:00,positive
1652,2022-11-24 20:50:27+00:00,neutral
1653,2022-11-24 20:28:38+00:00,negative
1654,2022-11-24 19:58:39+00:00,neutral
1655,2022-11-26 10:17:23+00:00,neutral
1656,2022-11-26 09:42:50+00:00,positive
1657,2022-11-26 09:25:44+00:00,positive
1658,2022-11-26 09:04:44+00:00,negative
1659,2022-11-26 09:00:35+00:00,neutral
1660,2022-11-26 08:56:57+00:00,neutral
1661,2022-11-26 02:03:56+00:00,negative
1662,2022-11-26 02:00:16+00:00,positive
1663,2022-11-26 01:31:14+00:00,positive
1664,2022-11-26 01:26:17+00:00,positive
1665,2022-11-26 00:40:53+00:00,positive
1666,2022-11-25 22:51:57+00:00,negative
1667,2022-11-25 22:25:14+00:00,positive
1668,2022-11-25 22:22:17+00:00,neutral
1669,2022-11-25 22:21:57+00:00,negative
1670,2022-11-25 22:17:45+00:00,neutral
1671,2022-11-25 22:06:22+00:00,negative
1672,2022-11-27 08:24:55+00:00,positive
1673,2022-11-27 07:42:39+00:00,positive
1674,2022-11-27 06:52:05+00:00,positive
1675,2022-11-27 06:51:03+00:00,neutral
1676,2022-11-27 06:24:18+00:00,neutral
1677,2022-11-27 04:43:06+00:00,neutral
1678,2022-11-27 04:13:34+00:00,neutral
1679,2022-11-27 04:03:10+00:00,neutral
1680,2022-11-27 03:15:33+00:00,neutral
1681,2022-11-27 02:41:28+00:00,positive
1682,2022-11-26 21:46:10+00:00,neutral
1683,2022-11-26 21:44:45+00:00,positive
1684,2022-11-26 21:32:42+00:00,positive
1685,2022-11-26 21:29:45+00:00,positive
1686,2022-11-26 20:14:45+00:00,positive
1687,2022-11-26 19:56:41+00:00,positive
1688,2022-11-26 19:46:58+00:00,positive
1689,2022-11-26 19:36:14+00:00,neutral
1690,2022-11-28 06:49:06+00:00,positive
1691,2022-11-28 06:00:04+00:00,positive
1692,2022-11-28 03:20:39+00:00,neutral
1693,2022-11-28 02:44:34+00:00,positive
1694,2022-11-28 01:11:42+00:00,positive
1695,2022-11-28 01:10:48+00:00,negative
1696,2022-11-28 01:09:50+00:00,positive
1697,2022-11-28 01:08:06+00:00,positive
1698,2022-11-28 01:06:13+00:00,neutral
1699,2022-11-28 01:04:10+00:00,neutral
1700,2022-11-28 01:00:23+00:00,negative
1701,2022-11-28 00:51:16+00:00,neutral
1702,2022-11-28 00:49:58+00:00,neutral
1703,2022-11-27 21:39:06+00:00,neutral
1704,2022-11-27 20:24:15+00:00,negative
1705,2022-11-27 20:19:47+00:00,positive
1706,2022-11-27 19:00:41+00:00,positive
1707,2022-11-27 18:54:33+00:00,positive
1708,2022-11-27 18:48:00+00:00,positive
1709,2022-11-27 17:53:32+00:00,neutral
1710,2022-11-27 17:11:21+00:00,positive
1711,2022-11-27 16:35:51+00:00,negative
1712,2022-11-27 14:22:25+00:00,positive
1713,2022-11-27 14:12:04+00:00,neutral
1714,2022-11-27 13:57:19+00:00,neutral
1715,2022-11-27 13:56:20+00:00,neutral
1716,2022-11-27 13:55:33+00:00,neutral
1717,2022-11-27 13:51:24+00:00,positive
1718,2022-11-27 13:45:32+00:00,positive
1719,2022-11-27 13:39:58+00:00,neutral
1720,2022-11-27 13:19:17+00:00,positive
1721,2022-11-27 12:51:55+00:00,positive
1722,2022-11-29 01:41:40+00:00,negative
1723,2022-11-29 01:39:10+00:00,negative
1724,2022-11-28 21:28:13+00:00,neutral
1725,2022-11-28 21:10:54+00:00,neutral
1726,2022-11-28 21:09:07+00:00,positive
1727,2022-11-28 21:04:51+00:00,positive
1728,2022-11-28 20:55:43+00:00,neutral
1729,2022-11-28 20:50:28+00:00,positive
1730,2022-11-28 18:55:06+00:00,positive
1731,2022-11-28 18:50:40+00:00,neutral
1732,2022-11-28 18:43:20+00:00,negative
1733,2022-11-28 18:38:12+00:00,negative
1734,2022-11-28 18:26:17+00:00,neutral
1735,2022-11-28 18:21:22+00:00,neutral
1736,2022-11-28 18:18:40+00:00,neutral
1737,2022-11-28 18:13:42+00:00,negative
1738,2022-11-28 18:07:57+00:00,negative
1739,2022-11-28 18:05:42+00:00,neutral
1740,2022-11-28 18:04:47+00:00,neutral
1741,2022-11-28 17:45:31+00:00,negative
1742,2022-11-28 16:51:44+00:00,positive
1743,2022-11-28 16:47:50+00:00,positive
1744,2022-11-28 16:25:50+00:00,positive
1745,2022-11-28 11:08:53+00:00,positive
1746,2022-11-28 09:59:50+00:00,negative
1747,2022-11-28 09:48:37+00:00,neutral
1748,2022-11-28 09:48:26+00:00,neutral
1749,2022-11-28 09:44:01+00:00,positive
1750,2022-11-30 09:39:14+00:00,neutral
1751,2022-11-30 09:03:04+00:00,positive
1752,2022-11-30 08:40:11+00:00,neutral
1753,2022-11-30 08:18:07+00:00,positive
1754,2022-11-30 08:13:06+00:00,neutral
1755,2022-11-30 05:45:48+00:00,neutral
1756,2022-11-30 03:05:51+00:00,negative
1757,2022-11-29 23:31:45+00:00,positive
1758,2022-11-29 23:06:09+00:00,negative
1759,2022-11-29 23:00:43+00:00,neutral
1760,2022-11-29 19:31:59+00:00,neutral
1761,2022-11-29 19:23:03+00:00,positive
1762,2022-11-29 19:11:12+00:00,negative
1763,2022-11-29 18:59:55+00:00,neutral
1764,2022-11-29 18:43:30+00:00,neutral
1765,2022-11-29 18:34:00+00:00,positive
1766,2022-11-29 18:25:12+00:00,neutral
1767,2022-11-29 16:33:32+00:00,positive
1768,2022-11-29 16:28:19+00:00,neutral
1769,2022-11-29 16:20:25+00:00,positive
1770,2022-11-29 09:34:52+00:00,positive
1771,2022-12-01 08:00:19+00:00,neutral
1772,2022-12-01 03:32:07+00:00,negative
1773,2022-12-01 03:21:34+00:00,neutral
1774,2022-12-01 03:19:56+00:00,positive
1775,2022-12-01 01:30:26+00:00,positive
1776,2022-11-30 23:21:50+00:00,positive
1777,2022-11-30 23:05:59+00:00,positive
1778,2022-11-30 21:19:31+00:00,negative
1779,2022-11-30 20:53:34+00:00,positive
1780,2022-11-30 20:44:44+00:00,positive
1781,2022-11-30 20:26:14+00:00,positive
1782,2022-11-30 17:22:12+00:00,neutral
1783,2022-11-30 15:54:33+00:00,neutral
1784,2022-12-02 05:14:14+00:00,negative
1785,2022-12-02 05:04:45+00:00,negative
1786,2022-12-02 04:40:04+00:00,neutral
1787,2022-12-02 04:39:34+00:00,positive
1788,2022-12-02 04:37:16+00:00,positive
1789,2022-12-02 03:12:08+00:00,neutral
1790,2022-12-02 02:15:02+00:00,neutral
1791,2022-12-02 01:02:54+00:00,neutral
1792,2022-12-02 00:42:50+00:00,neutral
1793,2022-12-01 21:10:08+00:00,positive
1794,2022-12-01 20:55:14+00:00,positive
1795,2022-12-01 20:43:43+00:00,neutral
1796,2022-12-01 20:37:26+00:00,positive
1797,2022-12-01 20:31:11+00:00,positive
1798,2022-12-01 19:15:30+00:00,positive
1799,2022-12-01 18:36:47+00:00,positive
1800,2022-12-01 18:32:21+00:00,neutral
1801,2022-12-01 18:29:57+00:00,negative
1802,2022-12-01 18:26:31+00:00,neutral
1803,2022-12-01 18:25:26+00:00,neutral
1804,2022-12-01 18:18:59+00:00,positive
1805,2022-12-01 18:11:45+00:00,positive
1806,2022-12-01 17:46:33+00:00,neutral
1807,2022-12-01 17:02:20+00:00,neutral
1808,2022-12-01 16:58:25+00:00,negative
1809,2022-12-01 16:36:56+00:00,positive
1810,2022-12-01 15:24:45+00:00,positive
1811,2022-12-03 01:51:59+00:00,neutral
1812,2022-12-03 01:36:44+00:00,positive
1813,2022-12-03 01:24:42+00:00,negative
1814,2022-12-03 01:17:10+00:00,neutral
1815,2022-12-03 00:41:54+00:00,positive
1816,2022-12-03 00:02:35+00:00,positive
1817,2022-12-02 23:44:15+00:00,neutral
1818,2022-12-02 22:21:25+00:00,neutral
1819,2022-12-02 21:31:00+00:00,neutral
1820,2022-12-02 20:48:55+00:00,positive
1821,2022-12-02 20:39:24+00:00,neutral
1822,2022-12-02 20:28:22+00:00,positive
1823,2022-12-02 20:15:16+00:00,positive
1824,2022-12-02 20:08:44+00:00,positive
1825,2022-12-02 20:07:37+00:00,negative
1826,2022-12-02 20:06:20+00:00,negative
1827,2022-12-02 19:46:45+00:00,positive
1828,2022-12-02 19:23:56+00:00,positive
1829,2022-12-02 19:17:52+00:00,negative
