,date,vader_prediction
621,2022-09-28 23:43:58+00:00,neutral
622,2022-09-28 23:38:46+00:00,neutral
623,2022-09-28 20:53:07+00:00,neutral
624,2022-09-28 20:51:53+00:00,neutral
625,2022-09-28 19:49:15+00:00,neutral
626,2022-09-28 19:47:18+00:00,negative
627,2022-09-28 14:33:47+00:00,positive
628,2022-09-29 20:22:46+00:00,positive
629,2022-09-29 15:35:09+00:00,neutral
630,2022-09-29 15:32:42+00:00,neutral
631,2022-09-29 15:31:12+00:00,neutral
632,2022-09-29 15:28:10+00:00,neutral
633,2022-09-29 15:25:16+00:00,neutral
634,2022-09-29 14:59:48+00:00,positive
635,2022-09-29 14:54:11+00:00,neutral
636,2022-10-01 03:05:34+00:00,neutral
637,2022-10-01 02:36:33+00:00,neutral
638,2022-10-01 00:45:28+00:00,positive
639,2022-09-30 22:13:26+00:00,neutral
640,2022-09-30 22:08:06+00:00,neutral
641,2022-09-30 22:03:36+00:00,positive
642,2022-09-30 17:25:51+00:00,neutral
643,2022-09-30 17:19:09+00:00,neutral
644,2022-09-30 17:17:05+00:00,positive
645,2022-09-30 15:40:12+00:00,neutral
646,2022-10-02 11:41:10+00:00,neutral
647,2022-10-02 01:29:06+00:00,neutral
648,2022-10-02 01:25:38+00:00,positive
649,2022-10-02 00:28:32+00:00,neutral
650,2022-10-02 00:27:37+00:00,positive
651,2022-10-02 00:26:29+00:00,neutral
652,2022-10-01 13:13:02+00:00,neutral
653,2022-10-01 13:11:16+00:00,neutral
654,2022-10-02 23:47:07+00:00,positive
655,2022-10-02 23:27:29+00:00,neutral
656,2022-10-02 23:26:23+00:00,negative
657,2022-10-02 23:03:40+00:00,neutral
658,2022-10-02 22:08:53+00:00,negative
659,2022-10-02 22:07:05+00:00,positive
660,2022-10-02 18:49:35+00:00,neutral
661,2022-10-02 18:32:23+00:00,positive
662,2022-10-02 18:22:52+00:00,negative
663,2022-10-02 18:21:23+00:00,negative
664,2022-10-02 18:17:15+00:00,negative
665,2022-10-02 18:05:45+00:00,neutral
666,2022-10-02 15:04:52+00:00,positive
667,2022-10-02 15:03:23+00:00,positive
668,2022-10-03 23:50:00+00:00,positive
669,2022-10-03 23:47:45+00:00,negative
670,2022-10-03 23:41:33+00:00,negative
671,2022-10-03 23:25:30+00:00,positive
672,2022-10-03 20:07:43+00:00,neutral
673,2022-10-03 19:20:56+00:00,negative
674,2022-10-03 19:13:31+00:00,positive
675,2022-10-03 19:09:30+00:00,neutral
676,2022-10-03 19:06:56+00:00,positive
677,2022-10-03 18:12:14+00:00,negative
678,2022-10-03 17:59:44+00:00,positive
679,2022-10-03 17:55:05+00:00,neutral
680,2022-10-03 17:38:15+00:00,positive
681,2022-10-03 16:58:16+00:00,negative
682,2022-10-03 16:44:05+00:00,positive
683,2022-10-03 16:41:09+00:00,neutral
684,2022-10-03 16:30:48+00:00,negative
685,2022-10-03 16:22:21+00:00,negative
686,2022-10-03 16:15:43+00:00,positive
687,2022-10-03 08:22:48+00:00,neutral
688,2022-10-03 08:17:40+00:00,positive
689,2022-10-03 08:07:32+00:00,neutral
690,2022-10-03 08:01:39+00:00,neutral
691,2022-10-03 07:58:13+00:00,positive
692,2022-10-03 07:54:32+00:00,neutral
693,2022-10-03 07:53:40+00:00,neutral
694,2022-10-03 07:24:57+00:00,neutral
695,2022-10-04 22:41:17+00:00,negative
696,2022-10-04 22:39:41+00:00,positive
697,2022-10-04 16:47:02+00:00,positive
698,2022-10-05 19:48:27+00:00,negative
699,2022-10-05 19:09:06+00:00,positive
700,2022-10-05 18:47:01+00:00,positive
701,2022-10-05 17:44:46+00:00,positive
702,2022-10-06 16:12:27+00:00,neutral
703,2022-10-06 15:38:09+00:00,positive
704,2022-10-06 15:16:55+00:00,positive
705,2022-10-06 13:54:17+00:00,positive
706,2022-10-06 12:43:22+00:00,negative
707,2022-10-06 05:33:03+00:00,neutral
708,2022-10-06 05:14:49+00:00,neutral
709,2022-10-06 04:43:38+00:00,negative
710,2022-10-06 04:42:03+00:00,neutral
711,2022-10-06 04:37:25+00:00,negative
712,2022-10-06 02:47:57+00:00,neutral
713,2022-10-06 02:05:24+00:00,positive
714,2022-10-06 01:52:48+00:00,positive
715,2022-10-06 01:47:05+00:00,negative
716,2022-10-06 01:27:54+00:00,positive
717,2022-10-06 01:21:12+00:00,neutral
718,2022-10-07 21:51:38+00:00,neutral
719,2022-10-07 20:11:19+00:00,positive
720,2022-10-07 17:40:08+00:00,neutral
721,2022-10-07 17:35:53+00:00,neutral
722,2022-10-07 17:14:02+00:00,negative
723,2022-10-07 15:39:48+00:00,neutral
724,2022-10-07 15:31:00+00:00,neutral
725,2022-10-07 14:31:29+00:00,neutral
726,2022-10-07 14:11:05+00:00,negative
727,2022-10-07 13:32:58+00:00,neutral
728,2022-10-07 06:53:11+00:00,neutral
729,2022-10-07 05:21:13+00:00,positive
730,2022-10-07 01:04:04+00:00,positive
731,2022-10-07 01:02:22+00:00,neutral
732,2022-10-07 00:42:50+00:00,neutral
733,2022-10-07 00:40:47+00:00,neutral
734,2022-10-06 23:52:27+00:00,positive
735,2022-10-06 23:50:57+00:00,positive
736,2022-10-06 23:35:24+00:00,negative
737,2022-10-06 22:44:02+00:00,positive
738,2022-10-06 22:36:45+00:00,neutral
739,2022-10-06 22:08:30+00:00,positive
740,2022-10-06 21:08:58+00:00,neutral
741,2022-10-06 19:54:23+00:00,neutral
742,2022-10-08 15:28:50+00:00,positive
743,2022-10-08 01:52:43+00:00,neutral
744,2022-10-08 01:43:24+00:00,neutral
745,2022-10-10 00:14:01+00:00,neutral
746,2022-10-10 00:07:38+00:00,negative
747,2022-10-09 23:53:53+00:00,positive
748,2022-10-09 22:21:17+00:00,positive
749,2022-10-09 22:16:36+00:00,positive
750,2022-10-09 22:12:19+00:00,positive
751,2022-10-09 22:06:29+00:00,negative
752,2022-10-09 14:28:38+00:00,neutral
753,2022-10-09 14:18:42+00:00,neutral
754,2022-10-09 13:59:46+00:00,neutral
755,2022-10-09 13:51:58+00:00,neutral
756,2022-10-09 13:49:55+00:00,neutral
757,2022-10-09 13:46:35+00:00,neutral
758,2022-10-09 13:38:24+00:00,positive
759,2022-10-09 13:30:21+00:00,positive
760,2022-10-09 13:23:55+00:00,neutral
761,2022-10-09 13:21:42+00:00,negative
762,2022-10-09 13:19:37+00:00,negative
763,2022-10-09 13:17:00+00:00,neutral
764,2022-10-09 13:10:26+00:00,positive
765,2022-10-09 12:59:39+00:00,negative
766,2022-10-09 12:53:49+00:00,positive
767,2022-10-08 23:54:01+00:00,neutral
768,2022-10-08 18:33:33+00:00,positive
769,2022-10-08 18:33:12+00:00,positive
770,2022-10-11 18:04:59+00:00,neutral
771,2022-10-11 17:42:01+00:00,neutral
772,2022-10-11 17:31:07+00:00,positive
773,2022-10-11 17:29:43+00:00,negative
774,2022-10-11 16:58:37+00:00,negative
775,2022-10-11 00:19:44+00:00,neutral
776,2022-10-10 22:30:16+00:00,positive
777,2022-10-13 00:58:27+00:00,positive
778,2022-10-13 00:56:42+00:00,neutral
779,2022-10-13 00:10:36+00:00,neutral
780,2022-10-12 22:57:50+00:00,positive
781,2022-10-12 22:49:20+00:00,negative
782,2022-10-12 21:41:33+00:00,neutral
783,2022-10-12 21:19:16+00:00,negative
784,2022-10-12 21:09:41+00:00,positive
785,2022-10-12 20:26:13+00:00,neutral
786,2022-10-12 19:13:42+00:00,positive
787,2022-10-12 04:57:51+00:00,neutral
788,2022-10-12 04:53:10+00:00,positive
789,2022-10-12 04:46:23+00:00,neutral
790,2022-10-12 04:42:30+00:00,neutral
791,2022-10-12 00:38:24+00:00,neutral
792,2022-10-11 23:16:41+00:00,negative
793,2022-10-11 23:08:46+00:00,negative
794,2022-10-11 23:06:23+00:00,neutral
795,2022-10-11 21:26:39+00:00,positive
796,2022-10-11 20:53:14+00:00,neutral
797,2022-10-11 20:44:14+00:00,neutral
798,2022-10-13 19:27:08+00:00,positive
799,2022-10-13 17:31:35+00:00,neutral
800,2022-10-13 16:53:33+00:00,neutral
801,2022-10-13 16:49:17+00:00,negative
802,2022-10-13 16:44:31+00:00,neutral
803,2022-10-13 16:34:38+00:00,positive
804,2022-10-13 16:32:30+00:00,positive
805,2022-10-13 16:30:46+00:00,neutral
806,2022-10-13 16:20:40+00:00,negative
807,2022-10-13 14:57:09+00:00,neutral
808,2022-10-13 14:53:15+00:00,positive
809,2022-10-14 16:22:57+00:00,neutral
810,2022-10-14 14:43:58+00:00,neutral
811,2022-10-14 07:14:58+00:00,neutral
812,2022-10-14 06:48:12+00:00,neutral
813,2022-10-14 06:44:12+00:00,positive
814,2022-10-14 06:35:01+00:00,negative
815,2022-10-14 06:29:08+00:00,neutral
816,2022-10-14 06:28:03+00:00,neutral
817,2022-10-14 06:21:46+00:00,neutral
818,2022-10-14 06:07:11+00:00,neutral
819,2022-10-15 06:36:12+00:00,neutral
820,2022-10-15 04:58:53+00:00,neutral
821,2022-10-15 01:33:43+00:00,negative
822,2022-10-15 01:20:58+00:00,neutral
823,2022-10-15 01:19:17+00:00,neutral
824,2022-10-15 00:52:35+00:00,positive
825,2022-10-15 00:49:47+00:00,neutral
826,2022-10-15 00:12:52+00:00,positive
827,2022-10-14 23:13:58+00:00,neutral
828,2022-10-14 21:50:31+00:00,positive
829,2022-10-14 21:39:09+00:00,negative
830,2022-10-14 21:02:15+00:00,neutral
831,2022-10-16 20:26:15+00:00,positive
832,2022-10-16 15:39:58+00:00,neutral
833,2022-10-16 14:59:10+00:00,neutral
834,2022-10-16 14:26:13+00:00,positive
835,2022-10-16 14:17:00+00:00,neutral
836,2022-10-16 14:14:32+00:00,neutral
837,2022-10-16 14:10:52+00:00,positive
838,2022-10-16 05:17:46+00:00,neutral
839,2022-10-16 05:13:44+00:00,neutral
840,2022-10-16 05:02:22+00:00,negative
841,2022-10-16 04:51:35+00:00,neutral
842,2022-10-16 04:46:02+00:00,positive
843,2022-10-16 04:44:53+00:00,positive
844,2022-10-16 03:41:07+00:00,neutral
845,2022-10-16 03:35:16+00:00,neutral
846,2022-10-16 03:31:45+00:00,neutral
847,2022-10-16 03:24:24+00:00,negative
848,2022-10-15 23:43:55+00:00,neutral
849,2022-10-15 20:18:53+00:00,positive
850,2022-10-15 20:15:19+00:00,negative
851,2022-10-15 19:52:35+00:00,negative
852,2022-10-15 19:48:57+00:00,negative
853,2022-10-15 19:35:44+00:00,positive
854,2022-10-15 19:31:57+00:00,neutral
855,2022-10-15 18:18:59+00:00,positive
856,2022-10-15 18:14:03+00:00,positive
857,2022-10-15 18:06:20+00:00,negative
858,2022-10-15 17:43:59+00:00,negative
859,2022-10-15 17:17:22+00:00,positive
860,2022-10-15 17:08:42+00:00,positive
861,2022-10-15 16:56:42+00:00,positive
862,2022-10-15 16:37:09+00:00,negative
863,2022-10-15 16:33:30+00:00,negative
864,2022-10-17 14:03:13+00:00,negative
865,2022-10-17 13:48:51+00:00,neutral
866,2022-10-17 13:47:55+00:00,positive
867,2022-10-17 13:46:13+00:00,negative
868,2022-10-17 13:41:33+00:00,negative
869,2022-10-17 13:30:01+00:00,positive
870,2022-10-17 13:25:25+00:00,negative
871,2022-10-17 13:17:08+00:00,positive
872,2022-10-17 12:53:31+00:00,neutral
873,2022-10-17 12:46:02+00:00,negative
874,2022-10-17 12:32:40+00:00,neutral
875,2022-10-17 12:14:48+00:00,neutral
876,2022-10-17 11:52:08+00:00,neutral
877,2022-10-17 07:01:46+00:00,positive
878,2022-10-17 07:00:46+00:00,negative
879,2022-10-17 06:55:10+00:00,positive
880,2022-10-17 05:52:27+00:00,neutral
881,2022-10-17 05:47:40+00:00,neutral
882,2022-10-16 21:55:13+00:00,positive
883,2022-10-18 06:11:12+00:00,positive
884,2022-10-18 01:52:35+00:00,neutral
885,2022-10-18 00:27:18+00:00,positive
886,2022-10-17 19:57:10+00:00,neutral
887,2022-10-17 19:52:57+00:00,neutral
888,2022-10-19 18:13:39+00:00,positive
889,2022-10-19 17:02:48+00:00,neutral
890,2022-10-19 13:45:30+00:00,neutral
891,2022-10-19 04:38:38+00:00,positive
892,2022-10-19 03:59:49+00:00,positive
893,2022-10-19 03:58:56+00:00,neutral
894,2022-10-19 03:37:07+00:00,neutral
895,2022-10-19 01:42:18+00:00,negative
896,2022-10-19 00:07:43+00:00,positive
897,2022-10-19 00:06:14+00:00,negative
898,2022-10-18 20:27:31+00:00,positive
899,2022-10-18 19:11:02+00:00,positive
900,2022-10-18 15:12:00+00:00,neutral
901,2022-10-18 15:07:11+00:00,neutral
902,2022-10-18 15:03:28+00:00,positive
903,2022-10-18 14:35:49+00:00,negative
904,2022-10-20 09:26:29+00:00,neutral
905,2022-10-20 07:57:25+00:00,neutral
906,2022-10-20 07:30:52+00:00,positive
907,2022-10-20 06:52:01+00:00,positive
908,2022-10-20 00:10:14+00:00,positive
909,2022-10-19 22:33:20+00:00,positive
910,2022-10-19 18:46:58+00:00,negative
911,2022-10-21 06:39:47+00:00,neutral
912,2022-10-21 06:34:33+00:00,positive
913,2022-10-21 06:11:05+00:00,positive
914,2022-10-21 05:54:23+00:00,positive
915,2022-10-21 05:45:12+00:00,neutral
916,2022-10-21 05:12:37+00:00,negative
917,2022-10-21 05:09:52+00:00,positive
918,2022-10-21 05:06:29+00:00,neutral
919,2022-10-21 04:53:50+00:00,neutral
920,2022-10-21 04:51:37+00:00,positive
921,2022-10-21 04:42:02+00:00,neutral
922,2022-10-21 02:57:24+00:00,negative
923,2022-10-21 02:00:08+00:00,neutral
924,2022-10-21 01:50:54+00:00,positive
925,2022-10-20 21:20:40+00:00,neutral
926,2022-10-20 21:12:17+00:00,positive
927,2022-10-20 20:37:33+00:00,positive
928,2022-10-20 20:36:51+00:00,positive
929,2022-10-20 17:42:06+00:00,negative
930,2022-10-20 17:39:15+00:00,neutral
931,2022-10-20 17:32:08+00:00,negative
932,2022-10-20 16:43:40+00:00,neutral
933,2022-10-20 16:31:46+00:00,positive
934,2022-10-30 12:15:34+00:00,neutral
935,2022-10-22 17:24:03+00:00,neutral
936,2022-10-22 16:00:09+00:00,neutral
937,2022-10-22 15:06:32+00:00,negative
938,2022-10-22 07:00:32+00:00,positive
939,2022-10-22 00:39:36+00:00,positive
940,2022-10-21 22:43:38+00:00,neutral
941,2022-10-21 22:33:47+00:00,positive
942,2022-10-21 22:20:58+00:00,positive
943,2022-10-21 18:25:12+00:00,neutral
944,2022-10-21 17:01:53+00:00,negative
945,2022-10-21 13:22:33+00:00,negative
946,2022-10-23 13:31:21+00:00,positive
947,2022-10-23 13:29:48+00:00,neutral
948,2022-10-23 13:26:21+00:00,positive
949,2022-10-23 13:21:51+00:00,neutral
950,2022-10-23 13:10:44+00:00,neutral
951,2022-10-23 12:19:22+00:00,neutral
952,2022-10-23 12:11:12+00:00,neutral
953,2022-10-23 01:41:03+00:00,neutral
954,2022-10-23 00:29:28+00:00,neutral
955,2022-10-22 20:24:41+00:00,positive
956,2022-10-22 19:54:11+00:00,positive
957,2022-10-24 12:48:28+00:00,positive
958,2022-10-24 05:39:47+00:00,positive
959,2022-10-24 02:37:00+00:00,neutral
960,2022-10-23 22:36:41+00:00,neutral
961,2022-10-23 16:58:01+00:00,positive
962,2022-10-25 13:54:37+00:00,neutral
963,2022-10-25 13:24:27+00:00,neutral
964,2022-10-25 08:30:54+00:00,neutral
965,2022-10-25 08:11:11+00:00,positive
966,2022-10-25 08:01:29+00:00,positive
967,2022-10-25 04:33:08+00:00,neutral
968,2022-10-25 01:15:05+00:00,positive
969,2022-10-24 22:45:37+00:00,neutral
970,2022-10-24 20:49:20+00:00,positive
971,2022-10-24 20:41:15+00:00,neutral
972,2022-10-24 18:45:00+00:00,positive
973,2022-10-24 13:49:02+00:00,positive
974,2022-10-24 13:42:48+00:00,neutral
975,2022-10-24 13:39:48+00:00,neutral
976,2022-10-24 13:35:53+00:00,positive
977,2022-10-24 13:28:44+00:00,positive
978,2022-10-24 13:19:56+00:00,negative
979,2022-10-24 13:13:07+00:00,positive
980,2022-10-26 15:42:50+00:00,neutral
981,2022-10-26 15:27:40+00:00,positive
982,2022-10-26 15:22:43+00:00,positive
983,2022-10-26 14:50:58+00:00,positive
984,2022-10-26 14:48:22+00:00,negative
985,2022-10-26 06:32:58+00:00,neutral
986,2022-10-26 06:28:34+00:00,neutral
987,2022-10-25 23:26:39+00:00,neutral
988,2022-10-27 13:19:25+00:00,neutral
989,2022-10-27 13:08:00+00:00,positive
990,2022-10-26 21:39:32+00:00,positive
991,2022-10-26 18:45:58+00:00,neutral
992,2022-10-26 17:05:16+00:00,positive
993,2022-10-28 19:10:55+00:00,positive
994,2022-10-28 18:18:55+00:00,negative
995,2022-10-28 18:09:54+00:00,positive
996,2022-10-28 13:08:13+00:00,neutral
997,2022-10-28 12:09:02+00:00,positive
998,2022-10-28 11:41:12+00:00,neutral
999,2022-10-28 03:49:11+00:00,positive
1000,2022-10-28 01:50:49+00:00,neutral
1001,2022-10-27 16:17:39+00:00,positive
1002,2022-10-29 17:35:45+00:00,positive
1003,2022-10-29 17:33:16+00:00,positive
1004,2022-10-29 07:08:42+00:00,positive
1005,2022-10-29 04:34:43+00:00,positive
1006,2022-10-29 02:19:54+00:00,positive
1007,2022-10-29 00:21:49+00:00,neutral
1008,2022-10-29 00:14:33+00:00,positive
1009,2022-10-28 23:13:20+00:00,negative
1010,2022-10-28 21:33:03+00:00,neutral
1011,2022-10-28 21:21:33+00:00,negative
1012,2022-10-28 21:16:42+00:00,positive
1013,2022-10-30 12:01:48+00:00,neutral
1014,2022-10-30 11:55:02+00:00,positive
1015,2022-10-30 11:50:19+00:00,neutral
1016,2022-10-30 11:48:04+00:00,neutral
1017,2022-10-30 11:45:33+00:00,negative
1018,2022-10-30 11:42:56+00:00,negative
1019,2022-10-30 11:25:19+00:00,neutral
1020,2022-10-30 04:11:36+00:00,positive
1021,2022-10-30 03:39:17+00:00,neutral
1022,2022-10-30 03:36:16+00:00,neutral
1023,2022-10-30 01:37:23+00:00,positive
1024,2022-10-31 17:10:05+00:00,neutral
1025,2022-10-31 16:08:15+00:00,positive
1026,2022-10-31 07:00:20+00:00,negative
1027,2022-10-31 04:00:33+00:00,positive
1028,2022-10-31 03:30:29+00:00,positive
1029,2022-10-31 03:15:11+00:00,negative
1030,2022-10-31 03:11:41+00:00,neutral
1031,2022-10-31 02:04:57+00:00,positive
1032,2022-10-31 01:00:53+00:00,negative
1033,2022-10-31 00:23:27+00:00,negative
1034,2022-10-31 00:04:28+00:00,negative
1035,2022-10-30 22:46:42+00:00,negative
1036,2022-10-30 22:35:59+00:00,neutral
1037,2022-10-30 22:30:28+00:00,neutral
1038,2022-10-30 21:25:38+00:00,neutral
1039,2022-11-01 13:54:13+00:00,neutral
1040,2022-11-01 13:15:20+00:00,neutral
1041,2022-11-01 05:25:00+00:00,negative
1042,2022-11-01 05:16:09+00:00,negative
1043,2022-11-01 04:15:02+00:00,neutral
1044,2022-11-01 04:07:12+00:00,negative
1045,2022-11-01 03:51:30+00:00,positive
1046,2022-11-01 03:46:51+00:00,negative
1047,2022-11-01 02:52:14+00:00,neutral
1048,2022-11-01 01:17:09+00:00,positive
1049,2022-10-31 22:55:11+00:00,neutral
1050,2022-10-31 22:52:23+00:00,neutral
1051,2022-10-31 22:50:21+00:00,neutral
1052,2022-11-04 14:28:20+00:00,negative
1053,2022-11-04 11:44:04+00:00,neutral
1054,2022-11-04 11:00:19+00:00,neutral
1055,2022-11-04 07:06:30+00:00,negative
1056,2022-11-04 06:23:06+00:00,neutral
1057,2022-11-04 06:01:24+00:00,neutral
1058,2022-11-04 05:52:08+00:00,neutral
1059,2022-11-04 05:10:27+00:00,positive
1060,2022-11-04 04:54:09+00:00,negative
1061,2022-11-04 04:45:15+00:00,neutral
1062,2022-11-03 08:35:20+00:00,neutral
1063,2022-11-03 08:33:49+00:00,positive
1064,2022-11-03 08:23:10+00:00,positive
1065,2022-11-03 08:13:41+00:00,neutral
1066,2022-11-03 08:04:57+00:00,positive
1067,2022-11-02 20:56:27+00:00,positive
1068,2022-11-02 20:09:41+00:00,positive
1069,2022-11-02 18:42:40+00:00,positive
1070,2022-11-02 18:39:54+00:00,neutral
1071,2022-11-02 18:27:00+00:00,neutral
1072,2022-11-02 18:26:20+00:00,positive
1073,2022-11-02 18:22:39+00:00,neutral
1074,2022-11-02 18:01:16+00:00,positive
1075,2022-11-02 17:48:37+00:00,positive
1076,2022-11-02 17:36:08+00:00,positive
1077,2022-11-02 17:05:26+00:00,negative
1078,2022-11-02 17:03:52+00:00,negative
1079,2022-11-02 16:50:45+00:00,positive
1080,2022-11-02 14:26:25+00:00,positive
1081,2022-11-02 14:24:29+00:00,neutral
1082,2022-11-02 13:26:39+00:00,positive
1083,2022-11-02 04:58:42+00:00,neutral
1084,2022-11-02 04:55:55+00:00,neutral
1085,2022-11-02 04:51:31+00:00,neutral
1086,2022-11-02 04:30:34+00:00,neutral
1087,2022-11-02 04:00:22+00:00,neutral
1088,2022-11-02 02:23:07+00:00,negative
1089,2022-11-02 02:21:12+00:00,neutral
1090,2022-11-02 02:13:56+00:00,negative
1091,2022-11-02 02:06:16+00:00,negative
1092,2022-11-01 23:30:51+00:00,neutral
1093,2022-11-01 23:19:37+00:00,neutral
1094,2022-11-01 23:13:38+00:00,positive
1095,2022-11-01 19:31:15+00:00,neutral
1096,2022-11-01 18:31:29+00:00,positive
1097,2022-11-01 18:10:26+00:00,neutral
1098,2022-11-01 18:03:55+00:00,positive
1099,2022-11-01 18:02:21+00:00,neutral
1100,2022-11-01 17:43:37+00:00,neutral
1101,2022-11-01 17:41:23+00:00,negative
1102,2022-11-01 17:38:18+00:00,neutral
1103,2022-11-01 17:36:48+00:00,negative
1104,2022-11-13 00:17:23+00:00,positive
1105,2022-11-05 04:30:55+00:00,neutral
1106,2022-11-05 03:45:01+00:00,neutral
1107,2022-11-04 23:44:19+00:00,positive
1108,2022-11-04 23:37:53+00:00,negative
1109,2022-11-04 23:14:54+00:00,negative
1110,2022-11-04 22:56:22+00:00,positive
1111,2022-11-04 22:54:50+00:00,positive
1112,2022-11-04 22:38:28+00:00,positive
1113,2022-11-04 21:21:47+00:00,neutral
1114,2022-11-04 20:03:53+00:00,positive
1115,2022-11-04 20:00:55+00:00,negative
1116,2022-11-04 19:26:09+00:00,neutral
1117,2022-11-05 22:39:38+00:00,neutral
1118,2022-11-05 22:35:26+00:00,positive
1119,2022-11-05 22:34:33+00:00,neutral
1120,2022-11-05 22:31:49+00:00,neutral
1121,2022-11-05 22:31:00+00:00,positive
1122,2022-11-05 22:26:54+00:00,positive
1123,2022-11-05 22:24:51+00:00,neutral
1124,2022-11-05 22:23:38+00:00,positive
1125,2022-11-05 22:18:17+00:00,neutral
1126,2022-11-05 22:12:20+00:00,neutral
1127,2022-11-05 22:11:44+00:00,positive
1128,2022-11-05 21:45:45+00:00,neutral
1129,2022-11-05 21:45:20+00:00,neutral
1130,2022-11-05 21:43:44+00:00,positive
1131,2022-11-05 21:42:25+00:00,neutral
1132,2022-11-05 21:39:56+00:00,positive
1133,2022-11-05 20:52:49+00:00,positive
1134,2022-11-05 20:43:48+00:00,positive
1135,2022-11-05 20:30:08+00:00,neutral
1136,2022-11-05 20:29:06+00:00,positive
1137,2022-11-05 20:23:16+00:00,negative
1138,2022-11-05 19:31:56+00:00,neutral
1139,2022-11-05 19:20:15+00:00,negative
1140,2022-11-05 19:10:42+00:00,positive
1141,2022-11-05 19:09:21+00:00,positive
1142,2022-11-05 19:08:09+00:00,neutral
1143,2022-11-05 18:56:58+00:00,neutral
1144,2022-11-05 17:28:56+00:00,neutral
1145,2022-11-05 16:39:15+00:00,positive
1146,2022-11-07 15:40:42+00:00,neutral
1147,2022-11-07 15:22:16+00:00,positive
1148,2022-11-07 15:06:47+00:00,neutral
1149,2022-11-07 15:03:25+00:00,neutral
1150,2022-11-07 14:52:44+00:00,neutral
1151,2022-11-07 13:39:15+00:00,neutral
1152,2022-11-07 13:22:14+00:00,neutral
1153,2022-11-07 04:52:58+00:00,neutral
1154,2022-11-07 04:21:13+00:00,neutral
1155,2022-11-07 03:35:15+00:00,neutral
1156,2022-11-07 03:15:36+00:00,negative
1157,2022-11-07 03:07:29+00:00,neutral
1158,2022-11-07 03:06:19+00:00,neutral
1159,2022-11-07 02:50:57+00:00,neutral
1160,2022-11-07 02:50:22+00:00,negative
1161,2022-11-07 02:43:50+00:00,neutral
1162,2022-11-07 02:41:07+00:00,neutral
1163,2022-11-07 02:35:16+00:00,neutral
1164,2022-11-07 01:18:49+00:00,negative
1165,2022-11-07 00:48:26+00:00,neutral
1166,2022-11-07 00:35:04+00:00,neutral
1167,2022-11-07 00:30:30+00:00,positive
1168,2022-11-07 00:25:19+00:00,neutral
1169,2022-11-07 00:23:23+00:00,positive
1170,2022-11-07 00:14:41+00:00,negative
1171,2022-11-07 00:06:18+00:00,positive
1172,2022-11-06 23:43:30+00:00,neutral
1173,2022-11-06 23:39:08+00:00,negative
1174,2022-11-06 23:35:57+00:00,negative
1175,2022-11-06 23:16:06+00:00,negative
1176,2022-11-06 23:12:38+00:00,neutral
1177,2022-11-06 22:53:42+00:00,negative
1178,2022-11-08 15:04:11+00:00,negative
1179,2022-11-08 14:49:05+00:00,negative
1180,2022-11-08 14:33:40+00:00,neutral
1181,2022-11-08 14:32:35+00:00,positive
1182,2022-11-08 01:00:27+00:00,positive
1183,2022-11-08 00:57:29+00:00,positive
1184,2022-11-07 21:23:55+00:00,neutral
1185,2022-11-07 20:50:47+00:00,positive
1186,2022-11-07 20:29:09+00:00,positive
1187,2022-11-07 20:20:54+00:00,positive
1188,2022-11-09 00:52:20+00:00,neutral
1189,2022-11-08 21:08:30+00:00,negative
1190,2022-11-08 20:08:38+00:00,positive
1191,2022-11-08 16:10:21+00:00,positive
1192,2022-11-08 15:32:13+00:00,positive
1193,2022-11-08 15:16:04+00:00,positive
1194,2022-11-10 17:24:35+00:00,negative
1195,2022-11-10 17:21:51+00:00,neutral
1196,2022-11-10 17:17:22+00:00,positive
1197,2022-11-10 15:59:25+00:00,positive
1198,2022-11-10 08:25:16+00:00,neutral
1199,2022-11-10 08:15:04+00:00,positive
1200,2022-11-10 08:08:11+00:00,positive
1201,2022-11-10 07:47:53+00:00,neutral
1202,2022-11-10 06:51:26+00:00,positive
1203,2022-11-10 06:44:47+00:00,positive
1204,2022-11-10 06:42:02+00:00,neutral
1205,2022-11-10 02:59:32+00:00,neutral
1206,2022-11-10 02:56:41+00:00,positive
1207,2022-11-10 02:37:38+00:00,negative
1208,2022-11-10 01:38:32+00:00,neutral
1209,2022-11-10 00:45:30+00:00,neutral
1210,2022-11-09 23:04:29+00:00,positive
1211,2022-11-09 19:29:02+00:00,neutral
1212,2022-11-09 19:27:28+00:00,positive
1213,2022-11-09 19:22:40+00:00,positive
1214,2022-11-09 19:15:15+00:00,positive
1215,2022-11-09 17:58:22+00:00,neutral
1216,2022-11-09 17:57:21+00:00,positive
1217,2022-11-09 17:37:21+00:00,positive
1218,2022-11-09 17:13:27+00:00,negative
1219,2022-11-09 17:12:32+00:00,neutral
1220,2022-11-09 16:44:47+00:00,negative
1221,2022-11-09 16:40:53+00:00,negative
1222,2022-11-09 16:39:18+00:00,positive
1223,2022-11-09 16:38:37+00:00,negative
1224,2022-11-09 16:29:36+00:00,positive
1225,2022-11-09 16:28:33+00:00,positive
1226,2022-11-09 16:03:46+00:00,negative
1227,2022-11-11 15:30:34+00:00,positive
1228,2022-11-11 08:36:05+00:00,positive
1229,2022-11-11 08:34:25+00:00,positive
1230,2022-11-11 08:20:46+00:00,positive
1231,2022-11-11 07:42:42+00:00,positive
1232,2022-11-11 07:38:08+00:00,neutral
